|dates|Delaware_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Delaware_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Delaware_Indiana_UnitedStates.Male_Total_Population.data|Delaware_Indiana_UnitedStates.Male_Total_Population.missing|Delaware_Indiana_UnitedStates.Female_Total_Population.data|Delaware_Indiana_UnitedStates.Female_Total_Population.missing|Delaware_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Delaware_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-18|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-19|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-20|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-21|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-22|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-23|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-24|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-25|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-26|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-27|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-28|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-29|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-30|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-10-31|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-01|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-02|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-03|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-04|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-05|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-06|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-07|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-08|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-09|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-10|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-11|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-12|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-13|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-14|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-15|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-16|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-17|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-18|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-19|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-20|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-21|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-22|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-23|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-24|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-25|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-26|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-27|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-28|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-29|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-11-30|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-01|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-02|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-03|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-04|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-05|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-06|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-07|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-08|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-09|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-10|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-11|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-12|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-13|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-14|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-15|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-16|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-17|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-18|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-19|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-20|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-21|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-22|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-23|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-24|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-25|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-26|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-27|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-28|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-29|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-30|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2021-12-31|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-01|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-02|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-03|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-04|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-05|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-06|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-07|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-08|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-09|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-10|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-11|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-12|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-13|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-14|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-15|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-16|19672.0|0|55383.0|0|59389.0|0|21074.0|0
0|2022-01-17|19672.0|0|55383.0|0|59389.0|0|21074.0|0
