|dates|Morgan_Georgia_UnitedStates.JHU_ConfirmedCases.data|Morgan_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Georgia_UnitedStates.NYT_ConfirmedCases.data|Morgan_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Morgan_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|3284.0|0|3434.0|0|48.0|0|0.0|100
0|2021-11-25|3284.0|0|3434.0|0|48.0|0|0.0|100
0|2021-11-26|3284.0|0|3434.0|0|48.0|0|0.0|100
0|2021-11-27|3284.0|0|3434.0|0|48.0|0|0.0|100
0|2021-11-28|3284.0|0|3434.0|0|48.0|0|0.0|100
0|2021-11-29|3289.0|0|3439.0|0|49.0|0|0.0|100
0|2021-11-30|3289.0|0|3439.0|0|49.0|0|0.0|100
0|2021-12-01|3290.0|0|3440.0|0|49.0|0|0.0|100
0|2021-12-02|3290.0|0|3448.0|0|49.0|0|0.0|100
0|2021-12-03|3302.0|0|3452.0|0|49.0|0|0.0|100
0|2021-12-04|3302.0|0|3452.0|0|49.0|0|0.0|100
0|2021-12-05|3302.0|0|3452.0|0|49.0|0|0.0|100
0|2021-12-06|3307.0|0|3457.0|0|49.0|0|0.0|100
0|2021-12-07|3315.0|0|3465.0|0|49.0|0|0.0|100
0|2021-12-08|3321.0|0|3471.0|0|49.0|0|0.0|100
0|2021-12-09|3321.0|0|3471.0|0|49.0|0|0.0|100
0|2021-12-10|3325.0|0|3475.0|0|49.0|0|0.0|100
0|2021-12-11|3325.0|0|3475.0|0|49.0|0|0.0|100
0|2021-12-12|3325.0|0|3475.0|0|49.0|0|0.0|100
0|2021-12-13|3329.0|0|3478.0|0|49.0|0|0.0|100
0|2021-12-14|3329.0|0|3480.0|0|49.0|0|0.0|100
0|2021-12-15|3337.0|0|3486.0|0|49.0|0|0.0|100
0|2021-12-16|3336.0|0|3485.0|0|49.0|0|0.0|100
0|2021-12-17|3342.0|0|3491.0|0|49.0|0|0.0|100
0|2021-12-18|3342.0|0|3491.0|0|49.0|0|0.0|100
0|2021-12-19|3342.0|0|3491.0|0|49.0|0|0.0|100
0|2021-12-20|3360.0|0|3506.0|0|49.0|0|0.0|100
0|2021-12-21|3362.0|0|3508.0|0|49.0|0|0.0|100
0|2021-12-22|3364.0|0|3510.0|0|50.0|0|0.0|100
0|2021-12-23|3373.0|0|3519.0|0|52.0|0|0.0|100
0|2021-12-24|3388.0|0|3534.0|0|52.0|0|0.0|100
0|2021-12-25|3388.0|0|3534.0|0|52.0|0|0.0|100
0|2021-12-26|3388.0|0|3534.0|0|52.0|0|0.0|100
0|2021-12-27|3427.0|0|3572.0|0|52.0|0|0.0|100
0|2021-12-28|3438.0|0|3583.0|0|52.0|0|0.0|100
0|2021-12-29|3495.0|0|3640.0|0|52.0|0|0.0|100
0|2021-12-30|3534.0|0|3679.0|0|52.0|0|0.0|100
0|2021-12-31|3554.0|0|3699.0|0|52.0|0|0.0|100
0|2022-01-01|3554.0|0|3699.0|0|52.0|0|0.0|100
0|2022-01-02|3554.0|0|3699.0|0|52.0|0|0.0|100
0|2022-01-03|3554.0|0|3699.0|0|52.0|0|0.0|100
0|2022-01-04|3650.0|0|3795.0|0|52.0|0|0.0|100
0|2022-01-05|3671.0|0|3816.0|0|52.0|0|0.0|100
0|2022-01-06|3671.0|0|3816.0|0|52.0|0|0.0|100
0|2022-01-07|3671.0|0|3816.0|0|52.0|0|0.0|100
0|2022-01-08|3671.0|0|3816.0|0|52.0|0|0.0|100
0|2022-01-09|3671.0|0|3816.0|0|52.0|0|0.0|100
0|2022-01-10|3755.0|0|3896.0|0|52.0|0|0.0|100
0|2022-01-11|3781.0|0|3922.0|0|52.0|0|0.0|100
0|2022-01-12|3857.0|0|3998.0|0|52.0|0|0.0|100
0|2022-01-13|3857.0|0|4039.0|0|52.0|0|0.0|100
0|2022-01-14|3915.0|0|4056.0|0|52.0|0|0.0|100
0|2022-01-15|3915.0|0|4056.0|0|52.0|0|0.0|100
0|2022-01-16|3915.0|0|4056.0|0|52.0|0|0.0|100
0|2022-01-17|3966.0|0|0.0|100|52.0|0|0.0|100
