|dates|Essex_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Essex_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Essex_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Essex_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Essex_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Essex_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|111055.0|0|111055.0|0|2494.0|0|0.0|100
0|2021-10-18|111389.0|0|111389.0|0|2495.0|0|0.0|100
0|2021-10-19|111618.0|0|111618.0|0|2497.0|0|0.0|100
0|2021-10-20|111832.0|0|111832.0|0|2499.0|0|0.0|100
0|2021-10-21|111974.0|0|111974.0|0|2502.0|0|0.0|100
0|2021-10-22|112130.0|0|112130.0|0|2504.0|0|0.0|100
0|2021-10-23|112130.0|0|112130.0|0|2504.0|0|0.0|100
0|2021-10-24|112130.0|0|112130.0|0|2504.0|0|0.0|100
0|2021-10-25|112528.0|0|112528.0|0|2506.0|0|0.0|100
0|2021-10-26|112647.0|0|112647.0|0|2510.0|0|0.0|100
0|2021-10-27|112825.0|0|112825.0|0|2511.0|0|0.0|100
0|2021-10-28|112825.0|0|113000.0|0|2511.0|0|0.0|100
0|2021-10-29|113176.0|0|113176.0|0|2513.0|0|0.0|100
0|2021-10-30|113176.0|0|113176.0|0|2513.0|0|0.0|100
0|2021-10-31|113176.0|0|113176.0|0|2513.0|0|0.0|100
0|2021-11-01|113611.0|0|113611.0|0|2515.0|0|0.0|100
0|2021-11-02|113769.0|0|113769.0|0|2521.0|0|0.0|100
0|2021-11-03|114001.0|0|114001.0|0|2523.0|0|0.0|100
0|2021-11-04|114233.0|0|114233.0|0|2527.0|0|0.0|100
0|2021-11-05|114525.0|0|114525.0|0|2530.0|0|0.0|100
0|2021-11-06|114525.0|0|114525.0|0|2530.0|0|0.0|100
0|2021-11-07|114525.0|0|114525.0|0|2530.0|0|0.0|100
0|2021-11-08|115105.0|0|115105.0|0|2530.0|0|0.0|100
0|2021-11-09|115314.0|0|115314.0|0|2533.0|0|0.0|100
0|2021-11-10|115314.0|0|115699.0|0|2533.0|0|0.0|100
0|2021-11-11|115699.0|0|115699.0|0|2534.0|0|0.0|100
0|2021-11-12|116274.0|0|116274.0|0|2539.0|0|0.0|100
0|2021-11-13|116274.0|0|116274.0|0|2539.0|0|0.0|100
0|2021-11-14|116274.0|0|116274.0|0|2539.0|0|0.0|100
0|2021-11-15|117026.0|0|117026.0|0|2542.0|0|0.0|100
0|2021-11-16|117338.0|0|117338.0|0|2546.0|0|0.0|100
0|2021-11-17|117844.0|0|117844.0|0|2555.0|0|0.0|100
0|2021-11-18|118320.0|0|118320.0|0|2558.0|0|0.0|100
0|2021-11-19|118653.0|0|118653.0|0|2561.0|0|0.0|100
0|2021-11-20|118653.0|0|118653.0|0|2561.0|0|0.0|100
0|2021-11-21|118653.0|0|118653.0|0|2561.0|0|0.0|100
0|2021-11-22|119580.0|0|119580.0|0|2566.0|0|0.0|100
0|2021-11-23|119955.0|0|119955.0|0|2571.0|0|0.0|100
0|2021-11-24|120475.0|0|120475.0|0|2576.0|0|0.0|100
0|2021-11-25|120475.0|0|120475.0|0|2576.0|0|0.0|100
0|2021-11-26|121070.0|0|121070.0|0|2580.0|0|0.0|100
0|2021-11-27|121070.0|0|121070.0|0|2580.0|0|0.0|100
0|2021-11-28|121070.0|0|121070.0|0|2580.0|0|0.0|100
0|2021-11-29|121868.0|0|121868.0|0|2589.0|0|0.0|100
0|2021-11-30|122302.0|0|122302.0|0|2594.0|0|0.0|100
0|2021-12-01|123013.0|0|123013.0|0|2601.0|0|0.0|100
0|2021-12-02|123013.0|0|123763.0|0|2601.0|0|0.0|100
0|2021-12-03|124533.0|0|124533.0|0|2604.0|0|0.0|100
0|2021-12-04|124533.0|0|124533.0|0|2604.0|0|0.0|100
0|2021-12-05|124533.0|0|124533.0|0|2604.0|0|0.0|100
0|2021-12-06|126012.0|0|126012.0|0|2608.0|0|0.0|100
0|2021-12-07|126527.0|0|126527.0|0|2616.0|0|0.0|100
0|2021-12-08|127345.0|0|127345.0|0|2618.0|0|0.0|100
0|2021-12-09|128064.0|0|128064.0|0|2623.0|0|0.0|100
0|2021-12-10|128724.0|0|128724.0|0|2627.0|0|0.0|100
0|2021-12-11|128724.0|0|128724.0|0|2627.0|0|0.0|100
0|2021-12-12|128724.0|0|128724.0|0|2627.0|0|0.0|100
0|2021-12-13|130107.0|0|130107.0|0|2632.0|0|0.0|100
0|2021-12-14|130107.0|0|130702.0|0|2632.0|0|0.0|100
0|2021-12-15|131433.0|0|131433.0|0|2647.0|0|0.0|100
0|2021-12-16|132127.0|0|132127.0|0|2655.0|0|0.0|100
0|2021-12-17|132872.0|0|132872.0|0|2662.0|0|0.0|100
0|2021-12-18|132872.0|0|132872.0|0|2662.0|0|0.0|100
0|2021-12-19|132872.0|0|132872.0|0|2662.0|0|0.0|100
0|2021-12-20|134532.0|0|134532.0|0|2673.0|0|0.0|100
0|2021-12-21|135274.0|0|135274.0|0|2678.0|0|0.0|100
0|2021-12-22|136197.0|0|136197.0|0|2684.0|0|0.0|100
0|2021-12-23|137357.0|0|137357.0|0|2690.0|0|0.0|100
0|2021-12-24|138812.0|0|138812.0|0|2697.0|0|0.0|100
0|2021-12-25|138812.0|0|138812.0|0|2697.0|0|0.0|100
0|2021-12-26|138812.0|0|138812.0|0|2697.0|0|0.0|100
0|2021-12-27|140381.0|0|140381.0|0|2700.0|0|0.0|100
0|2021-12-28|141523.0|0|141523.0|0|2706.0|0|0.0|100
0|2021-12-29|143818.0|0|143818.0|0|2712.0|0|0.0|100
0|2021-12-30|146881.0|0|146881.0|0|2717.0|0|0.0|100
0|2021-12-31|149987.0|0|149987.0|0|2722.0|0|0.0|100
0|2022-01-01|149987.0|0|149987.0|0|2722.0|0|0.0|100
0|2022-01-02|149987.0|0|149987.0|0|2722.0|0|0.0|100
0|2022-01-03|153925.0|0|153925.0|0|2730.0|0|0.0|100
0|2022-01-04|155765.0|0|155765.0|0|2746.0|0|0.0|100
0|2022-01-05|159515.0|0|159515.0|0|2749.0|0|0.0|100
0|2022-01-06|162507.0|0|162507.0|0|2759.0|0|0.0|100
0|2022-01-07|166430.0|0|166430.0|0|2769.0|0|0.0|100
0|2022-01-08|166430.0|0|166430.0|0|2769.0|0|0.0|100
0|2022-01-09|166430.0|0|166430.0|0|2769.0|0|0.0|100
0|2022-01-10|173392.0|0|173392.0|0|2780.0|0|0.0|100
0|2022-01-11|175240.0|0|175240.0|0|2795.0|0|0.0|100
0|2022-01-12|177805.0|0|177805.0|0|2811.0|0|0.0|100
0|2022-01-13|177805.0|0|180115.0|0|2811.0|0|0.0|100
0|2022-01-14|181006.0|0|181006.0|0|2831.0|0|0.0|100
