|dates|Madison_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Illinois_UnitedStates.Male_Total_Population.data|Madison_Illinois_UnitedStates.Male_Total_Population.missing|Madison_Illinois_UnitedStates.Female_Total_Population.data|Madison_Illinois_UnitedStates.Female_Total_Population.missing|Madison_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-18|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-19|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-20|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-21|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-22|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-23|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-24|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-25|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-26|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-27|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-28|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-29|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-30|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-10-31|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-01|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-02|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-03|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-04|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-05|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-06|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-07|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-08|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-09|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-10|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-11|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-12|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-13|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-14|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-15|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-16|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-17|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-18|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-19|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-20|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-21|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-22|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-23|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-24|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-25|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-26|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-27|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-28|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-29|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-11-30|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-01|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-02|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-03|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-04|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-05|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-06|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-07|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-08|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-09|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-10|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-11|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-12|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-13|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-14|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-15|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-16|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-17|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-18|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-19|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-20|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-21|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-22|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-23|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-24|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-25|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-26|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-27|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-28|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-29|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-30|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2021-12-31|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-01|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-02|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-03|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-04|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-05|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-06|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-07|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-08|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-09|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-10|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-11|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-12|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-13|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-14|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-15|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-16|45485.0|0|128768.0|0|135693.0|0|57756.0|0
0|2022-01-17|45485.0|0|128768.0|0|135693.0|0|57756.0|0
