|dates|Westmoreland_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Westmoreland_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Westmoreland_Pennsylvania_UnitedStates.NYT_ConfirmedDeaths.data|Westmoreland_Pennsylvania_UnitedStates.NYT_ConfirmedDeaths.missing|Westmoreland_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Westmoreland_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Westmoreland_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Westmoreland_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|869.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|872.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|875.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|882.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|886.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|888.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|889.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|889.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|889.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|892.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|896.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|899.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|900.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|902.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|903.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|903.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|905.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|910.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|913.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|919.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|923.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|923.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|923.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|925.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|933.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|935.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|935.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|938.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|939.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|939.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|941.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|945.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|949.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|953.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|958.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|958.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|959.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|962.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|967.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|973.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|973.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|973.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|975.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|975.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|980.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|983.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|990.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|997.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|999.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|999.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|1001.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|1007.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|1010.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|1011.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|1016.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|1021.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|1021.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|1021.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|1026.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|1037.0|0|0.0|100|0.0|100
