|dates|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Terrebonne_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Terrebonne_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Terrebonne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|19243.0|0|19243.0|0|329.0|0|0.0|100
0|2021-10-18|19261.0|0|19261.0|0|332.0|0|0.0|100
0|2021-10-19|19287.0|0|19287.0|0|333.0|0|0.0|100
0|2021-10-20|19299.0|0|19299.0|0|334.0|0|0.0|100
0|2021-10-21|19308.0|0|19308.0|0|336.0|0|0.0|100
0|2021-10-22|19315.0|0|19315.0|0|338.0|0|0.0|100
0|2021-10-23|19315.0|0|19315.0|0|338.0|0|0.0|100
0|2021-10-24|19315.0|0|19315.0|0|338.0|0|0.0|100
0|2021-10-25|19338.0|0|19338.0|0|338.0|0|0.0|100
0|2021-10-26|19345.0|0|19345.0|0|340.0|0|0.0|100
0|2021-10-27|19356.0|0|19356.0|0|340.0|0|0.0|100
0|2021-10-28|19382.0|0|19382.0|0|342.0|0|0.0|100
0|2021-10-29|19389.0|0|19389.0|0|342.0|0|0.0|100
0|2021-10-30|19389.0|0|19389.0|0|342.0|0|0.0|100
0|2021-10-31|19389.0|0|19389.0|0|342.0|0|0.0|100
0|2021-11-01|19408.0|0|19408.0|0|344.0|0|0.0|100
0|2021-11-02|19421.0|0|19421.0|0|345.0|0|0.0|100
0|2021-11-03|19430.0|0|19430.0|0|347.0|0|0.0|100
0|2021-11-04|19444.0|0|19444.0|0|349.0|0|0.0|100
0|2021-11-05|19453.0|0|19453.0|0|349.0|0|0.0|100
0|2021-11-06|19453.0|0|19453.0|0|349.0|0|0.0|100
0|2021-11-07|19453.0|0|19453.0|0|349.0|0|0.0|100
0|2021-11-08|19479.0|0|19479.0|0|350.0|0|0.0|100
0|2021-11-09|19496.0|0|19496.0|0|350.0|0|0.0|100
0|2021-11-10|19506.0|0|19506.0|0|350.0|0|0.0|100
0|2021-11-11|19506.0|0|19506.0|0|350.0|0|0.0|100
0|2021-11-12|19527.0|0|19527.0|0|352.0|0|0.0|100
0|2021-11-13|19527.0|0|19527.0|0|352.0|0|0.0|100
0|2021-11-14|19527.0|0|19527.0|0|352.0|0|0.0|100
0|2021-11-15|19544.0|0|19544.0|0|352.0|0|0.0|100
0|2021-11-16|19554.0|0|19554.0|0|352.0|0|0.0|100
0|2021-11-17|19575.0|0|19575.0|0|352.0|0|0.0|100
0|2021-11-18|19581.0|0|19581.0|0|352.0|0|0.0|100
0|2021-11-19|19594.0|0|19594.0|0|353.0|0|0.0|100
0|2021-11-20|19594.0|0|19594.0|0|353.0|0|0.0|100
0|2021-11-21|19594.0|0|19594.0|0|353.0|0|0.0|100
0|2021-11-22|19625.0|0|19625.0|0|354.0|0|0.0|100
0|2021-11-23|19633.0|0|19633.0|0|355.0|0|0.0|100
0|2021-11-24|19647.0|0|19647.0|0|355.0|0|0.0|100
0|2021-11-25|19647.0|0|19647.0|0|355.0|0|0.0|100
0|2021-11-26|19647.0|0|19647.0|0|355.0|0|0.0|100
0|2021-11-27|19647.0|0|19647.0|0|355.0|0|0.0|100
0|2021-11-28|19647.0|0|19647.0|0|355.0|0|0.0|100
0|2021-11-29|19720.0|0|19720.0|0|355.0|0|0.0|100
0|2021-11-30|19738.0|0|19738.0|0|355.0|0|0.0|100
0|2021-12-01|19760.0|0|19760.0|0|355.0|0|0.0|100
0|2021-12-02|19780.0|0|19780.0|0|355.0|0|0.0|100
0|2021-12-03|19817.0|0|19817.0|0|355.0|0|0.0|100
0|2021-12-04|19817.0|0|19817.0|0|355.0|0|0.0|100
0|2021-12-05|19817.0|0|19817.0|0|355.0|0|0.0|100
0|2021-12-06|19842.0|0|19842.0|0|356.0|0|0.0|100
0|2021-12-07|19859.0|0|19859.0|0|357.0|0|0.0|100
0|2021-12-08|19878.0|0|19878.0|0|357.0|0|0.0|100
0|2021-12-09|19891.0|0|19891.0|0|358.0|0|0.0|100
0|2021-12-10|19923.0|0|19923.0|0|358.0|0|0.0|100
0|2021-12-11|19923.0|0|19923.0|0|358.0|0|0.0|100
0|2021-12-12|19923.0|0|19923.0|0|358.0|0|0.0|100
0|2021-12-13|19949.0|0|19949.0|0|360.0|0|0.0|100
0|2021-12-14|19949.0|0|19970.0|0|360.0|0|0.0|100
0|2021-12-15|19981.0|0|19981.0|0|360.0|0|0.0|100
0|2021-12-16|19998.0|0|19998.0|0|360.0|0|0.0|100
0|2021-12-17|20032.0|0|20032.0|0|360.0|0|0.0|100
0|2021-12-18|20032.0|0|20032.0|0|360.0|0|0.0|100
0|2021-12-19|20032.0|0|20032.0|0|360.0|0|0.0|100
0|2021-12-20|20083.0|0|20083.0|0|360.0|0|0.0|100
0|2021-12-21|20113.0|0|20113.0|0|360.0|0|0.0|100
0|2021-12-22|20148.0|0|20148.0|0|360.0|0|0.0|100
0|2021-12-23|20224.0|0|20224.0|0|360.0|0|0.0|100
0|2021-12-24|20224.0|0|20224.0|0|360.0|0|0.0|100
0|2021-12-25|20224.0|0|20224.0|0|360.0|0|0.0|100
0|2021-12-26|20224.0|0|20224.0|0|360.0|0|0.0|100
0|2021-12-27|20442.0|0|20442.0|0|360.0|0|0.0|100
0|2021-12-28|20556.0|0|20556.0|0|360.0|0|0.0|100
0|2021-12-29|20803.0|0|20803.0|0|362.0|0|0.0|100
0|2021-12-30|21132.0|0|21132.0|0|362.0|0|0.0|100
0|2021-12-31|21132.0|0|21132.0|0|362.0|0|0.0|100
0|2022-01-01|21132.0|0|21132.0|0|362.0|0|0.0|100
0|2022-01-02|21132.0|0|21132.0|0|362.0|0|0.0|100
0|2022-01-03|21654.0|0|21654.0|0|363.0|0|0.0|100
0|2022-01-04|21896.0|0|21896.0|0|364.0|0|0.0|100
0|2022-01-05|22169.0|0|22169.0|0|364.0|0|0.0|100
0|2022-01-06|22548.0|0|22548.0|0|364.0|0|0.0|100
0|2022-01-07|22813.0|0|22813.0|0|364.0|0|0.0|100
0|2022-01-08|22813.0|0|22813.0|0|364.0|0|0.0|100
0|2022-01-09|22813.0|0|22813.0|0|364.0|0|0.0|100
0|2022-01-10|23267.0|0|23267.0|0|367.0|0|0.0|100
0|2022-01-11|23565.0|0|23565.0|0|369.0|0|0.0|100
0|2022-01-12|23565.0|0|23565.0|0|369.0|0|0.0|100
0|2022-01-13|23565.0|0|23565.0|0|369.0|0|0.0|100
0|2022-01-14|24742.0|0|24742.0|0|369.0|0|0.0|100
0|2022-01-15|24742.0|0|24742.0|0|369.0|0|0.0|100
0|2022-01-16|24742.0|0|24742.0|0|369.0|0|0.0|100
0|2022-01-17|24742.0|0|0.0|100|369.0|0|0.0|100
