|dates|Muscogee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Muscogee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Muscogee_Georgia_UnitedStates.NYT_ConfirmedCases.data|Muscogee_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Muscogee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Muscogee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Muscogee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Muscogee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|24657.0|0|24715.0|0|667.0|0|0.0|100
0|2021-12-04|24657.0|0|24715.0|0|667.0|0|0.0|100
0|2021-12-05|24657.0|0|24715.0|0|667.0|0|0.0|100
0|2021-12-06|24735.0|0|24793.0|0|667.0|0|0.0|100
0|2021-12-07|24769.0|0|24827.0|0|667.0|0|0.0|100
0|2021-12-08|24813.0|0|24871.0|0|667.0|0|0.0|100
0|2021-12-09|24827.0|0|24885.0|0|667.0|0|0.0|100
0|2021-12-10|24862.0|0|24920.0|0|667.0|0|0.0|100
0|2021-12-11|24862.0|0|24920.0|0|667.0|0|0.0|100
0|2021-12-12|24862.0|0|24920.0|0|667.0|0|0.0|100
0|2021-12-13|24895.0|0|24954.0|0|668.0|0|0.0|100
0|2021-12-14|24895.0|0|24993.0|0|668.0|0|0.0|100
0|2021-12-15|24953.0|0|25012.0|0|668.0|0|0.0|100
0|2021-12-16|24973.0|0|25032.0|0|668.0|0|0.0|100
0|2021-12-17|24999.0|0|25058.0|0|672.0|0|0.0|100
0|2021-12-18|24999.0|0|25058.0|0|672.0|0|0.0|100
0|2021-12-19|24999.0|0|25058.0|0|672.0|0|0.0|100
0|2021-12-20|25057.0|0|25118.0|0|672.0|0|0.0|100
0|2021-12-21|25115.0|0|25176.0|0|672.0|0|0.0|100
0|2021-12-22|25162.0|0|25223.0|0|672.0|0|0.0|100
0|2021-12-23|25215.0|0|25276.0|0|672.0|0|0.0|100
0|2021-12-24|25296.0|0|25357.0|0|672.0|0|0.0|100
0|2021-12-25|25296.0|0|25357.0|0|672.0|0|0.0|100
0|2021-12-26|25296.0|0|25357.0|0|672.0|0|0.0|100
0|2021-12-27|25524.0|0|25587.0|0|672.0|0|0.0|100
0|2021-12-28|25665.0|0|25728.0|0|673.0|0|0.0|100
0|2021-12-29|25833.0|0|25896.0|0|674.0|0|0.0|100
0|2021-12-30|26268.0|0|26331.0|0|675.0|0|0.0|100
0|2021-12-31|26607.0|0|26670.0|0|677.0|0|0.0|100
0|2022-01-01|26607.0|0|26670.0|0|677.0|0|0.0|100
0|2022-01-02|26607.0|0|26670.0|0|677.0|0|0.0|100
0|2022-01-03|26607.0|0|26670.0|0|677.0|0|0.0|100
0|2022-01-04|27632.0|0|27695.0|0|680.0|0|0.0|100
0|2022-01-05|28035.0|0|28098.0|0|680.0|0|0.0|100
0|2022-01-06|28035.0|0|28098.0|0|680.0|0|0.0|100
0|2022-01-07|28035.0|0|28098.0|0|680.0|0|0.0|100
0|2022-01-08|28035.0|0|28098.0|0|680.0|0|0.0|100
0|2022-01-09|28035.0|0|28098.0|0|680.0|0|0.0|100
0|2022-01-10|29964.0|0|30031.0|0|680.0|0|0.0|100
0|2022-01-11|30578.0|0|30645.0|0|682.0|0|0.0|100
0|2022-01-12|30792.0|0|30859.0|0|683.0|0|0.0|100
0|2022-01-13|30792.0|0|31415.0|0|683.0|0|0.0|100
0|2022-01-14|31603.0|0|31670.0|0|683.0|0|0.0|100
0|2022-01-15|31603.0|0|31670.0|0|683.0|0|0.0|100
0|2022-01-16|31603.0|0|31670.0|0|683.0|0|0.0|100
0|2022-01-17|32446.0|0|0.0|100|684.0|0|0.0|100
