|dates|Estill_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Estill_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Estill_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Estill_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Estill_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Estill_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Estill_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Estill_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|2352.0|0|2352.0|0|20.0|0|0.0|100
0|2021-11-29|2416.0|0|2416.0|0|20.0|0|0.0|100
0|2021-11-30|2422.0|0|2422.0|0|21.0|0|0.0|100
0|2021-12-01|2447.0|0|2447.0|0|21.0|0|0.0|100
0|2021-12-02|2447.0|0|2454.0|0|21.0|0|0.0|100
0|2021-12-03|2462.0|0|2462.0|0|23.0|0|0.0|100
0|2021-12-04|2462.0|0|2462.0|0|23.0|0|0.0|100
0|2021-12-05|2462.0|0|2462.0|0|23.0|0|0.0|100
0|2021-12-06|2477.0|0|2477.0|0|32.0|0|0.0|100
0|2021-12-07|2483.0|0|2483.0|0|33.0|0|0.0|100
0|2021-12-08|2489.0|0|2489.0|0|35.0|0|0.0|100
0|2021-12-09|2497.0|0|2497.0|0|35.0|0|0.0|100
0|2021-12-10|2503.0|0|2503.0|0|35.0|0|0.0|100
0|2021-12-11|2503.0|0|2503.0|0|35.0|0|0.0|100
0|2021-12-12|2503.0|0|2503.0|0|35.0|0|0.0|100
0|2021-12-13|2518.0|0|2518.0|0|35.0|0|0.0|100
0|2021-12-14|2518.0|0|2522.0|0|35.0|0|0.0|100
0|2021-12-15|2529.0|0|2529.0|0|35.0|0|0.0|100
0|2021-12-16|2556.0|0|2556.0|0|35.0|0|0.0|100
0|2021-12-17|2581.0|0|2581.0|0|35.0|0|0.0|100
0|2021-12-18|2581.0|0|2581.0|0|35.0|0|0.0|100
0|2021-12-19|2581.0|0|2581.0|0|35.0|0|0.0|100
0|2021-12-20|2598.0|0|2598.0|0|37.0|0|0.0|100
0|2021-12-21|2611.0|0|2611.0|0|37.0|0|0.0|100
0|2021-12-22|2622.0|0|2622.0|0|37.0|0|0.0|100
0|2021-12-23|2622.0|0|2622.0|0|37.0|0|0.0|100
0|2021-12-24|2622.0|0|2622.0|0|37.0|0|0.0|100
0|2021-12-25|2622.0|0|2622.0|0|37.0|0|0.0|100
0|2021-12-26|2622.0|0|2622.0|0|37.0|0|0.0|100
0|2021-12-27|2645.0|0|2645.0|0|37.0|0|0.0|100
0|2021-12-28|2647.0|0|2647.0|0|37.0|0|0.0|100
0|2021-12-29|2653.0|0|2653.0|0|37.0|0|0.0|100
0|2021-12-30|2653.0|0|2653.0|0|37.0|0|0.0|100
0|2021-12-31|2653.0|0|2653.0|0|37.0|0|0.0|100
0|2022-01-01|2653.0|0|2653.0|0|37.0|0|0.0|100
0|2022-01-02|2653.0|0|2653.0|0|37.0|0|0.0|100
0|2022-01-03|2682.0|0|2682.0|0|37.0|0|0.0|100
0|2022-01-04|2686.0|0|2686.0|0|37.0|0|0.0|100
0|2022-01-05|2690.0|0|2690.0|0|37.0|0|0.0|100
0|2022-01-06|2703.0|0|2703.0|0|38.0|0|0.0|100
0|2022-01-07|2721.0|0|2721.0|0|38.0|0|0.0|100
0|2022-01-08|2721.0|0|2721.0|0|38.0|0|0.0|100
0|2022-01-09|2721.0|0|2721.0|0|38.0|0|0.0|100
0|2022-01-10|2753.0|0|2753.0|0|38.0|0|0.0|100
0|2022-01-11|2758.0|0|2758.0|0|38.0|0|0.0|100
0|2022-01-12|2776.0|0|2776.0|0|38.0|0|0.0|100
0|2022-01-13|2776.0|0|2779.0|0|38.0|0|0.0|100
0|2022-01-14|2796.0|0|2796.0|0|38.0|0|0.0|100
0|2022-01-15|2796.0|0|2796.0|0|38.0|0|0.0|100
0|2022-01-16|2796.0|0|2796.0|0|38.0|0|0.0|100
0|2022-01-17|2796.0|0|0.0|100|38.0|0|0.0|100
