|dates|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Bamberg_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Bamberg_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Bamberg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|2180.0|0|2180.0|0|63.0|0|0.0|100
0|2021-12-01|2181.0|0|2181.0|0|63.0|0|0.0|100
0|2021-12-02|2181.0|0|2181.0|0|63.0|0|0.0|100
0|2021-12-03|2181.0|0|2181.0|0|63.0|0|0.0|100
0|2021-12-04|2181.0|0|2181.0|0|63.0|0|0.0|100
0|2021-12-05|2181.0|0|2181.0|0|63.0|0|0.0|100
0|2021-12-06|2185.0|0|2185.0|0|64.0|0|0.0|100
0|2021-12-07|2186.0|0|2186.0|0|64.0|0|0.0|100
0|2021-12-08|2187.0|0|2187.0|0|64.0|0|0.0|100
0|2021-12-09|2189.0|0|2189.0|0|64.0|0|0.0|100
0|2021-12-10|2188.0|0|2188.0|0|64.0|0|0.0|100
0|2021-12-11|2188.0|0|2188.0|0|64.0|0|0.0|100
0|2021-12-12|2188.0|0|2188.0|0|64.0|0|0.0|100
0|2021-12-13|2199.0|0|2199.0|0|64.0|0|0.0|100
0|2021-12-14|2199.0|0|2201.0|0|64.0|0|0.0|100
0|2021-12-15|2201.0|0|2201.0|0|64.0|0|0.0|100
0|2021-12-16|2202.0|0|2202.0|0|64.0|0|0.0|100
0|2021-12-17|2204.0|0|2204.0|0|64.0|0|0.0|100
0|2021-12-18|2204.0|0|2204.0|0|64.0|0|0.0|100
0|2021-12-19|2204.0|0|2204.0|0|64.0|0|0.0|100
0|2021-12-20|2209.0|0|2209.0|0|64.0|0|0.0|100
0|2021-12-21|2209.0|0|2209.0|0|64.0|0|0.0|100
0|2021-12-22|2209.0|0|2209.0|0|64.0|0|0.0|100
0|2021-12-23|2215.0|0|2215.0|0|64.0|0|0.0|100
0|2021-12-24|2215.0|0|2215.0|0|64.0|0|0.0|100
0|2021-12-25|2215.0|0|2215.0|0|64.0|0|0.0|100
0|2021-12-26|2215.0|0|2215.0|0|64.0|0|0.0|100
0|2021-12-27|2215.0|0|2215.0|0|64.0|0|0.0|100
0|2021-12-28|2215.0|0|2215.0|0|64.0|0|0.0|100
0|2021-12-29|2225.0|0|2225.0|0|64.0|0|0.0|100
0|2021-12-30|2234.0|0|2234.0|0|64.0|0|0.0|100
0|2021-12-31|2253.0|0|2253.0|0|64.0|0|0.0|100
0|2022-01-01|2253.0|0|2253.0|0|64.0|0|0.0|100
0|2022-01-02|2253.0|0|2253.0|0|64.0|0|0.0|100
0|2022-01-03|2253.0|0|2253.0|0|64.0|0|0.0|100
0|2022-01-04|2317.0|0|2317.0|0|64.0|0|0.0|100
0|2022-01-05|2331.0|0|2331.0|0|64.0|0|0.0|100
0|2022-01-06|2379.0|0|2379.0|0|64.0|0|0.0|100
0|2022-01-07|2398.0|0|2398.0|0|64.0|0|0.0|100
0|2022-01-08|2398.0|0|2398.0|0|64.0|0|0.0|100
0|2022-01-09|2398.0|0|2398.0|0|64.0|0|0.0|100
0|2022-01-10|2536.0|0|2536.0|0|64.0|0|0.0|100
0|2022-01-11|2561.0|0|2561.0|0|64.0|0|0.0|100
0|2022-01-12|2582.0|0|2582.0|0|65.0|0|0.0|100
0|2022-01-13|2582.0|0|2634.0|0|65.0|0|0.0|100
0|2022-01-14|2696.0|0|2696.0|0|65.0|0|0.0|100
0|2022-01-15|2696.0|0|2696.0|0|65.0|0|0.0|100
0|2022-01-16|2696.0|0|2696.0|0|65.0|0|0.0|100
0|2022-01-17|2696.0|0|0.0|100|65.0|0|0.0|100
