|dates|Burke_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Burke_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Burke_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Burke_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Burke_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Burke_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Burke_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Burke_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-18|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-19|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-20|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-21|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-22|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-23|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-24|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-25|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-26|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-27|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-28|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-29|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-30|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-10-31|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-01|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-02|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-03|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-04|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-05|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-06|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-07|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-08|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-09|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-10|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-11|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-12|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-13|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-14|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-15|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-16|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-17|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-18|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-19|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-20|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-21|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-22|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-23|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-24|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-25|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-26|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-27|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-28|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-29|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-11-30|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-01|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-02|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-03|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-04|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-05|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-06|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-07|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-08|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-09|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-10|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-11|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-12|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-13|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-14|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-15|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-16|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-17|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-18|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-19|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-20|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-21|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-22|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-23|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-24|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-25|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-26|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-27|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-28|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-29|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-30|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2021-12-31|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-01|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-02|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-03|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-04|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-05|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-06|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-07|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-08|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-09|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-10|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-11|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-12|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-13|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-14|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-15|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-16|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
0|2022-01-17|38670.0|0|1700.0|0|4.211047807778053|0|40370.0|0
