|dates|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Bullitt_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Bullitt_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|14861.0|0|14861.0|0|165.0|0|0.0|100
0|2022-01-08|14861.0|0|14861.0|0|165.0|0|0.0|100
0|2022-01-09|14861.0|0|14861.0|0|165.0|0|0.0|100
0|2022-01-10|15237.0|0|15237.0|0|166.0|0|0.0|100
0|2022-01-11|15454.0|0|15454.0|0|166.0|0|0.0|100
0|2022-01-12|15706.0|0|15706.0|0|166.0|0|0.0|100
0|2022-01-13|15706.0|0|15835.0|0|166.0|0|0.0|100
0|2022-01-14|16144.0|0|16144.0|0|166.0|0|0.0|100
0|2022-01-15|16144.0|0|16144.0|0|166.0|0|0.0|100
0|2022-01-16|16144.0|0|16144.0|0|166.0|0|0.0|100
0|2022-01-17|16144.0|0|0.0|100|166.0|0|0.0|100
