|dates|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Bullitt_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Bullitt_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Bullitt_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11794.0|0|11794.0|0|118.0|0|0.0|100
0|2021-10-18|11842.0|0|11842.0|0|122.0|0|0.0|100
0|2021-10-19|11865.0|0|11865.0|0|123.0|0|0.0|100
0|2021-10-20|11887.0|0|11887.0|0|123.0|0|0.0|100
0|2021-10-21|11912.0|0|11912.0|0|123.0|0|0.0|100
0|2021-10-22|11936.0|0|11936.0|0|124.0|0|0.0|100
0|2021-10-23|11936.0|0|11936.0|0|124.0|0|0.0|100
0|2021-10-24|11936.0|0|11936.0|0|124.0|0|0.0|100
0|2021-10-25|11972.0|0|11972.0|0|127.0|0|0.0|100
0|2021-10-26|11986.0|0|11986.0|0|127.0|0|0.0|100
0|2021-10-27|12016.0|0|12016.0|0|127.0|0|0.0|100
0|2021-10-28|12033.0|0|12033.0|0|127.0|0|0.0|100
0|2021-10-29|12054.0|0|12054.0|0|127.0|0|0.0|100
0|2021-10-30|12054.0|0|12054.0|0|127.0|0|0.0|100
0|2021-10-31|12054.0|0|12054.0|0|127.0|0|0.0|100
0|2021-11-01|12088.0|0|12088.0|0|128.0|0|0.0|100
0|2021-11-02|12124.0|0|12124.0|0|128.0|0|0.0|100
0|2021-11-03|12207.0|0|12207.0|0|128.0|0|0.0|100
0|2021-11-04|12217.0|0|12217.0|0|128.0|0|0.0|100
0|2021-11-05|12237.0|0|12237.0|0|128.0|0|0.0|100
0|2021-11-06|12237.0|0|12237.0|0|128.0|0|0.0|100
0|2021-11-07|12237.0|0|12237.0|0|128.0|0|0.0|100
0|2021-11-08|12270.0|0|12270.0|0|128.0|0|0.0|100
0|2021-11-09|12292.0|0|12292.0|0|129.0|0|0.0|100
0|2021-11-10|12292.0|0|12330.0|0|129.0|0|0.0|100
0|2021-11-11|12330.0|0|12330.0|0|130.0|0|0.0|100
0|2021-11-12|12380.0|0|12380.0|0|131.0|0|0.0|100
0|2021-11-13|12380.0|0|12380.0|0|131.0|0|0.0|100
0|2021-11-14|12380.0|0|12380.0|0|131.0|0|0.0|100
0|2021-11-15|12426.0|0|12426.0|0|133.0|0|0.0|100
0|2021-11-16|12476.0|0|12476.0|0|134.0|0|0.0|100
0|2021-11-17|12515.0|0|12515.0|0|134.0|0|0.0|100
0|2021-11-18|12532.0|0|12532.0|0|134.0|0|0.0|100
0|2021-11-19|12517.0|0|12517.0|0|137.0|0|0.0|100
0|2021-11-20|12517.0|0|12517.0|0|137.0|0|0.0|100
0|2021-11-21|12517.0|0|12517.0|0|137.0|0|0.0|100
0|2021-11-22|12573.0|0|12573.0|0|138.0|0|0.0|100
0|2021-11-23|12599.0|0|12599.0|0|138.0|0|0.0|100
0|2021-11-24|12633.0|0|12633.0|0|138.0|0|0.0|100
0|2021-11-25|12633.0|0|12633.0|0|138.0|0|0.0|100
0|2021-11-26|12633.0|0|12633.0|0|138.0|0|0.0|100
0|2021-11-27|12633.0|0|12633.0|0|138.0|0|0.0|100
0|2021-11-28|12633.0|0|12633.0|0|138.0|0|0.0|100
0|2021-11-29|12704.0|0|12704.0|0|142.0|0|0.0|100
0|2021-11-30|12760.0|0|12760.0|0|142.0|0|0.0|100
0|2021-12-01|12818.0|0|12818.0|0|143.0|0|0.0|100
0|2021-12-02|12818.0|0|12870.0|0|143.0|0|0.0|100
0|2021-12-03|12931.0|0|12931.0|0|147.0|0|0.0|100
0|2021-12-04|12931.0|0|12931.0|0|147.0|0|0.0|100
0|2021-12-05|12931.0|0|12931.0|0|147.0|0|0.0|100
0|2021-12-06|13015.0|0|13015.0|0|150.0|0|0.0|100
0|2021-12-07|13052.0|0|13052.0|0|150.0|0|0.0|100
0|2021-12-08|13107.0|0|13107.0|0|150.0|0|0.0|100
0|2021-12-09|13140.0|0|13140.0|0|151.0|0|0.0|100
0|2021-12-10|13199.0|0|13199.0|0|152.0|0|0.0|100
0|2021-12-11|13199.0|0|13199.0|0|152.0|0|0.0|100
0|2021-12-12|13199.0|0|13199.0|0|152.0|0|0.0|100
0|2021-12-13|13254.0|0|13254.0|0|155.0|0|0.0|100
0|2021-12-14|13254.0|0|13306.0|0|155.0|0|0.0|100
0|2021-12-15|13372.0|0|13372.0|0|155.0|0|0.0|100
0|2021-12-16|13402.0|0|13402.0|0|155.0|0|0.0|100
0|2021-12-17|13440.0|0|13440.0|0|155.0|0|0.0|100
0|2021-12-18|13440.0|0|13440.0|0|155.0|0|0.0|100
0|2021-12-19|13440.0|0|13440.0|0|155.0|0|0.0|100
0|2021-12-20|13525.0|0|13525.0|0|156.0|0|0.0|100
0|2021-12-21|13566.0|0|13566.0|0|156.0|0|0.0|100
0|2021-12-22|13606.0|0|13606.0|0|157.0|0|0.0|100
0|2021-12-23|13606.0|0|13606.0|0|157.0|0|0.0|100
0|2021-12-24|13606.0|0|13606.0|0|157.0|0|0.0|100
0|2021-12-25|13606.0|0|13606.0|0|157.0|0|0.0|100
0|2021-12-26|13606.0|0|13606.0|0|157.0|0|0.0|100
0|2021-12-27|13723.0|0|13723.0|0|159.0|0|0.0|100
0|2021-12-28|13809.0|0|13809.0|0|160.0|0|0.0|100
0|2021-12-29|13909.0|0|13909.0|0|160.0|0|0.0|100
0|2021-12-30|13909.0|0|13909.0|0|160.0|0|0.0|100
0|2021-12-31|13909.0|0|13909.0|0|160.0|0|0.0|100
0|2022-01-01|13909.0|0|13909.0|0|160.0|0|0.0|100
0|2022-01-02|13909.0|0|13909.0|0|160.0|0|0.0|100
0|2022-01-03|14239.0|0|14239.0|0|160.0|0|0.0|100
0|2022-01-04|14367.0|0|14367.0|0|160.0|0|0.0|100
0|2022-01-05|14590.0|0|14590.0|0|161.0|0|0.0|100
0|2022-01-06|14726.0|0|14726.0|0|162.0|0|0.0|100
