|dates|Winston_Alabama_UnitedStates.JHU_ConfirmedCases.data|Winston_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Winston_Alabama_UnitedStates.NYT_ConfirmedCases.data|Winston_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Winston_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Winston_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Winston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Winston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|5158.0|0|5158.0|0|114.0|0|0.0|100
0|2022-01-09|5199.0|0|5199.0|0|114.0|0|0.0|100
0|2022-01-10|5218.0|0|5218.0|0|114.0|0|0.0|100
0|2022-01-11|5260.0|0|5260.0|0|114.0|0|0.0|100
0|2022-01-12|5307.0|0|5307.0|0|114.0|0|0.0|100
0|2022-01-13|5307.0|0|5307.0|0|114.0|0|0.0|100
0|2022-01-14|5307.0|0|5307.0|0|114.0|0|0.0|100
0|2022-01-15|5307.0|0|5307.0|0|114.0|0|0.0|100
0|2022-01-16|5510.0|0|5510.0|0|114.0|0|0.0|100
0|2022-01-17|5550.0|0|0.0|100|114.0|0|0.0|100
