|dates|TomGreen_Texas_UnitedStates.BLS_EmployedPopulation.data|TomGreen_Texas_UnitedStates.BLS_EmployedPopulation.missing|TomGreen_Texas_UnitedStates.BLS_UnemployedPopulation.data|TomGreen_Texas_UnitedStates.BLS_UnemployedPopulation.missing|TomGreen_Texas_UnitedStates.BLS_UnemploymentRate.data|TomGreen_Texas_UnitedStates.BLS_UnemploymentRate.missing|TomGreen_Texas_UnitedStates.BLS_LaborForcePopulation.data|TomGreen_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-18|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-19|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-20|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-21|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-22|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-23|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-24|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-25|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-26|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-27|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-28|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-29|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-30|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-10-31|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-01|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-02|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-03|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-04|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-05|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-06|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-07|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-08|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-09|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-10|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-11|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-12|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-13|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-14|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-15|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-16|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-17|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-18|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
0|2021-11-19|51191.0|0|2695.0|0|5.001299038711354|0|53886.0|0
