|dates|Lipscomb_Texas_UnitedStates.JHU_ConfirmedCases.data|Lipscomb_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lipscomb_Texas_UnitedStates.NYT_ConfirmedCases.data|Lipscomb_Texas_UnitedStates.NYT_ConfirmedCases.missing|Lipscomb_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lipscomb_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lipscomb_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lipscomb_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|379.0|0|379.0|0|12.0|0|0.0|100
0|2021-10-18|379.0|0|379.0|0|12.0|0|0.0|100
0|2021-10-19|382.0|0|382.0|0|12.0|0|0.0|100
0|2021-10-20|384.0|0|384.0|0|12.0|0|0.0|100
0|2021-10-21|386.0|0|386.0|0|12.0|0|0.0|100
0|2021-10-22|386.0|0|386.0|0|12.0|0|0.0|100
0|2021-10-23|388.0|0|388.0|0|12.0|0|0.0|100
0|2021-10-24|388.0|0|388.0|0|12.0|0|0.0|100
0|2021-10-25|388.0|0|388.0|0|12.0|0|0.0|100
0|2021-10-26|389.0|0|389.0|0|12.0|0|0.0|100
0|2021-10-27|389.0|0|389.0|0|12.0|0|0.0|100
0|2021-10-28|389.0|0|389.0|0|12.0|0|0.0|100
0|2021-10-29|389.0|0|389.0|0|12.0|0|0.0|100
0|2021-10-30|392.0|0|392.0|0|12.0|0|0.0|100
0|2021-10-31|392.0|0|392.0|0|12.0|0|0.0|100
0|2021-11-01|392.0|0|392.0|0|12.0|0|0.0|100
0|2021-11-02|394.0|0|394.0|0|12.0|0|0.0|100
0|2021-11-03|394.0|0|394.0|0|12.0|0|0.0|100
0|2021-11-04|395.0|0|395.0|0|12.0|0|0.0|100
0|2021-11-05|395.0|0|395.0|0|12.0|0|0.0|100
0|2021-11-06|396.0|0|396.0|0|12.0|0|0.0|100
0|2021-11-07|396.0|0|396.0|0|12.0|0|0.0|100
0|2021-11-08|396.0|0|396.0|0|12.0|0|0.0|100
0|2021-11-09|406.0|0|406.0|0|12.0|0|0.0|100
0|2021-11-10|406.0|0|406.0|0|12.0|0|0.0|100
0|2021-11-11|416.0|0|416.0|0|12.0|0|0.0|100
0|2021-11-12|416.0|0|416.0|0|12.0|0|0.0|100
0|2021-11-13|417.0|0|417.0|0|12.0|0|0.0|100
0|2021-11-14|417.0|0|417.0|0|12.0|0|0.0|100
0|2021-11-15|417.0|0|417.0|0|12.0|0|0.0|100
0|2021-11-16|431.0|0|431.0|0|12.0|0|0.0|100
0|2021-11-17|432.0|0|432.0|0|12.0|0|0.0|100
0|2021-11-18|432.0|0|432.0|0|12.0|0|0.0|100
0|2021-11-19|436.0|0|436.0|0|12.0|0|0.0|100
0|2021-11-20|438.0|0|438.0|0|12.0|0|0.0|100
0|2021-11-21|438.0|0|438.0|0|12.0|0|0.0|100
0|2021-11-22|438.0|0|438.0|0|12.0|0|0.0|100
0|2021-11-23|439.0|0|439.0|0|12.0|0|0.0|100
0|2021-11-24|439.0|0|439.0|0|12.0|0|0.0|100
0|2021-11-25|439.0|0|439.0|0|12.0|0|0.0|100
0|2021-11-26|439.0|0|439.0|0|12.0|0|0.0|100
0|2021-11-27|439.0|0|439.0|0|12.0|0|0.0|100
0|2021-11-28|439.0|0|439.0|0|12.0|0|0.0|100
0|2021-11-29|444.0|0|444.0|0|12.0|0|0.0|100
0|2021-11-30|445.0|0|445.0|0|12.0|0|0.0|100
0|2021-12-01|448.0|0|448.0|0|12.0|0|0.0|100
0|2021-12-02|452.0|0|452.0|0|12.0|0|0.0|100
0|2021-12-03|452.0|0|452.0|0|12.0|0|0.0|100
0|2021-12-04|453.0|0|453.0|0|12.0|0|0.0|100
0|2021-12-05|453.0|0|453.0|0|12.0|0|0.0|100
0|2021-12-06|453.0|0|453.0|0|12.0|0|0.0|100
0|2021-12-07|455.0|0|455.0|0|12.0|0|0.0|100
0|2021-12-08|457.0|0|457.0|0|12.0|0|0.0|100
0|2021-12-09|457.0|0|457.0|0|12.0|0|0.0|100
0|2021-12-10|462.0|0|462.0|0|12.0|0|0.0|100
0|2021-12-11|462.0|0|462.0|0|12.0|0|0.0|100
0|2021-12-12|462.0|0|462.0|0|12.0|0|0.0|100
0|2021-12-13|462.0|0|462.0|0|12.0|0|0.0|100
0|2021-12-14|462.0|0|462.0|0|12.0|0|0.0|100
0|2021-12-15|465.0|0|465.0|0|12.0|0|0.0|100
0|2021-12-16|466.0|0|466.0|0|12.0|0|0.0|100
0|2021-12-17|469.0|0|469.0|0|12.0|0|0.0|100
0|2021-12-18|470.0|0|470.0|0|12.0|0|0.0|100
0|2021-12-19|470.0|0|470.0|0|12.0|0|0.0|100
0|2021-12-20|470.0|0|470.0|0|12.0|0|0.0|100
0|2021-12-21|473.0|0|473.0|0|12.0|0|0.0|100
0|2021-12-22|475.0|0|475.0|0|12.0|0|0.0|100
0|2021-12-23|477.0|0|477.0|0|12.0|0|0.0|100
0|2021-12-24|477.0|0|477.0|0|12.0|0|0.0|100
0|2021-12-25|477.0|0|477.0|0|12.0|0|0.0|100
0|2021-12-26|477.0|0|477.0|0|12.0|0|0.0|100
0|2021-12-27|483.0|0|483.0|0|12.0|0|0.0|100
0|2021-12-28|488.0|0|488.0|0|12.0|0|0.0|100
0|2021-12-29|491.0|0|491.0|0|12.0|0|0.0|100
0|2021-12-30|496.0|0|496.0|0|12.0|0|0.0|100
0|2021-12-31|496.0|0|496.0|0|12.0|0|0.0|100
0|2022-01-01|496.0|0|496.0|0|12.0|0|0.0|100
0|2022-01-02|496.0|0|496.0|0|12.0|0|0.0|100
0|2022-01-03|503.0|0|503.0|0|12.0|0|0.0|100
0|2022-01-04|504.0|0|504.0|0|12.0|0|0.0|100
0|2022-01-05|504.0|0|504.0|0|12.0|0|0.0|100
0|2022-01-06|505.0|0|505.0|0|12.0|0|0.0|100
0|2022-01-07|507.0|0|507.0|0|13.0|0|0.0|100
0|2022-01-08|508.0|0|508.0|0|13.0|0|0.0|100
0|2022-01-09|508.0|0|508.0|0|13.0|0|0.0|100
0|2022-01-10|508.0|0|508.0|0|13.0|0|0.0|100
0|2022-01-11|509.0|0|509.0|0|13.0|0|0.0|100
0|2022-01-12|511.0|0|511.0|0|13.0|0|0.0|100
0|2022-01-13|511.0|0|517.0|0|13.0|0|0.0|100
0|2022-01-14|517.0|0|570.0|0|13.0|0|0.0|100
0|2022-01-15|570.0|0|570.0|0|13.0|0|0.0|100
0|2022-01-16|572.0|0|572.0|0|13.0|0|0.0|100
0|2022-01-17|572.0|0|0.0|100|13.0|0|0.0|100
