|dates|Bosque_Texas_UnitedStates.JHU_ConfirmedCases.data|Bosque_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bosque_Texas_UnitedStates.NYT_ConfirmedCases.data|Bosque_Texas_UnitedStates.NYT_ConfirmedCases.missing|Bosque_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bosque_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bosque_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bosque_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2413.0|0|2413.0|0|55.0|0|0.0|100
0|2021-10-18|2417.0|0|2417.0|0|55.0|0|0.0|100
0|2021-10-19|2419.0|0|2419.0|0|55.0|0|0.0|100
0|2021-10-20|2420.0|0|2420.0|0|55.0|0|0.0|100
0|2021-10-21|2420.0|0|2420.0|0|55.0|0|0.0|100
0|2021-10-22|2422.0|0|2422.0|0|55.0|0|0.0|100
0|2021-10-23|2426.0|0|2426.0|0|55.0|0|0.0|100
0|2021-10-24|2426.0|0|2426.0|0|55.0|0|0.0|100
0|2021-10-25|2429.0|0|2429.0|0|55.0|0|0.0|100
0|2021-10-26|2429.0|0|2429.0|0|55.0|0|0.0|100
0|2021-10-27|2429.0|0|2429.0|0|55.0|0|0.0|100
0|2021-10-28|2429.0|0|2429.0|0|55.0|0|0.0|100
0|2021-10-29|2430.0|0|2430.0|0|56.0|0|0.0|100
0|2021-10-30|2430.0|0|2430.0|0|56.0|0|0.0|100
0|2021-10-31|2430.0|0|2430.0|0|56.0|0|0.0|100
0|2021-11-01|2431.0|0|2431.0|0|56.0|0|0.0|100
0|2021-11-02|2432.0|0|2432.0|0|56.0|0|0.0|100
0|2021-11-03|2434.0|0|2434.0|0|56.0|0|0.0|100
0|2021-11-04|2434.0|0|2434.0|0|56.0|0|0.0|100
0|2021-11-05|2434.0|0|2434.0|0|56.0|0|0.0|100
0|2021-11-06|2437.0|0|2437.0|0|56.0|0|0.0|100
0|2021-11-07|2437.0|0|2437.0|0|56.0|0|0.0|100
0|2021-11-08|2437.0|0|2437.0|0|56.0|0|0.0|100
0|2021-11-09|2439.0|0|2439.0|0|56.0|0|0.0|100
0|2021-11-10|2439.0|0|2439.0|0|56.0|0|0.0|100
0|2021-11-11|2442.0|0|2442.0|0|56.0|0|0.0|100
0|2021-11-12|2442.0|0|2442.0|0|56.0|0|0.0|100
0|2021-11-13|2442.0|0|2442.0|0|57.0|0|0.0|100
0|2021-11-14|2442.0|0|2442.0|0|57.0|0|0.0|100
0|2021-11-15|2442.0|0|2442.0|0|57.0|0|0.0|100
0|2021-11-16|2443.0|0|2443.0|0|57.0|0|0.0|100
0|2021-11-17|2445.0|0|2445.0|0|57.0|0|0.0|100
0|2021-11-18|2446.0|0|2446.0|0|57.0|0|0.0|100
0|2021-11-19|2447.0|0|2447.0|0|57.0|0|0.0|100
0|2021-11-20|2451.0|0|2451.0|0|57.0|0|0.0|100
0|2021-11-21|2451.0|0|2451.0|0|57.0|0|0.0|100
0|2021-11-22|2452.0|0|2452.0|0|57.0|0|0.0|100
0|2021-11-23|2452.0|0|2452.0|0|57.0|0|0.0|100
0|2021-11-24|2452.0|0|2452.0|0|57.0|0|0.0|100
0|2021-11-25|2452.0|0|2452.0|0|57.0|0|0.0|100
0|2021-11-26|2452.0|0|2452.0|0|57.0|0|0.0|100
0|2021-11-27|2452.0|0|2452.0|0|57.0|0|0.0|100
0|2021-11-28|2452.0|0|2452.0|0|57.0|0|0.0|100
0|2021-11-29|2457.0|0|2457.0|0|57.0|0|0.0|100
0|2021-11-30|2459.0|0|2459.0|0|57.0|0|0.0|100
0|2021-12-01|2460.0|0|2460.0|0|57.0|0|0.0|100
0|2021-12-02|2461.0|0|2461.0|0|57.0|0|0.0|100
0|2021-12-03|2462.0|0|2462.0|0|57.0|0|0.0|100
0|2021-12-04|2462.0|0|2464.0|0|57.0|0|0.0|100
0|2021-12-05|2466.0|0|2466.0|0|57.0|0|0.0|100
0|2021-12-06|2468.0|0|2468.0|0|57.0|0|0.0|100
0|2021-12-07|2475.0|0|2475.0|0|57.0|0|0.0|100
0|2021-12-08|2477.0|0|2477.0|0|57.0|0|0.0|100
0|2021-12-09|2484.0|0|2484.0|0|57.0|0|0.0|100
0|2021-12-10|2507.0|0|2507.0|0|57.0|0|0.0|100
0|2021-12-11|2513.0|0|2513.0|0|57.0|0|0.0|100
0|2021-12-12|2513.0|0|2513.0|0|57.0|0|0.0|100
0|2021-12-13|2514.0|0|2514.0|0|57.0|0|0.0|100
0|2021-12-14|2514.0|0|2518.0|0|57.0|0|0.0|100
0|2021-12-15|2528.0|0|2528.0|0|57.0|0|0.0|100
0|2021-12-16|2531.0|0|2531.0|0|57.0|0|0.0|100
0|2021-12-17|2536.0|0|2536.0|0|57.0|0|0.0|100
0|2021-12-18|2539.0|0|2539.0|0|57.0|0|0.0|100
0|2021-12-19|2541.0|0|2541.0|0|57.0|0|0.0|100
0|2021-12-20|2542.0|0|2542.0|0|57.0|0|0.0|100
0|2021-12-21|2544.0|0|2544.0|0|58.0|0|0.0|100
0|2021-12-22|2559.0|0|2559.0|0|58.0|0|0.0|100
0|2021-12-23|2565.0|0|2565.0|0|58.0|0|0.0|100
0|2021-12-24|2565.0|0|2565.0|0|58.0|0|0.0|100
0|2021-12-25|2565.0|0|2565.0|0|58.0|0|0.0|100
0|2021-12-26|2565.0|0|2565.0|0|58.0|0|0.0|100
0|2021-12-27|2577.0|0|2577.0|0|59.0|0|0.0|100
0|2021-12-28|2578.0|0|2578.0|0|59.0|0|0.0|100
0|2021-12-29|2589.0|0|2589.0|0|59.0|0|0.0|100
0|2021-12-30|2591.0|0|2591.0|0|59.0|0|0.0|100
0|2021-12-31|2591.0|0|2591.0|0|59.0|0|0.0|100
0|2022-01-01|2591.0|0|2591.0|0|59.0|0|0.0|100
0|2022-01-02|2591.0|0|2591.0|0|59.0|0|0.0|100
0|2022-01-03|2657.0|0|2657.0|0|59.0|0|0.0|100
0|2022-01-04|2672.0|0|2672.0|0|59.0|0|0.0|100
0|2022-01-05|2683.0|0|2683.0|0|59.0|0|0.0|100
0|2022-01-06|2714.0|0|2714.0|0|59.0|0|0.0|100
0|2022-01-07|2749.0|0|2749.0|0|59.0|0|0.0|100
0|2022-01-08|2762.0|0|2762.0|0|59.0|0|0.0|100
0|2022-01-09|2768.0|0|2768.0|0|59.0|0|0.0|100
0|2022-01-10|2793.0|0|2793.0|0|59.0|0|0.0|100
0|2022-01-11|2809.0|0|2809.0|0|59.0|0|0.0|100
0|2022-01-12|2828.0|0|2828.0|0|59.0|0|0.0|100
0|2022-01-13|2828.0|0|2858.0|0|59.0|0|0.0|100
0|2022-01-14|2858.0|0|3149.0|0|59.0|0|0.0|100
0|2022-01-15|3194.0|0|3194.0|0|59.0|0|0.0|100
0|2022-01-16|3208.0|0|3208.0|0|59.0|0|0.0|100
0|2022-01-17|3218.0|0|0.0|100|59.0|0|0.0|100
