|dates|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Fulton_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|2490.0|0|2490.0|0|37.0|0|0.0|100
0|2021-11-18|2501.0|0|2501.0|0|37.0|0|0.0|100
0|2021-11-19|2510.0|0|2510.0|0|38.0|0|0.0|100
0|2021-11-20|2537.0|0|2537.0|0|38.0|0|0.0|100
0|2021-11-21|2543.0|0|2543.0|0|38.0|0|0.0|100
0|2021-11-22|2548.0|0|2548.0|0|38.0|0|0.0|100
0|2021-11-23|2567.0|0|2567.0|0|38.0|0|0.0|100
0|2021-11-24|2575.0|0|2575.0|0|38.0|0|0.0|100
0|2021-11-25|2593.0|0|2593.0|0|38.0|0|0.0|100
0|2021-11-26|2601.0|0|2601.0|0|38.0|0|0.0|100
0|2021-11-27|2609.0|0|2609.0|0|38.0|0|0.0|100
0|2021-11-28|2609.0|0|2609.0|0|38.0|0|0.0|100
0|2021-11-29|2614.0|0|2614.0|0|39.0|0|0.0|100
0|2021-11-30|2643.0|0|2643.0|0|39.0|0|0.0|100
0|2021-12-01|2653.0|0|2653.0|0|39.0|0|0.0|100
0|2021-12-02|2674.0|0|2674.0|0|39.0|0|0.0|100
0|2021-12-03|2690.0|0|2690.0|0|39.0|0|0.0|100
0|2021-12-04|2690.0|0|2713.0|0|39.0|0|0.0|100
0|2021-12-05|2718.0|0|2718.0|0|40.0|0|0.0|100
0|2021-12-06|2718.0|0|2718.0|0|40.0|0|0.0|100
0|2021-12-07|2763.0|0|2763.0|0|40.0|0|0.0|100
0|2021-12-08|2774.0|0|2774.0|0|40.0|0|0.0|100
0|2021-12-09|2797.0|0|2797.0|0|40.0|0|0.0|100
0|2021-12-10|2823.0|0|2823.0|0|40.0|0|0.0|100
0|2021-12-11|2843.0|0|2843.0|0|40.0|0|0.0|100
0|2021-12-12|2856.0|0|2856.0|0|40.0|0|0.0|100
0|2021-12-13|2866.0|0|2866.0|0|40.0|0|0.0|100
0|2021-12-14|2866.0|0|2896.0|0|40.0|0|0.0|100
0|2021-12-15|2899.0|0|2899.0|0|41.0|0|0.0|100
0|2021-12-16|2906.0|0|2906.0|0|41.0|0|0.0|100
0|2021-12-17|2926.0|0|2926.0|0|41.0|0|0.0|100
0|2021-12-18|2951.0|0|2951.0|0|42.0|0|0.0|100
0|2021-12-19|2971.0|0|2971.0|0|42.0|0|0.0|100
0|2021-12-20|2978.0|0|2978.0|0|42.0|0|0.0|100
0|2021-12-21|3005.0|0|3005.0|0|43.0|0|0.0|100
0|2021-12-22|3031.0|0|3031.0|0|43.0|0|0.0|100
0|2021-12-23|3040.0|0|3040.0|0|45.0|0|0.0|100
0|2021-12-24|3068.0|0|3068.0|0|45.0|0|0.0|100
0|2021-12-25|3075.0|0|3075.0|0|45.0|0|0.0|100
0|2021-12-26|3076.0|0|3076.0|0|45.0|0|0.0|100
0|2021-12-27|3088.0|0|3088.0|0|45.0|0|0.0|100
0|2021-12-28|3100.0|0|3100.0|0|45.0|0|0.0|100
0|2021-12-29|3106.0|0|3106.0|0|47.0|0|0.0|100
0|2021-12-30|3124.0|0|3124.0|0|49.0|0|0.0|100
0|2021-12-31|3142.0|0|3142.0|0|49.0|0|0.0|100
0|2022-01-01|3151.0|0|3151.0|0|49.0|0|0.0|100
0|2022-01-02|3170.0|0|3170.0|0|49.0|0|0.0|100
0|2022-01-03|3181.0|0|3181.0|0|50.0|0|0.0|100
0|2022-01-04|3204.0|0|3204.0|0|50.0|0|0.0|100
0|2022-01-05|3221.0|0|3221.0|0|51.0|0|0.0|100
0|2022-01-06|3237.0|0|3237.0|0|51.0|0|0.0|100
0|2022-01-07|3260.0|0|3260.0|0|51.0|0|0.0|100
0|2022-01-08|3290.0|0|3290.0|0|51.0|0|0.0|100
0|2022-01-09|3323.0|0|3323.0|0|51.0|0|0.0|100
0|2022-01-10|3361.0|0|3361.0|0|51.0|0|0.0|100
0|2022-01-11|3381.0|0|3381.0|0|53.0|0|0.0|100
0|2022-01-12|3404.0|0|3404.0|0|55.0|0|0.0|100
0|2022-01-13|3404.0|0|3433.0|0|55.0|0|0.0|100
0|2022-01-14|3467.0|0|3467.0|0|55.0|0|0.0|100
0|2022-01-15|3487.0|0|3487.0|0|55.0|0|0.0|100
0|2022-01-16|3534.0|0|3534.0|0|55.0|0|0.0|100
0|2022-01-17|3556.0|0|0.0|100|55.0|0|0.0|100
