|dates|Skagway_Alaska_UnitedStates.JHU_ConfirmedCases.data|Skagway_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Skagway_Alaska_UnitedStates.NYT_ConfirmedCases.data|Skagway_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Skagway_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Skagway_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Skagway_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Skagway_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|91.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-03|91.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-04|91.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-05|91.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-06|92.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-07|92.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-08|92.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-09|92.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-10|93.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-11|93.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-12|93.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-13|93.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-14|93.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-15|93.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-16|93.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-17|94.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-18|94.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-19|94.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-20|94.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-21|94.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-22|94.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-23|94.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-24|94.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-25|94.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-26|94.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-27|95.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-28|95.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-29|95.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-30|95.0|0|0.0|100|0.0|0|0.0|100
0|2021-12-31|95.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-01|95.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-02|95.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-03|97.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-04|97.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-05|97.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-06|97.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-07|98.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-08|98.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-09|98.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-10|98.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-11|98.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-12|101.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-13|101.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-14|101.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-15|101.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-16|101.0|0|0.0|100|0.0|0|0.0|100
0|2022-01-17|101.0|0|0.0|100|0.0|0|0.0|100
