|dates|Seneca_Ohio_UnitedStates.JHU_ConfirmedCases.data|Seneca_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Seneca_Ohio_UnitedStates.NYT_ConfirmedCases.data|Seneca_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Seneca_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Seneca_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Seneca_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Seneca_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|9807.0|0|9807.0|0|176.0|0|0.0|100
0|2021-12-30|9883.0|0|9883.0|0|176.0|0|0.0|100
0|2021-12-31|9935.0|0|9935.0|0|188.0|0|0.0|100
0|2022-01-01|9935.0|0|9935.0|0|188.0|0|0.0|100
0|2022-01-02|10016.0|0|10016.0|0|188.0|0|0.0|100
0|2022-01-03|10087.0|0|10087.0|0|188.0|0|0.0|100
0|2022-01-04|10156.0|0|10156.0|0|192.0|0|0.0|100
0|2022-01-05|10238.0|0|10238.0|0|192.0|0|0.0|100
0|2022-01-06|10277.0|0|10277.0|0|192.0|0|0.0|100
0|2022-01-07|10380.0|0|10380.0|0|194.0|0|0.0|100
0|2022-01-08|10444.0|0|10444.0|0|194.0|0|0.0|100
0|2022-01-09|10505.0|0|10505.0|0|194.0|0|0.0|100
0|2022-01-10|10594.0|0|10594.0|0|194.0|0|0.0|100
0|2022-01-11|10664.0|0|10664.0|0|197.0|0|0.0|100
0|2022-01-12|10751.0|0|10751.0|0|197.0|0|0.0|100
0|2022-01-13|10751.0|0|10824.0|0|197.0|0|0.0|100
0|2022-01-14|11026.0|0|11026.0|0|200.0|0|0.0|100
0|2022-01-15|11257.0|0|11257.0|0|200.0|0|0.0|100
0|2022-01-16|11353.0|0|11353.0|0|200.0|0|0.0|100
0|2022-01-17|11454.0|0|0.0|100|200.0|0|0.0|100
