|dates|Stanton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Stanton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Stanton_Kansas_UnitedStates.NYT_ConfirmedCases.data|Stanton_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Stanton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Stanton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Stanton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Stanton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|271.0|0|271.0|0|6.0|0|0.0|100
0|2021-10-18|271.0|0|271.0|0|6.0|0|0.0|100
0|2021-10-19|271.0|0|271.0|0|6.0|0|0.0|100
0|2021-10-20|273.0|0|273.0|0|6.0|0|0.0|100
0|2021-10-21|273.0|0|273.0|0|6.0|0|0.0|100
0|2021-10-22|275.0|0|275.0|0|6.0|0|0.0|100
0|2021-10-23|275.0|0|275.0|0|6.0|0|0.0|100
0|2021-10-24|275.0|0|275.0|0|6.0|0|0.0|100
0|2021-10-25|277.0|0|277.0|0|6.0|0|0.0|100
0|2021-10-26|277.0|0|277.0|0|6.0|0|0.0|100
0|2021-10-27|283.0|0|283.0|0|6.0|0|0.0|100
0|2021-10-28|283.0|0|283.0|0|6.0|0|0.0|100
0|2021-10-29|287.0|0|287.0|0|6.0|0|0.0|100
0|2021-10-30|287.0|0|287.0|0|6.0|0|0.0|100
0|2021-10-31|287.0|0|287.0|0|6.0|0|0.0|100
0|2021-11-01|289.0|0|289.0|0|6.0|0|0.0|100
0|2021-11-02|289.0|0|289.0|0|6.0|0|0.0|100
0|2021-11-03|291.0|0|291.0|0|6.0|0|0.0|100
0|2021-11-04|291.0|0|291.0|0|6.0|0|0.0|100
0|2021-11-05|296.0|0|296.0|0|6.0|0|0.0|100
0|2021-11-06|296.0|0|296.0|0|6.0|0|0.0|100
0|2021-11-07|296.0|0|296.0|0|6.0|0|0.0|100
0|2021-11-08|298.0|0|298.0|0|6.0|0|0.0|100
0|2021-11-09|298.0|0|298.0|0|6.0|0|0.0|100
0|2021-11-10|298.0|0|298.0|0|6.0|0|0.0|100
0|2021-11-11|298.0|0|298.0|0|6.0|0|0.0|100
0|2021-11-12|300.0|0|300.0|0|6.0|0|0.0|100
0|2021-11-13|300.0|0|300.0|0|6.0|0|0.0|100
0|2021-11-14|300.0|0|300.0|0|6.0|0|0.0|100
0|2021-11-15|303.0|0|303.0|0|6.0|0|0.0|100
0|2021-11-16|303.0|0|303.0|0|6.0|0|0.0|100
0|2021-11-17|306.0|0|306.0|0|6.0|0|0.0|100
0|2021-11-18|306.0|0|306.0|0|6.0|0|0.0|100
0|2021-11-19|310.0|0|310.0|0|6.0|0|0.0|100
0|2021-11-20|310.0|0|310.0|0|6.0|0|0.0|100
0|2021-11-21|310.0|0|310.0|0|6.0|0|0.0|100
0|2021-11-22|308.0|0|310.0|0|6.0|0|0.0|100
0|2021-11-23|308.0|0|310.0|0|6.0|0|0.0|100
0|2021-11-24|308.0|0|311.0|0|6.0|0|0.0|100
0|2021-11-25|311.0|0|311.0|0|7.0|0|0.0|100
0|2021-11-26|311.0|0|311.0|0|7.0|0|0.0|100
0|2021-11-27|311.0|0|311.0|0|7.0|0|0.0|100
0|2021-11-28|311.0|0|311.0|0|7.0|0|0.0|100
0|2021-11-29|316.0|0|316.0|0|7.0|0|0.0|100
0|2021-11-30|316.0|0|316.0|0|7.0|0|0.0|100
0|2021-12-01|323.0|0|323.0|0|7.0|0|0.0|100
0|2021-12-02|323.0|0|323.0|0|7.0|0|0.0|100
0|2021-12-03|323.0|0|326.0|0|7.0|0|0.0|100
0|2021-12-04|326.0|0|326.0|0|7.0|0|0.0|100
0|2021-12-05|326.0|0|326.0|0|7.0|0|0.0|100
0|2021-12-06|328.0|0|328.0|0|7.0|0|0.0|100
0|2021-12-07|328.0|0|328.0|0|7.0|0|0.0|100
0|2021-12-08|329.0|0|329.0|0|7.0|0|0.0|100
0|2021-12-09|329.0|0|329.0|0|7.0|0|0.0|100
0|2021-12-10|330.0|0|330.0|0|7.0|0|0.0|100
0|2021-12-11|330.0|0|330.0|0|7.0|0|0.0|100
0|2021-12-12|330.0|0|330.0|0|7.0|0|0.0|100
