|dates|Stanton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Stanton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Stanton_Kansas_UnitedStates.NYT_ConfirmedCases.data|Stanton_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Stanton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Stanton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Stanton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Stanton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|331.0|0|331.0|0|7.0|0|0.0|100
0|2021-12-14|331.0|0|331.0|0|7.0|0|0.0|100
0|2021-12-15|331.0|0|331.0|0|7.0|0|0.0|100
0|2021-12-16|331.0|0|331.0|0|7.0|0|0.0|100
0|2021-12-17|332.0|0|332.0|0|7.0|0|0.0|100
0|2021-12-18|332.0|0|332.0|0|7.0|0|0.0|100
0|2021-12-19|332.0|0|332.0|0|7.0|0|0.0|100
0|2021-12-20|333.0|0|333.0|0|7.0|0|0.0|100
0|2021-12-21|333.0|0|333.0|0|7.0|0|0.0|100
0|2021-12-22|334.0|0|334.0|0|7.0|0|0.0|100
0|2021-12-23|334.0|0|334.0|0|7.0|0|0.0|100
0|2021-12-24|334.0|0|334.0|0|7.0|0|0.0|100
0|2021-12-25|334.0|0|334.0|0|7.0|0|0.0|100
0|2021-12-26|334.0|0|334.0|0|7.0|0|0.0|100
0|2021-12-27|338.0|0|338.0|0|7.0|0|0.0|100
0|2021-12-28|338.0|0|338.0|0|7.0|0|0.0|100
0|2021-12-29|342.0|0|342.0|0|7.0|0|0.0|100
0|2021-12-30|342.0|0|342.0|0|7.0|0|0.0|100
0|2021-12-31|342.0|0|342.0|0|7.0|0|0.0|100
0|2022-01-01|342.0|0|342.0|0|7.0|0|0.0|100
0|2022-01-02|342.0|0|342.0|0|7.0|0|0.0|100
0|2022-01-03|348.0|0|348.0|0|7.0|0|0.0|100
0|2022-01-04|348.0|0|348.0|0|7.0|0|0.0|100
0|2022-01-05|353.0|0|353.0|0|7.0|0|0.0|100
0|2022-01-06|353.0|0|353.0|0|7.0|0|0.0|100
0|2022-01-07|354.0|0|354.0|0|7.0|0|0.0|100
0|2022-01-08|354.0|0|354.0|0|7.0|0|0.0|100
0|2022-01-09|354.0|0|354.0|0|7.0|0|0.0|100
0|2022-01-10|361.0|0|361.0|0|7.0|0|0.0|100
0|2022-01-11|361.0|0|361.0|0|7.0|0|0.0|100
0|2022-01-12|361.0|0|363.0|0|7.0|0|0.0|100
0|2022-01-13|361.0|0|365.0|0|7.0|0|0.0|100
0|2022-01-14|375.0|0|375.0|0|7.0|0|0.0|100
0|2022-01-15|375.0|0|375.0|0|7.0|0|0.0|100
0|2022-01-16|375.0|0|375.0|0|7.0|0|0.0|100
0|2022-01-17|375.0|0|0.0|100|7.0|0|0.0|100
