|dates|Denton_Texas_UnitedStates.JHU_ConfirmedCases.data|Denton_Texas_UnitedStates.JHU_ConfirmedCases.missing|Denton_Texas_UnitedStates.NYT_ConfirmedCases.data|Denton_Texas_UnitedStates.NYT_ConfirmedCases.missing|Denton_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Denton_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Denton_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Denton_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|105172.0|0|105172.0|0|972.0|0|0.0|100
0|2021-10-18|105437.0|0|105437.0|0|973.0|0|0.0|100
0|2021-10-19|105739.0|0|105739.0|0|981.0|0|0.0|100
0|2021-10-20|106088.0|0|106088.0|0|985.0|0|0.0|100
0|2021-10-21|106351.0|0|106351.0|0|995.0|0|0.0|100
0|2021-10-22|106582.0|0|106582.0|0|998.0|0|0.0|100
0|2021-10-23|106582.0|0|106582.0|0|999.0|0|0.0|100
0|2021-10-24|106582.0|0|106582.0|0|1001.0|0|0.0|100
0|2021-10-25|106853.0|0|106853.0|0|1001.0|0|0.0|100
0|2021-10-26|107129.0|0|107129.0|0|1002.0|0|0.0|100
0|2021-10-27|107337.0|0|107337.0|0|1005.0|0|0.0|100
0|2021-10-28|107539.0|0|107539.0|0|1009.0|0|0.0|100
0|2021-10-29|107757.0|0|107757.0|0|1012.0|0|0.0|100
0|2021-10-30|107757.0|0|107757.0|0|1013.0|0|0.0|100
0|2021-10-31|107757.0|0|107757.0|0|1014.0|0|0.0|100
0|2021-11-01|107958.0|0|107958.0|0|1014.0|0|0.0|100
0|2021-11-02|108131.0|0|108131.0|0|1015.0|0|0.0|100
0|2021-11-03|108279.0|0|108279.0|0|1015.0|0|0.0|100
0|2021-11-04|108398.0|0|108398.0|0|1016.0|0|0.0|100
0|2021-11-05|108474.0|0|108474.0|0|1018.0|0|0.0|100
0|2021-11-06|108474.0|0|108474.0|0|1022.0|0|0.0|100
0|2021-11-07|108474.0|0|108474.0|0|1023.0|0|0.0|100
0|2021-11-08|108626.0|0|108626.0|0|1024.0|0|0.0|100
0|2021-11-09|108794.0|0|108794.0|0|1025.0|0|0.0|100
0|2021-11-10|108794.0|0|108998.0|0|1025.0|0|0.0|100
0|2021-11-11|108998.0|0|108998.0|0|1030.0|0|0.0|100
0|2021-11-12|109169.0|0|109169.0|0|1032.0|0|0.0|100
0|2021-11-13|109169.0|0|109169.0|0|1034.0|0|0.0|100
0|2021-11-14|109169.0|0|109169.0|0|1035.0|0|0.0|100
0|2021-11-15|109372.0|0|109372.0|0|1035.0|0|0.0|100
0|2021-11-16|109616.0|0|109616.0|0|1038.0|0|0.0|100
0|2021-11-17|109828.0|0|109828.0|0|1038.0|0|0.0|100
0|2021-11-18|109942.0|0|109942.0|0|1041.0|0|0.0|100
0|2021-11-19|110130.0|0|110130.0|0|1043.0|0|0.0|100
0|2021-11-20|110130.0|0|110130.0|0|1043.0|0|0.0|100
0|2021-11-21|110130.0|0|110130.0|0|1044.0|0|0.0|100
0|2021-11-22|110306.0|0|110306.0|0|1044.0|0|0.0|100
0|2021-11-23|110452.0|0|110452.0|0|1046.0|0|0.0|100
0|2021-11-24|110593.0|0|110593.0|0|1052.0|0|0.0|100
0|2021-11-25|110593.0|0|110593.0|0|1052.0|0|0.0|100
0|2021-11-26|110593.0|0|110593.0|0|1052.0|0|0.0|100
0|2021-11-27|110593.0|0|110593.0|0|1052.0|0|0.0|100
0|2021-11-28|110593.0|0|110593.0|0|1052.0|0|0.0|100
0|2021-11-29|110758.0|0|110758.0|0|1057.0|0|0.0|100
0|2021-11-30|110970.0|0|110970.0|0|1059.0|0|0.0|100
0|2021-12-01|111194.0|0|111194.0|0|1062.0|0|0.0|100
0|2021-12-02|111445.0|0|111445.0|0|1065.0|0|0.0|100
0|2021-12-03|111621.0|0|111621.0|0|1066.0|0|0.0|100
0|2021-12-04|111621.0|0|111621.0|0|1066.0|0|0.0|100
0|2021-12-05|111621.0|0|111621.0|0|1066.0|0|0.0|100
0|2021-12-06|111758.0|0|111758.0|0|1068.0|0|0.0|100
0|2021-12-07|111961.0|0|111961.0|0|1069.0|0|0.0|100
0|2021-12-08|112171.0|0|112171.0|0|1070.0|0|0.0|100
0|2021-12-09|112396.0|0|112396.0|0|1072.0|0|0.0|100
0|2021-12-10|112576.0|0|112576.0|0|1073.0|0|0.0|100
0|2021-12-11|112576.0|0|112576.0|0|1074.0|0|0.0|100
0|2021-12-12|112576.0|0|112576.0|0|1074.0|0|0.0|100
0|2021-12-13|112750.0|0|112750.0|0|1074.0|0|0.0|100
0|2021-12-14|112750.0|0|112941.0|0|1074.0|0|0.0|100
0|2021-12-15|113141.0|0|113141.0|0|1077.0|0|0.0|100
0|2021-12-16|113343.0|0|113343.0|0|1077.0|0|0.0|100
0|2021-12-17|113461.0|0|113461.0|0|1078.0|0|0.0|100
0|2021-12-18|113461.0|0|113461.0|0|1079.0|0|0.0|100
0|2021-12-19|113461.0|0|113461.0|0|1079.0|0|0.0|100
0|2021-12-20|113623.0|0|113623.0|0|1079.0|0|0.0|100
0|2021-12-21|113923.0|0|113923.0|0|1079.0|0|0.0|100
0|2021-12-22|114212.0|0|114212.0|0|1079.0|0|0.0|100
0|2021-12-23|114212.0|0|114212.0|0|1081.0|0|0.0|100
0|2021-12-24|114212.0|0|114212.0|0|1081.0|0|0.0|100
0|2021-12-25|114212.0|0|114212.0|0|1081.0|0|0.0|100
0|2021-12-26|114212.0|0|114212.0|0|1081.0|0|0.0|100
0|2021-12-27|115364.0|0|115364.0|0|1083.0|0|0.0|100
0|2021-12-28|115923.0|0|115923.0|0|1085.0|0|0.0|100
0|2021-12-29|116189.0|0|116189.0|0|1085.0|0|0.0|100
0|2021-12-30|116830.0|0|116830.0|0|1088.0|0|0.0|100
0|2021-12-31|116830.0|0|116830.0|0|1088.0|0|0.0|100
0|2022-01-01|116830.0|0|116830.0|0|1088.0|0|0.0|100
0|2022-01-02|116830.0|0|116830.0|0|1088.0|0|0.0|100
0|2022-01-03|121828.0|0|121828.0|0|1093.0|0|0.0|100
0|2022-01-04|123507.0|0|123507.0|0|1093.0|0|0.0|100
0|2022-01-05|123507.0|0|124870.0|0|1093.0|0|0.0|100
0|2022-01-06|126785.0|0|126785.0|0|1094.0|0|0.0|100
0|2022-01-07|127874.0|0|127874.0|0|1096.0|0|0.0|100
0|2022-01-08|129486.0|0|129486.0|0|1100.0|0|0.0|100
0|2022-01-09|130639.0|0|130639.0|0|1101.0|0|0.0|100
0|2022-01-10|131984.0|0|131984.0|0|1101.0|0|0.0|100
0|2022-01-11|133641.0|0|133641.0|0|1103.0|0|0.0|100
0|2022-01-12|136117.0|0|136117.0|0|1108.0|0|0.0|100
0|2022-01-13|136117.0|0|138621.0|0|1108.0|0|0.0|100
