|dates|Butler_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Butler_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Butler_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Butler_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Butler_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Butler_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Butler_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Butler_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-18|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-19|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-20|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-21|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-22|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-23|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-24|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-25|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-26|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-27|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-28|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-29|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-30|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-10-31|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-11-01|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-11-02|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-11-03|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
0|2021-11-04|90879.0|0|4550.0|0|4.767942658940155|0|95429.0|0
