|dates|Lucas_Ohio_UnitedStates.JHU_ConfirmedCases.data|Lucas_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Lucas_Ohio_UnitedStates.NYT_ConfirmedCases.data|Lucas_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Lucas_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Lucas_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Lucas_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Lucas_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|65169.0|0|65169.0|0|1044.0|0|0.0|100
0|2021-12-13|65314.0|0|65314.0|0|1044.0|0|0.0|100
0|2021-12-14|65314.0|0|65575.0|0|1044.0|0|0.0|100
0|2021-12-15|65882.0|0|65882.0|0|1045.0|0|0.0|100
0|2021-12-16|66092.0|0|66092.0|0|1045.0|0|0.0|100
0|2021-12-17|66348.0|0|66348.0|0|1058.0|0|0.0|100
0|2021-12-18|66578.0|0|66578.0|0|1058.0|0|0.0|100
0|2021-12-19|66731.0|0|66731.0|0|1058.0|0|0.0|100
0|2021-12-20|66935.0|0|66935.0|0|1058.0|0|0.0|100
0|2021-12-21|67199.0|0|67199.0|0|1059.0|0|0.0|100
0|2021-12-22|67533.0|0|67533.0|0|1059.0|0|0.0|100
0|2021-12-23|67958.0|0|67958.0|0|1059.0|0|0.0|100
0|2021-12-24|68266.0|0|68266.0|0|1068.0|0|0.0|100
0|2021-12-25|68266.0|0|68266.0|0|1068.0|0|0.0|100
0|2021-12-26|68958.0|0|68958.0|0|1068.0|0|0.0|100
0|2021-12-27|69273.0|0|69273.0|0|1068.0|0|0.0|100
0|2021-12-28|69788.0|0|69788.0|0|1069.0|0|0.0|100
0|2021-12-29|70517.0|0|70517.0|0|1069.0|0|0.0|100
0|2021-12-30|71097.0|0|71097.0|0|1069.0|0|0.0|100
0|2021-12-31|71957.0|0|71957.0|0|1087.0|0|0.0|100
0|2022-01-01|71957.0|0|71957.0|0|1087.0|0|0.0|100
0|2022-01-02|73430.0|0|73430.0|0|1087.0|0|0.0|100
0|2022-01-03|74334.0|0|74334.0|0|1087.0|0|0.0|100
0|2022-01-04|75121.0|0|75121.0|0|1114.0|0|0.0|100
0|2022-01-05|75943.0|0|75943.0|0|1114.0|0|0.0|100
0|2022-01-06|76673.0|0|76673.0|0|1114.0|0|0.0|100
0|2022-01-07|77324.0|0|77324.0|0|1130.0|0|0.0|100
0|2022-01-08|78278.0|0|78278.0|0|1130.0|0|0.0|100
0|2022-01-09|79187.0|0|79187.0|0|1130.0|0|0.0|100
0|2022-01-10|79644.0|0|79644.0|0|1130.0|0|0.0|100
0|2022-01-11|80938.0|0|80938.0|0|1137.0|0|0.0|100
0|2022-01-12|82228.0|0|82228.0|0|1137.0|0|0.0|100
0|2022-01-13|82228.0|0|83088.0|0|1137.0|0|0.0|100
0|2022-01-14|85080.0|0|85080.0|0|1149.0|0|0.0|100
0|2022-01-15|87301.0|0|87301.0|0|1149.0|0|0.0|100
0|2022-01-16|88471.0|0|88471.0|0|1149.0|0|0.0|100
0|2022-01-17|89517.0|0|0.0|100|1149.0|0|0.0|100
