|dates|Hart_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Hart_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Hart_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Hart_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Hart_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Hart_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Hart_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Hart_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|3845.0|0|3845.0|0|77.0|0|0.0|100
0|2021-12-12|3845.0|0|3845.0|0|77.0|0|0.0|100
0|2021-12-13|3862.0|0|3862.0|0|77.0|0|0.0|100
0|2021-12-14|3862.0|0|3875.0|0|77.0|0|0.0|100
0|2021-12-15|3885.0|0|3885.0|0|77.0|0|0.0|100
0|2021-12-16|3905.0|0|3905.0|0|77.0|0|0.0|100
0|2021-12-17|3913.0|0|3913.0|0|77.0|0|0.0|100
0|2021-12-18|3913.0|0|3913.0|0|77.0|0|0.0|100
0|2021-12-19|3913.0|0|3913.0|0|77.0|0|0.0|100
0|2021-12-20|3937.0|0|3937.0|0|77.0|0|0.0|100
0|2021-12-21|3937.0|0|3937.0|0|77.0|0|0.0|100
0|2021-12-22|3962.0|0|3962.0|0|78.0|0|0.0|100
0|2021-12-23|3962.0|0|3962.0|0|78.0|0|0.0|100
0|2021-12-24|3962.0|0|3962.0|0|78.0|0|0.0|100
0|2021-12-25|3962.0|0|3962.0|0|78.0|0|0.0|100
0|2021-12-26|3962.0|0|3962.0|0|78.0|0|0.0|100
0|2021-12-27|3999.0|0|3999.0|0|78.0|0|0.0|100
0|2021-12-28|4008.0|0|4008.0|0|78.0|0|0.0|100
0|2021-12-29|4016.0|0|4016.0|0|78.0|0|0.0|100
0|2021-12-30|4016.0|0|4016.0|0|78.0|0|0.0|100
0|2021-12-31|4016.0|0|4016.0|0|78.0|0|0.0|100
0|2022-01-01|4016.0|0|4016.0|0|78.0|0|0.0|100
0|2022-01-02|4016.0|0|4016.0|0|78.0|0|0.0|100
0|2022-01-03|4094.0|0|4094.0|0|83.0|0|0.0|100
0|2022-01-04|4105.0|0|4105.0|0|83.0|0|0.0|100
0|2022-01-05|4132.0|0|4132.0|0|83.0|0|0.0|100
0|2022-01-06|4164.0|0|4164.0|0|83.0|0|0.0|100
0|2022-01-07|4190.0|0|4190.0|0|85.0|0|0.0|100
0|2022-01-08|4190.0|0|4190.0|0|85.0|0|0.0|100
0|2022-01-09|4190.0|0|4190.0|0|85.0|0|0.0|100
0|2022-01-10|4206.0|0|4206.0|0|85.0|0|0.0|100
0|2022-01-11|4223.0|0|4223.0|0|85.0|0|0.0|100
0|2022-01-12|4243.0|0|4243.0|0|85.0|0|0.0|100
0|2022-01-13|4243.0|0|4270.0|0|85.0|0|0.0|100
0|2022-01-14|4310.0|0|4310.0|0|85.0|0|0.0|100
0|2022-01-15|4310.0|0|4310.0|0|85.0|0|0.0|100
0|2022-01-16|4310.0|0|4310.0|0|85.0|0|0.0|100
0|2022-01-17|4310.0|0|0.0|100|85.0|0|0.0|100
