|dates|Millard_Utah_UnitedStates.JHU_ConfirmedCases.data|Millard_Utah_UnitedStates.JHU_ConfirmedCases.missing|Millard_Utah_UnitedStates.NYT_ConfirmedCases.data|Millard_Utah_UnitedStates.NYT_ConfirmedCases.missing|Millard_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Millard_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Millard_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Millard_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|0.0|0|2093.0|0|0.0|0|0.0|100
0|2021-10-18|0.0|0|2093.0|0|0.0|0|0.0|100
0|2021-10-19|0.0|0|2114.0|0|0.0|0|0.0|100
0|2021-10-20|0.0|0|2124.0|0|0.0|0|0.0|100
0|2021-10-21|0.0|0|2124.0|0|0.0|0|0.0|100
0|2021-10-22|0.0|0|2140.0|0|0.0|0|0.0|100
0|2021-10-23|0.0|0|2140.0|0|0.0|0|0.0|100
0|2021-10-24|0.0|0|2140.0|0|0.0|0|0.0|100
0|2021-10-25|0.0|0|2156.0|0|0.0|0|0.0|100
0|2021-10-26|0.0|0|2163.0|0|0.0|0|0.0|100
0|2021-10-27|0.0|0|2173.0|0|0.0|0|0.0|100
0|2021-10-28|0.0|0|2173.0|0|0.0|0|0.0|100
0|2021-10-29|0.0|0|2205.0|0|0.0|0|0.0|100
0|2021-10-30|0.0|0|2205.0|0|0.0|0|0.0|100
0|2021-10-31|0.0|0|2205.0|0|0.0|0|0.0|100
0|2021-11-01|0.0|0|2205.0|0|0.0|0|0.0|100
0|2021-11-02|0.0|0|2230.0|0|0.0|0|0.0|100
0|2021-11-03|0.0|0|2239.0|0|0.0|0|0.0|100
0|2021-11-04|0.0|0|2247.0|0|0.0|0|0.0|100
0|2021-11-05|0.0|0|2252.0|0|0.0|0|0.0|100
0|2021-11-06|0.0|0|2252.0|0|0.0|0|0.0|100
0|2021-11-07|0.0|0|2252.0|0|0.0|0|0.0|100
0|2021-11-08|0.0|0|2252.0|0|0.0|0|0.0|100
0|2021-11-09|0.0|0|2266.0|0|0.0|0|0.0|100
0|2021-11-10|0.0|0|2266.0|0|0.0|0|0.0|100
0|2021-11-11|0.0|0|2270.0|0|0.0|0|0.0|100
0|2021-11-12|0.0|0|2277.0|0|0.0|0|0.0|100
0|2021-11-13|0.0|0|2277.0|0|0.0|0|0.0|100
0|2021-11-14|0.0|0|2277.0|0|0.0|0|0.0|100
0|2021-11-15|0.0|0|2277.0|0|0.0|0|0.0|100
0|2021-11-16|0.0|0|2294.0|0|0.0|0|0.0|100
0|2021-11-17|0.0|0|2294.0|0|0.0|0|0.0|100
0|2021-11-18|0.0|0|2307.0|0|0.0|0|0.0|100
0|2021-11-19|0.0|0|2310.0|0|0.0|0|0.0|100
0|2021-11-20|0.0|0|2310.0|0|0.0|0|0.0|100
0|2021-11-21|0.0|0|2310.0|0|0.0|0|0.0|100
0|2021-11-22|0.0|0|2319.0|0|0.0|0|0.0|100
0|2021-11-23|0.0|0|2321.0|0|0.0|0|0.0|100
0|2021-11-24|0.0|0|2327.0|0|0.0|0|0.0|100
0|2021-11-25|0.0|0|2327.0|0|0.0|0|0.0|100
0|2021-11-26|0.0|0|2333.0|0|0.0|0|0.0|100
0|2021-11-27|0.0|0|2333.0|0|0.0|0|0.0|100
0|2021-11-28|0.0|0|2333.0|0|0.0|0|0.0|100
0|2021-11-29|0.0|0|2341.0|0|0.0|0|0.0|100
