|dates|Edwards_Kansas_UnitedStates.JHU_ConfirmedCases.data|Edwards_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Edwards_Kansas_UnitedStates.NYT_ConfirmedCases.data|Edwards_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Edwards_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Edwards_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Edwards_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Edwards_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|449.0|0|449.0|0|13.0|0|0.0|100
0|2021-12-03|449.0|0|450.0|0|13.0|0|0.0|100
0|2021-12-04|450.0|0|450.0|0|13.0|0|0.0|100
0|2021-12-05|450.0|0|450.0|0|13.0|0|0.0|100
0|2021-12-06|450.0|0|450.0|0|13.0|0|0.0|100
0|2021-12-07|450.0|0|450.0|0|13.0|0|0.0|100
0|2021-12-08|456.0|0|456.0|0|13.0|0|0.0|100
0|2021-12-09|456.0|0|456.0|0|13.0|0|0.0|100
0|2021-12-10|460.0|0|460.0|0|13.0|0|0.0|100
0|2021-12-11|460.0|0|460.0|0|13.0|0|0.0|100
0|2021-12-12|460.0|0|460.0|0|13.0|0|0.0|100
0|2021-12-13|463.0|0|463.0|0|13.0|0|0.0|100
0|2021-12-14|463.0|0|463.0|0|13.0|0|0.0|100
0|2021-12-15|466.0|0|466.0|0|13.0|0|0.0|100
0|2021-12-16|466.0|0|466.0|0|13.0|0|0.0|100
0|2021-12-17|469.0|0|469.0|0|13.0|0|0.0|100
0|2021-12-18|469.0|0|469.0|0|13.0|0|0.0|100
0|2021-12-19|469.0|0|469.0|0|13.0|0|0.0|100
0|2021-12-20|469.0|0|469.0|0|13.0|0|0.0|100
0|2021-12-21|469.0|0|469.0|0|13.0|0|0.0|100
0|2021-12-22|474.0|0|474.0|0|13.0|0|0.0|100
0|2021-12-23|474.0|0|474.0|0|13.0|0|0.0|100
0|2021-12-24|474.0|0|474.0|0|13.0|0|0.0|100
0|2021-12-25|474.0|0|474.0|0|13.0|0|0.0|100
0|2021-12-26|474.0|0|474.0|0|13.0|0|0.0|100
0|2021-12-27|476.0|0|476.0|0|13.0|0|0.0|100
0|2021-12-28|476.0|0|476.0|0|13.0|0|0.0|100
0|2021-12-29|480.0|0|480.0|0|13.0|0|0.0|100
0|2021-12-30|480.0|0|480.0|0|13.0|0|0.0|100
0|2021-12-31|480.0|0|480.0|0|13.0|0|0.0|100
0|2022-01-01|480.0|0|480.0|0|13.0|0|0.0|100
0|2022-01-02|480.0|0|480.0|0|13.0|0|0.0|100
0|2022-01-03|484.0|0|484.0|0|13.0|0|0.0|100
0|2022-01-04|484.0|0|484.0|0|13.0|0|0.0|100
0|2022-01-05|486.0|0|486.0|0|13.0|0|0.0|100
0|2022-01-06|486.0|0|486.0|0|13.0|0|0.0|100
0|2022-01-07|490.0|0|490.0|0|13.0|0|0.0|100
0|2022-01-08|490.0|0|490.0|0|13.0|0|0.0|100
0|2022-01-09|490.0|0|490.0|0|13.0|0|0.0|100
0|2022-01-10|495.0|0|495.0|0|13.0|0|0.0|100
0|2022-01-11|495.0|0|495.0|0|13.0|0|0.0|100
0|2022-01-12|495.0|0|499.0|0|13.0|0|0.0|100
0|2022-01-13|495.0|0|502.0|0|13.0|0|0.0|100
0|2022-01-14|510.0|0|510.0|0|13.0|0|0.0|100
0|2022-01-15|510.0|0|510.0|0|13.0|0|0.0|100
0|2022-01-16|510.0|0|510.0|0|13.0|0|0.0|100
0|2022-01-17|510.0|0|0.0|100|13.0|0|0.0|100
