|dates|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Richmond_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Richmond_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|7536.0|0|7536.0|0|150.0|0|0.0|100
0|2021-12-14|7536.0|0|7542.0|0|150.0|0|0.0|100
0|2021-12-15|7557.0|0|7557.0|0|150.0|0|0.0|100
0|2021-12-16|7577.0|0|7577.0|0|150.0|0|0.0|100
0|2021-12-17|7591.0|0|7591.0|0|150.0|0|0.0|100
0|2021-12-18|7591.0|0|7591.0|0|150.0|0|0.0|100
0|2021-12-19|7591.0|0|7591.0|0|150.0|0|0.0|100
0|2021-12-20|7624.0|0|7624.0|0|150.0|0|0.0|100
0|2021-12-21|7633.0|0|7633.0|0|151.0|0|0.0|100
0|2021-12-22|7649.0|0|7649.0|0|151.0|0|0.0|100
0|2021-12-23|7649.0|0|7649.0|0|151.0|0|0.0|100
0|2021-12-24|7649.0|0|7649.0|0|151.0|0|0.0|100
0|2021-12-25|7649.0|0|7649.0|0|151.0|0|0.0|100
0|2021-12-26|7649.0|0|7649.0|0|151.0|0|0.0|100
0|2021-12-27|7649.0|0|7649.0|0|151.0|0|0.0|100
0|2021-12-28|7773.0|0|7773.0|0|151.0|0|0.0|100
0|2021-12-29|7802.0|0|7802.0|0|151.0|0|0.0|100
0|2021-12-30|7862.0|0|7862.0|0|155.0|0|0.0|100
0|2021-12-31|7862.0|0|7929.0|0|155.0|0|0.0|100
0|2022-01-01|7862.0|0|7929.0|0|155.0|0|0.0|100
0|2022-01-02|7862.0|0|7929.0|0|155.0|0|0.0|100
0|2022-01-03|8125.0|0|8125.0|0|155.0|0|0.0|100
0|2022-01-04|8142.0|0|8142.0|0|156.0|0|0.0|100
0|2022-01-05|8242.0|0|8242.0|0|156.0|0|0.0|100
0|2022-01-06|8343.0|0|8343.0|0|156.0|0|0.0|100
0|2022-01-07|8493.0|0|8493.0|0|157.0|0|0.0|100
0|2022-01-08|8493.0|0|8493.0|0|157.0|0|0.0|100
0|2022-01-09|8493.0|0|8493.0|0|157.0|0|0.0|100
0|2022-01-10|8797.0|0|8797.0|0|157.0|0|0.0|100
0|2022-01-11|8881.0|0|8881.0|0|157.0|0|0.0|100
0|2022-01-12|8962.0|0|8962.0|0|157.0|0|0.0|100
0|2022-01-13|8962.0|0|9256.0|0|157.0|0|0.0|100
0|2022-01-14|9414.0|0|9414.0|0|157.0|0|0.0|100
0|2022-01-15|9414.0|0|9414.0|0|157.0|0|0.0|100
0|2022-01-16|9414.0|0|9414.0|0|157.0|0|0.0|100
0|2022-01-17|9414.0|0|0.0|100|157.0|0|0.0|100
