|dates|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Richmond_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Richmond_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7012.0|0|7012.0|0|134.0|0|0.0|100
0|2021-10-18|7029.0|0|7029.0|0|134.0|0|0.0|100
0|2021-10-19|7035.0|0|7035.0|0|136.0|0|0.0|100
0|2021-10-20|7049.0|0|7049.0|0|136.0|0|0.0|100
0|2021-10-21|7054.0|0|7054.0|0|136.0|0|0.0|100
0|2021-10-22|7070.0|0|7070.0|0|139.0|0|0.0|100
0|2021-10-23|7070.0|0|7070.0|0|139.0|0|0.0|100
0|2021-10-24|7070.0|0|7070.0|0|139.0|0|0.0|100
0|2021-10-25|7089.0|0|7089.0|0|139.0|0|0.0|100
0|2021-10-26|7094.0|0|7094.0|0|139.0|0|0.0|100
0|2021-10-27|7105.0|0|7105.0|0|140.0|0|0.0|100
0|2021-10-28|7115.0|0|7115.0|0|140.0|0|0.0|100
0|2021-10-29|7125.0|0|7125.0|0|140.0|0|0.0|100
0|2021-10-30|7125.0|0|7125.0|0|140.0|0|0.0|100
0|2021-10-31|7125.0|0|7125.0|0|140.0|0|0.0|100
0|2021-11-01|7151.0|0|7151.0|0|140.0|0|0.0|100
0|2021-11-02|7154.0|0|7154.0|0|140.0|0|0.0|100
0|2021-11-03|7157.0|0|7157.0|0|142.0|0|0.0|100
0|2021-11-04|7170.0|0|7170.0|0|142.0|0|0.0|100
0|2021-11-05|7177.0|0|7177.0|0|142.0|0|0.0|100
0|2021-11-06|7177.0|0|7177.0|0|142.0|0|0.0|100
0|2021-11-07|7177.0|0|7177.0|0|142.0|0|0.0|100
0|2021-11-08|7199.0|0|7199.0|0|142.0|0|0.0|100
0|2021-11-09|7201.0|0|7201.0|0|142.0|0|0.0|100
0|2021-11-10|7201.0|0|7213.0|0|142.0|0|0.0|100
0|2021-11-11|7213.0|0|7213.0|0|142.0|0|0.0|100
0|2021-11-12|7227.0|0|7227.0|0|142.0|0|0.0|100
0|2021-11-13|7227.0|0|7227.0|0|142.0|0|0.0|100
0|2021-11-14|7227.0|0|7227.0|0|142.0|0|0.0|100
0|2021-11-15|7240.0|0|7240.0|0|142.0|0|0.0|100
0|2021-11-16|7240.0|0|7240.0|0|143.0|0|0.0|100
0|2021-11-17|7245.0|0|7245.0|0|143.0|0|0.0|100
0|2021-11-18|7261.0|0|7261.0|0|143.0|0|0.0|100
0|2021-11-19|7267.0|0|7267.0|0|144.0|0|0.0|100
0|2021-11-20|7267.0|0|7267.0|0|144.0|0|0.0|100
0|2021-11-21|7267.0|0|7267.0|0|144.0|0|0.0|100
0|2021-11-22|7282.0|0|7282.0|0|144.0|0|0.0|100
0|2021-11-23|7282.0|0|7282.0|0|144.0|0|0.0|100
0|2021-11-24|7285.0|0|7285.0|0|146.0|0|0.0|100
0|2021-11-25|7285.0|0|7285.0|0|146.0|0|0.0|100
0|2021-11-26|7285.0|0|7285.0|0|146.0|0|0.0|100
0|2021-11-27|7285.0|0|7285.0|0|146.0|0|0.0|100
0|2021-11-28|7285.0|0|7285.0|0|146.0|0|0.0|100
0|2021-11-29|7326.0|0|7326.0|0|147.0|0|0.0|100
0|2021-11-30|7329.0|0|7329.0|0|148.0|0|0.0|100
0|2021-12-01|7335.0|0|7335.0|0|148.0|0|0.0|100
0|2021-12-02|7364.0|0|7364.0|0|148.0|0|0.0|100
0|2021-12-03|7364.0|0|7386.0|0|148.0|0|0.0|100
0|2021-12-04|7386.0|0|7386.0|0|148.0|0|0.0|100
0|2021-12-05|7386.0|0|7386.0|0|148.0|0|0.0|100
0|2021-12-06|7428.0|0|7428.0|0|148.0|0|0.0|100
0|2021-12-07|7441.0|0|7441.0|0|148.0|0|0.0|100
0|2021-12-08|7470.0|0|7470.0|0|150.0|0|0.0|100
0|2021-12-09|7489.0|0|7489.0|0|150.0|0|0.0|100
0|2021-12-10|7502.0|0|7502.0|0|150.0|0|0.0|100
0|2021-12-11|7502.0|0|7502.0|0|150.0|0|0.0|100
0|2021-12-12|7502.0|0|7502.0|0|150.0|0|0.0|100
