|dates|St.Joseph_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Joseph_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Joseph_Indiana_UnitedStates.Male_Total_Population.data|St.Joseph_Indiana_UnitedStates.Male_Total_Population.missing|St.Joseph_Indiana_UnitedStates.Female_Total_Population.data|St.Joseph_Indiana_UnitedStates.Female_Total_Population.missing|St.Joseph_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|St.Joseph_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-07|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-08|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-09|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-10|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-11|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-12|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-13|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-14|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-15|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-16|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-17|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-18|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-19|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-20|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-21|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-22|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-23|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-24|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-25|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-26|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-27|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-28|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-29|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-30|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2021-12-31|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-01|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-02|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-03|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-04|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-05|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-06|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-07|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-08|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-09|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-10|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-11|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-12|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-13|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-14|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-15|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-16|42783.0|0|131836.0|0|138935.0|0|64005.0|0
0|2022-01-17|42783.0|0|131836.0|0|138935.0|0|64005.0|0
