|dates|Bonneville_Idaho_UnitedStates.JHU_ConfirmedCases.data|Bonneville_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Bonneville_Idaho_UnitedStates.NYT_ConfirmedCases.data|Bonneville_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Bonneville_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Bonneville_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Bonneville_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Bonneville_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|21445.0|0|21445.0|0|230.0|0|0.0|100
0|2021-11-27|21459.0|0|21459.0|0|230.0|0|0.0|100
0|2021-11-28|21459.0|0|21459.0|0|230.0|0|0.0|100
0|2021-11-29|21504.0|0|21504.0|0|232.0|0|0.0|100
0|2021-11-30|21549.0|0|21549.0|0|233.0|0|0.0|100
0|2021-12-01|21628.0|0|21628.0|0|234.0|0|0.0|100
0|2021-12-02|21628.0|0|21676.0|0|234.0|0|0.0|100
0|2021-12-03|21710.0|0|21676.0|0|235.0|0|0.0|100
0|2021-12-04|21728.0|0|21728.0|0|235.0|0|0.0|100
0|2021-12-05|21728.0|0|21728.0|0|235.0|0|0.0|100
0|2021-12-06|21753.0|0|21753.0|0|236.0|0|0.0|100
0|2021-12-07|21802.0|0|21802.0|0|236.0|0|0.0|100
0|2021-12-08|21846.0|0|21846.0|0|236.0|0|0.0|100
0|2021-12-09|21876.0|0|21876.0|0|239.0|0|0.0|100
0|2021-12-10|21905.0|0|21905.0|0|242.0|0|0.0|100
0|2021-12-11|21912.0|0|21912.0|0|242.0|0|0.0|100
0|2021-12-12|21912.0|0|21912.0|0|242.0|0|0.0|100
0|2021-12-13|21941.0|0|21941.0|0|243.0|0|0.0|100
0|2021-12-14|21941.0|0|21976.0|0|243.0|0|0.0|100
0|2021-12-15|22009.0|0|22009.0|0|244.0|0|0.0|100
0|2021-12-16|22031.0|0|22031.0|0|244.0|0|0.0|100
0|2021-12-17|22064.0|0|22064.0|0|244.0|0|0.0|100
0|2021-12-18|22071.0|0|22071.0|0|244.0|0|0.0|100
0|2021-12-19|22071.0|0|22071.0|0|244.0|0|0.0|100
0|2021-12-20|22124.0|0|22124.0|0|244.0|0|0.0|100
0|2021-12-21|22162.0|0|22162.0|0|245.0|0|0.0|100
0|2021-12-22|22188.0|0|22188.0|0|245.0|0|0.0|100
0|2021-12-23|22214.0|0|22214.0|0|245.0|0|0.0|100
0|2021-12-24|22214.0|0|22214.0|0|245.0|0|0.0|100
0|2021-12-25|22214.0|0|22214.0|0|245.0|0|0.0|100
0|2021-12-26|22214.0|0|22214.0|0|245.0|0|0.0|100
0|2021-12-27|22258.0|0|22258.0|0|245.0|0|0.0|100
0|2021-12-28|22361.0|0|22361.0|0|246.0|0|0.0|100
0|2021-12-29|22428.0|0|22428.0|0|246.0|0|0.0|100
0|2021-12-30|22500.0|0|22500.0|0|246.0|0|0.0|100
0|2021-12-31|22500.0|0|22500.0|0|246.0|0|0.0|100
0|2022-01-01|22500.0|0|22500.0|0|246.0|0|0.0|100
0|2022-01-02|22500.0|0|22500.0|0|246.0|0|0.0|100
0|2022-01-03|22555.0|0|22555.0|0|247.0|0|0.0|100
0|2022-01-04|22784.0|0|22784.0|0|249.0|0|0.0|100
0|2022-01-05|22933.0|0|22933.0|0|249.0|0|0.0|100
0|2022-01-06|23208.0|0|23208.0|0|252.0|0|0.0|100
0|2022-01-07|23393.0|0|23393.0|0|252.0|0|0.0|100
0|2022-01-08|23444.0|0|23444.0|0|252.0|0|0.0|100
0|2022-01-09|23444.0|0|23444.0|0|252.0|0|0.0|100
0|2022-01-10|23606.0|0|23606.0|0|252.0|0|0.0|100
0|2022-01-11|23893.0|0|23893.0|0|252.0|0|0.0|100
0|2022-01-12|24389.0|0|24389.0|0|254.0|0|0.0|100
0|2022-01-13|24389.0|0|24812.0|0|254.0|0|0.0|100
0|2022-01-14|25295.0|0|25295.0|0|255.0|0|0.0|100
0|2022-01-15|25359.0|0|25359.0|0|255.0|0|0.0|100
0|2022-01-16|25359.0|0|25359.0|0|255.0|0|0.0|100
0|2022-01-17|25359.0|0|0.0|100|255.0|0|0.0|100
