|dates|Baca_Colorado_UnitedStates.JHU_ConfirmedCases.data|Baca_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Baca_Colorado_UnitedStates.NYT_ConfirmedCases.data|Baca_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Baca_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Baca_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Baca_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Baca_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|509.0|0|509.0|0|5.0|0|0.0|100
0|2021-11-10|509.0|0|517.0|0|5.0|0|0.0|100
0|2021-11-11|520.0|0|520.0|0|5.0|0|0.0|100
0|2021-11-12|523.0|0|523.0|0|5.0|0|0.0|100
0|2021-11-13|523.0|0|523.0|0|5.0|0|0.0|100
0|2021-11-14|523.0|0|523.0|0|5.0|0|0.0|100
0|2021-11-15|526.0|0|526.0|0|5.0|0|0.0|100
0|2021-11-16|532.0|0|532.0|0|5.0|0|0.0|100
0|2021-11-17|537.0|0|537.0|0|5.0|0|0.0|100
0|2021-11-18|540.0|0|540.0|0|5.0|0|0.0|100
0|2021-11-19|541.0|0|541.0|0|5.0|0|0.0|100
0|2021-11-20|541.0|0|541.0|0|5.0|0|0.0|100
0|2021-11-21|541.0|0|541.0|0|5.0|0|0.0|100
0|2021-11-22|543.0|0|543.0|0|5.0|0|0.0|100
0|2021-11-23|544.0|0|544.0|0|5.0|0|0.0|100
0|2021-11-24|557.0|0|557.0|0|5.0|0|0.0|100
0|2021-11-25|559.0|0|559.0|0|5.0|0|0.0|100
0|2021-11-26|559.0|0|559.0|0|5.0|0|0.0|100
0|2021-11-27|559.0|0|559.0|0|5.0|0|0.0|100
0|2021-11-28|559.0|0|559.0|0|5.0|0|0.0|100
0|2021-11-29|560.0|0|560.0|0|5.0|0|0.0|100
0|2021-11-30|563.0|0|563.0|0|6.0|0|0.0|100
0|2021-12-01|563.0|0|566.0|0|6.0|0|0.0|100
0|2021-12-02|566.0|0|566.0|0|6.0|0|0.0|100
0|2021-12-03|566.0|0|566.0|0|6.0|0|0.0|100
0|2021-12-04|566.0|0|566.0|0|6.0|0|0.0|100
0|2021-12-05|566.0|0|566.0|0|6.0|0|0.0|100
0|2021-12-06|567.0|0|567.0|0|6.0|0|0.0|100
0|2021-12-07|569.0|0|569.0|0|6.0|0|0.0|100
0|2021-12-08|573.0|0|573.0|0|6.0|0|0.0|100
0|2021-12-09|576.0|0|576.0|0|6.0|0|0.0|100
0|2021-12-10|576.0|0|576.0|0|6.0|0|0.0|100
0|2021-12-11|576.0|0|576.0|0|6.0|0|0.0|100
0|2021-12-12|576.0|0|576.0|0|6.0|0|0.0|100
0|2021-12-13|578.0|0|578.0|0|6.0|0|0.0|100
0|2021-12-14|578.0|0|578.0|0|6.0|0|0.0|100
0|2021-12-15|581.0|0|581.0|0|6.0|0|0.0|100
0|2021-12-16|581.0|0|581.0|0|7.0|0|0.0|100
0|2021-12-17|581.0|0|581.0|0|7.0|0|0.0|100
0|2021-12-18|581.0|0|581.0|0|7.0|0|0.0|100
0|2021-12-19|581.0|0|581.0|0|7.0|0|0.0|100
0|2021-12-20|582.0|0|582.0|0|7.0|0|0.0|100
0|2021-12-21|584.0|0|584.0|0|7.0|0|0.0|100
0|2021-12-22|586.0|0|586.0|0|7.0|0|0.0|100
0|2021-12-23|587.0|0|587.0|0|7.0|0|0.0|100
0|2021-12-24|589.0|0|589.0|0|7.0|0|0.0|100
0|2021-12-25|589.0|0|589.0|0|7.0|0|0.0|100
0|2021-12-26|589.0|0|589.0|0|7.0|0|0.0|100
0|2021-12-27|589.0|0|589.0|0|7.0|0|0.0|100
0|2021-12-28|589.0|0|589.0|0|7.0|0|0.0|100
0|2021-12-29|589.0|0|589.0|0|7.0|0|0.0|100
0|2021-12-30|590.0|0|590.0|0|7.0|0|0.0|100
0|2021-12-31|590.0|0|590.0|0|7.0|0|0.0|100
0|2022-01-01|590.0|0|590.0|0|7.0|0|0.0|100
0|2022-01-02|590.0|0|590.0|0|7.0|0|0.0|100
0|2022-01-03|592.0|0|592.0|0|7.0|0|0.0|100
0|2022-01-04|593.0|0|593.0|0|7.0|0|0.0|100
0|2022-01-05|596.0|0|596.0|0|7.0|0|0.0|100
0|2022-01-06|598.0|0|598.0|0|7.0|0|0.0|100
0|2022-01-07|600.0|0|600.0|0|7.0|0|0.0|100
0|2022-01-08|600.0|0|600.0|0|7.0|0|0.0|100
0|2022-01-09|600.0|0|600.0|0|7.0|0|0.0|100
0|2022-01-10|603.0|0|603.0|0|7.0|0|0.0|100
0|2022-01-11|603.0|0|603.0|0|7.0|0|0.0|100
0|2022-01-12|608.0|0|608.0|0|8.0|0|0.0|100
0|2022-01-13|608.0|0|610.0|0|8.0|0|0.0|100
0|2022-01-14|612.0|0|611.0|0|8.0|0|0.0|100
0|2022-01-15|612.0|0|612.0|0|8.0|0|0.0|100
0|2022-01-16|612.0|0|612.0|0|8.0|0|0.0|100
0|2022-01-17|615.0|0|0.0|100|8.0|0|0.0|100
