|dates|Brown_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Brown_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Brown_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Brown_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Brown_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Brown_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6483.0|0|6483.0|0|99.0|0|0.0|100
0|2021-10-18|6483.0|0|6502.0|0|99.0|0|0.0|100
0|2021-10-19|6483.0|0|6525.0|0|99.0|0|0.0|100
0|2021-10-20|6541.0|0|6541.0|0|99.0|0|0.0|100
0|2021-10-21|6567.0|0|6567.0|0|100.0|0|0.0|100
0|2021-10-22|6580.0|0|6580.0|0|100.0|0|0.0|100
0|2021-10-23|6580.0|0|6580.0|0|100.0|0|0.0|100
0|2021-10-24|6580.0|0|6580.0|0|100.0|0|0.0|100
0|2021-10-25|6596.0|0|6596.0|0|100.0|0|0.0|100
0|2021-10-26|6631.0|0|6631.0|0|100.0|0|0.0|100
0|2021-10-27|6652.0|0|6652.0|0|100.0|0|0.0|100
0|2021-10-28|6669.0|0|6669.0|0|100.0|0|0.0|100
0|2021-10-29|6685.0|0|6685.0|0|100.0|0|0.0|100
0|2021-10-30|6685.0|0|6685.0|0|100.0|0|0.0|100
0|2021-10-31|6685.0|0|6685.0|0|100.0|0|0.0|100
0|2021-11-01|6704.0|0|6704.0|0|100.0|0|0.0|100
0|2021-11-02|6759.0|0|6759.0|0|100.0|0|0.0|100
0|2021-11-03|6784.0|0|6784.0|0|100.0|0|0.0|100
0|2021-11-04|6806.0|0|6806.0|0|100.0|0|0.0|100
0|2021-11-05|6833.0|0|6833.0|0|100.0|0|0.0|100
0|2021-11-06|6833.0|0|6833.0|0|100.0|0|0.0|100
0|2021-11-07|6833.0|0|6833.0|0|100.0|0|0.0|100
0|2021-11-08|6851.0|0|6851.0|0|100.0|0|0.0|100
0|2021-11-09|6877.0|0|6877.0|0|100.0|0|0.0|100
0|2021-11-10|6877.0|0|6900.0|0|100.0|0|0.0|100
0|2021-11-11|6900.0|0|6900.0|0|101.0|0|0.0|100
0|2021-11-12|6922.0|0|6922.0|0|101.0|0|0.0|100
0|2021-11-13|6922.0|0|6922.0|0|101.0|0|0.0|100
0|2021-11-14|6922.0|0|6922.0|0|101.0|0|0.0|100
0|2021-11-15|6958.0|0|6958.0|0|101.0|0|0.0|100
0|2021-11-16|7010.0|0|7010.0|0|101.0|0|0.0|100
0|2021-11-17|7032.0|0|7032.0|0|101.0|0|0.0|100
0|2021-11-18|7056.0|0|7056.0|0|101.0|0|0.0|100
0|2021-11-19|7081.0|0|7081.0|0|101.0|0|0.0|100
0|2021-11-20|7081.0|0|7081.0|0|101.0|0|0.0|100
0|2021-11-21|7081.0|0|7081.0|0|101.0|0|0.0|100
0|2021-11-22|7098.0|0|7098.0|0|101.0|0|0.0|100
0|2021-11-23|7152.0|0|7152.0|0|101.0|0|0.0|100
0|2021-11-24|7184.0|0|7184.0|0|101.0|0|0.0|100
0|2021-11-25|7184.0|0|7184.0|0|101.0|0|0.0|100
0|2021-11-26|7184.0|0|7184.0|0|101.0|0|0.0|100
0|2021-11-27|7184.0|0|7184.0|0|101.0|0|0.0|100
0|2021-11-28|7184.0|0|7184.0|0|101.0|0|0.0|100
0|2021-11-29|7202.0|0|7202.0|0|103.0|0|0.0|100
0|2021-11-30|7254.0|0|7254.0|0|104.0|0|0.0|100
0|2021-12-01|7299.0|0|7299.0|0|104.0|0|0.0|100
0|2021-12-02|7324.0|0|7324.0|0|104.0|0|0.0|100
0|2021-12-03|7338.0|0|7338.0|0|105.0|0|0.0|100
0|2021-12-04|7338.0|0|7338.0|0|105.0|0|0.0|100
0|2021-12-05|7338.0|0|7338.0|0|105.0|0|0.0|100
0|2021-12-06|7361.0|0|7361.0|0|107.0|0|0.0|100
0|2021-12-07|7394.0|0|7394.0|0|107.0|0|0.0|100
0|2021-12-08|7410.0|0|7410.0|0|107.0|0|0.0|100
0|2021-12-09|7427.0|0|7427.0|0|107.0|0|0.0|100
0|2021-12-10|7437.0|0|7437.0|0|107.0|0|0.0|100
0|2021-12-11|7437.0|0|7437.0|0|107.0|0|0.0|100
0|2021-12-12|7437.0|0|7437.0|0|107.0|0|0.0|100
0|2021-12-13|7450.0|0|7450.0|0|107.0|0|0.0|100
0|2021-12-14|7450.0|0|7474.0|0|107.0|0|0.0|100
0|2021-12-15|7484.0|0|7484.0|0|107.0|0|0.0|100
0|2021-12-16|7494.0|0|7494.0|0|107.0|0|0.0|100
0|2021-12-17|7507.0|0|7507.0|0|107.0|0|0.0|100
0|2021-12-18|7507.0|0|7507.0|0|107.0|0|0.0|100
0|2021-12-19|7507.0|0|7507.0|0|107.0|0|0.0|100
0|2021-12-20|7520.0|0|7520.0|0|107.0|0|0.0|100
0|2021-12-21|7540.0|0|7540.0|0|107.0|0|0.0|100
0|2021-12-22|7556.0|0|7556.0|0|107.0|0|0.0|100
0|2021-12-23|7568.0|0|7568.0|0|107.0|0|0.0|100
0|2021-12-24|7568.0|0|7568.0|0|107.0|0|0.0|100
0|2021-12-25|7568.0|0|7568.0|0|107.0|0|0.0|100
0|2021-12-26|7568.0|0|7568.0|0|107.0|0|0.0|100
0|2021-12-27|7584.0|0|7584.0|0|107.0|0|0.0|100
0|2021-12-28|7620.0|0|7620.0|0|107.0|0|0.0|100
0|2021-12-29|7660.0|0|7660.0|0|107.0|0|0.0|100
0|2021-12-30|7679.0|0|7679.0|0|107.0|0|0.0|100
0|2021-12-31|7679.0|0|7679.0|0|107.0|0|0.0|100
0|2022-01-01|7679.0|0|7679.0|0|107.0|0|0.0|100
0|2022-01-02|7679.0|0|7679.0|0|107.0|0|0.0|100
0|2022-01-03|7707.0|0|7707.0|0|108.0|0|0.0|100
0|2022-01-04|7785.0|0|7785.0|0|108.0|0|0.0|100
0|2022-01-05|7857.0|0|7857.0|0|109.0|0|0.0|100
0|2022-01-06|7919.0|0|7919.0|0|109.0|0|0.0|100
0|2022-01-07|7977.0|0|7977.0|0|109.0|0|0.0|100
0|2022-01-08|7977.0|0|7977.0|0|109.0|0|0.0|100
0|2022-01-09|7977.0|0|7977.0|0|109.0|0|0.0|100
0|2022-01-10|8044.0|0|8044.0|0|109.0|0|0.0|100
0|2022-01-11|8179.0|0|8179.0|0|109.0|0|0.0|100
0|2022-01-12|8319.0|0|8319.0|0|109.0|0|0.0|100
0|2022-01-13|8319.0|0|8437.0|0|109.0|0|0.0|100
0|2022-01-14|8437.0|0|8530.0|0|110.0|0|0.0|100
0|2022-01-15|8530.0|0|8530.0|0|110.0|0|0.0|100
0|2022-01-16|8530.0|0|8530.0|0|110.0|0|0.0|100
0|2022-01-17|8530.0|0|0.0|100|110.0|0|0.0|100
