|dates|Jackson_Missouri_UnitedStates.JHU_ConfirmedCases.data|Jackson_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Missouri_UnitedStates.NYT_ConfirmedCases.data|Jackson_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|64470.0|0|64395.0|0|859.0|0|0.0|100
0|2021-12-22|64834.0|0|64660.0|0|860.0|0|0.0|100
0|2021-12-23|65212.0|0|65207.0|0|860.0|0|0.0|100
0|2021-12-24|65490.0|0|65207.0|0|863.0|0|0.0|100
0|2021-12-25|65490.0|0|65207.0|0|863.0|0|0.0|100
0|2021-12-26|65490.0|0|65207.0|0|863.0|0|0.0|100
0|2021-12-27|65949.0|0|65939.0|0|863.0|0|0.0|100
0|2021-12-28|66341.0|0|66298.0|0|881.0|0|0.0|100
0|2021-12-29|66849.0|0|66818.0|0|882.0|0|0.0|100
0|2021-12-30|67362.0|0|67362.0|0|884.0|0|0.0|100
0|2021-12-31|67892.0|0|67362.0|0|886.0|0|0.0|100
0|2022-01-01|67892.0|0|67362.0|0|886.0|0|0.0|100
0|2022-01-02|67892.0|0|67362.0|0|886.0|0|0.0|100
0|2022-01-03|68625.0|0|69549.0|0|886.0|0|0.0|100
0|2022-01-04|70048.0|0|70048.0|0|900.0|0|0.0|100
0|2022-01-05|70830.0|0|70830.0|0|902.0|0|0.0|100
0|2022-01-06|71820.0|0|71820.0|0|904.0|0|0.0|100
0|2022-01-07|72717.0|0|72717.0|0|905.0|0|0.0|100
0|2022-01-08|73877.0|0|73877.0|0|906.0|0|0.0|100
0|2022-01-09|74157.0|0|74157.0|0|906.0|0|0.0|100
0|2022-01-10|74638.0|0|74638.0|0|908.0|0|0.0|100
0|2022-01-11|75646.0|0|75646.0|0|927.0|0|0.0|100
0|2022-01-12|76473.0|0|76473.0|0|931.0|0|0.0|100
0|2022-01-13|76473.0|0|77654.0|0|931.0|0|0.0|100
0|2022-01-14|78474.0|0|78474.0|0|945.0|0|0.0|100
0|2022-01-15|79995.0|0|79995.0|0|945.0|0|0.0|100
0|2022-01-16|79995.0|0|79995.0|0|945.0|0|0.0|100
0|2022-01-17|79995.0|0|0.0|100|944.0|0|0.0|100
