|dates|Jackson_Missouri_UnitedStates.JHU_ConfirmedCases.data|Jackson_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Missouri_UnitedStates.NYT_ConfirmedCases.data|Jackson_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|55222.0|0|55222.0|0|672.0|0|0.0|100
0|2021-10-18|55242.0|0|55242.0|0|672.0|0|0.0|100
0|2021-10-19|55297.0|0|55297.0|0|680.0|0|0.0|100
0|2021-10-20|55370.0|0|55370.0|0|683.0|0|0.0|100
0|2021-10-21|55452.0|0|55452.0|0|683.0|0|0.0|100
0|2021-10-22|55516.0|0|55516.0|0|683.0|0|0.0|100
0|2021-10-23|55607.0|0|55607.0|0|684.0|0|0.0|100
0|2021-10-24|55650.0|0|55650.0|0|684.0|0|0.0|100
0|2021-10-25|55684.0|0|55684.0|0|684.0|0|0.0|100
0|2021-10-26|55775.0|0|55775.0|0|690.0|0|0.0|100
0|2021-10-27|55851.0|0|55851.0|0|693.0|0|0.0|100
0|2021-10-28|55932.0|0|55932.0|0|695.0|0|0.0|100
0|2021-10-29|56007.0|0|56007.0|0|696.0|0|0.0|100
0|2021-10-30|56089.0|0|56089.0|0|698.0|0|0.0|100
0|2021-10-31|56143.0|0|56143.0|0|698.0|0|0.0|100
0|2021-11-01|56176.0|0|56176.0|0|698.0|0|0.0|100
0|2021-11-02|56248.0|0|56248.0|0|707.0|0|0.0|100
0|2021-11-03|56308.0|0|56308.0|0|707.0|0|0.0|100
0|2021-11-04|56413.0|0|56413.0|0|707.0|0|0.0|100
0|2021-11-05|56478.0|0|56478.0|0|709.0|0|0.0|100
0|2021-11-06|56572.0|0|56572.0|0|709.0|0|0.0|100
0|2021-11-07|56626.0|0|56626.0|0|709.0|0|0.0|100
0|2021-11-08|56670.0|0|56670.0|0|709.0|0|0.0|100
0|2021-11-09|56758.0|0|56758.0|0|710.0|0|0.0|100
0|2021-11-10|56856.0|0|56856.0|0|713.0|0|0.0|100
0|2021-11-11|56856.0|0|56856.0|0|713.0|0|0.0|100
0|2021-11-12|57067.0|0|57067.0|0|713.0|0|0.0|100
0|2021-11-13|57166.0|0|57166.0|0|714.0|0|0.0|100
0|2021-11-14|57219.0|0|57219.0|0|714.0|0|0.0|100
0|2021-11-15|57261.0|0|57261.0|0|714.0|0|0.0|100
0|2021-11-16|57347.0|0|57347.0|0|717.0|0|0.0|100
0|2021-11-17|57427.0|0|57427.0|0|720.0|0|0.0|100
0|2021-11-18|58098.0|0|58098.0|0|726.0|0|0.0|100
0|2021-11-19|58204.0|0|58204.0|0|727.0|0|0.0|100
0|2021-11-20|58339.0|0|58339.0|0|728.0|0|0.0|100
0|2021-11-21|58390.0|0|58390.0|0|728.0|0|0.0|100
0|2021-11-22|58436.0|0|58436.0|0|721.0|0|0.0|100
0|2021-11-23|58549.0|0|58549.0|0|724.0|0|0.0|100
0|2021-11-24|58729.0|0|58729.0|0|724.0|0|0.0|100
0|2021-11-25|58729.0|0|58729.0|0|724.0|0|0.0|100
0|2021-11-26|58729.0|0|58729.0|0|724.0|0|0.0|100
0|2021-11-27|58729.0|0|58729.0|0|724.0|0|0.0|100
0|2021-11-28|58729.0|0|58729.0|0|724.0|0|0.0|100
0|2021-11-29|59165.0|0|59165.0|0|725.0|0|0.0|100
0|2021-11-30|59371.0|0|59371.0|0|729.0|0|0.0|100
0|2021-12-01|59560.0|0|59560.0|0|730.0|0|0.0|100
0|2021-12-02|59880.0|0|59805.0|0|840.0|0|0.0|100
0|2021-12-03|60052.0|0|59805.0|0|840.0|0|0.0|100
0|2021-12-04|60255.0|0|60255.0|0|841.0|0|0.0|100
0|2021-12-05|60347.0|0|60347.0|0|841.0|0|0.0|100
0|2021-12-06|60645.0|0|60645.0|0|841.0|0|0.0|100
0|2021-12-07|60896.0|0|60838.0|0|843.0|0|0.0|100
0|2021-12-08|61197.0|0|61099.0|0|843.0|0|0.0|100
0|2021-12-09|61454.0|0|61370.0|0|843.0|0|0.0|100
0|2021-12-10|61751.0|0|61677.0|0|844.0|0|0.0|100
0|2021-12-11|61909.0|0|61909.0|0|844.0|0|0.0|100
0|2021-12-12|62111.0|0|62111.0|0|844.0|0|0.0|100
0|2021-12-13|62294.0|0|62224.0|0|844.0|0|0.0|100
0|2021-12-14|62294.0|0|62512.0|0|844.0|0|0.0|100
0|2021-12-15|62898.0|0|62801.0|0|853.0|0|0.0|100
0|2021-12-16|63226.0|0|63154.0|0|854.0|0|0.0|100
0|2021-12-17|63555.0|0|63450.0|0|856.0|0|0.0|100
0|2021-12-18|63775.0|0|63775.0|0|857.0|0|0.0|100
0|2021-12-19|63983.0|0|63983.0|0|857.0|0|0.0|100
0|2021-12-20|64210.0|0|64133.0|0|857.0|0|0.0|100
