|dates|Franklin_Indiana_UnitedStates.JHU_ConfirmedCases.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Indiana_UnitedStates.NYT_ConfirmedCases.data|Franklin_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2627.0|0|2648.0|0|42.0|0|0.0|100
0|2021-10-18|2640.0|0|2661.0|0|42.0|0|0.0|100
0|2021-10-19|2645.0|0|2666.0|0|42.0|0|0.0|100
0|2021-10-20|2651.0|0|2672.0|0|43.0|0|0.0|100
0|2021-10-21|2654.0|0|2675.0|0|43.0|0|0.0|100
0|2021-10-22|2656.0|0|2677.0|0|43.0|0|0.0|100
0|2021-10-23|2656.0|0|2677.0|0|43.0|0|0.0|100
0|2021-10-24|2656.0|0|2677.0|0|43.0|0|0.0|100
0|2021-10-25|2664.0|0|2685.0|0|43.0|0|0.0|100
0|2021-10-26|2667.0|0|2688.0|0|43.0|0|0.0|100
0|2021-10-27|2669.0|0|2690.0|0|43.0|0|0.0|100
0|2021-10-28|2671.0|0|2692.0|0|43.0|0|0.0|100
0|2021-10-29|2675.0|0|2696.0|0|43.0|0|0.0|100
0|2021-10-30|2675.0|0|2696.0|0|43.0|0|0.0|100
0|2021-10-31|2675.0|0|2696.0|0|43.0|0|0.0|100
0|2021-11-01|2682.0|0|2703.0|0|43.0|0|0.0|100
0|2021-11-02|2683.0|0|2704.0|0|43.0|0|0.0|100
0|2021-11-03|2688.0|0|2709.0|0|44.0|0|0.0|100
0|2021-11-04|2690.0|0|2711.0|0|43.0|0|0.0|100
0|2021-11-05|2694.0|0|2715.0|0|43.0|0|0.0|100
0|2021-11-06|2694.0|0|2715.0|0|43.0|0|0.0|100
0|2021-11-07|2694.0|0|2715.0|0|43.0|0|0.0|100
0|2021-11-08|2701.0|0|2722.0|0|43.0|0|0.0|100
0|2021-11-09|2704.0|0|2725.0|0|43.0|0|0.0|100
0|2021-11-10|2704.0|0|2739.0|0|43.0|0|0.0|100
0|2021-11-11|2737.0|0|2759.0|0|43.0|0|0.0|100
0|2021-11-12|2745.0|0|2767.0|0|44.0|0|0.0|100
0|2021-11-13|2745.0|0|2767.0|0|44.0|0|0.0|100
0|2021-11-14|2745.0|0|2767.0|0|44.0|0|0.0|100
0|2021-11-15|2759.0|0|2781.0|0|44.0|0|0.0|100
0|2021-11-16|2765.0|0|2787.0|0|44.0|0|0.0|100
0|2021-11-17|2775.0|0|2797.0|0|44.0|0|0.0|100
0|2021-11-18|2786.0|0|2808.0|0|44.0|0|0.0|100
0|2021-11-19|2804.0|0|2826.0|0|44.0|0|0.0|100
0|2021-11-20|2804.0|0|2826.0|0|44.0|0|0.0|100
0|2021-11-21|2804.0|0|2826.0|0|44.0|0|0.0|100
0|2021-11-22|2820.0|0|2843.0|0|44.0|0|0.0|100
0|2021-11-23|2821.0|0|2844.0|0|44.0|0|0.0|100
0|2021-11-24|2835.0|0|2858.0|0|44.0|0|0.0|100
0|2021-11-25|2835.0|0|2858.0|0|44.0|0|0.0|100
0|2021-11-26|2835.0|0|2858.0|0|44.0|0|0.0|100
0|2021-11-27|2835.0|0|2858.0|0|44.0|0|0.0|100
0|2021-11-28|2835.0|0|2858.0|0|44.0|0|0.0|100
0|2021-11-29|2867.0|0|2891.0|0|44.0|0|0.0|100
0|2021-11-30|2871.0|0|2895.0|0|44.0|0|0.0|100
0|2021-12-01|2895.0|0|2919.0|0|44.0|0|0.0|100
0|2021-12-02|2895.0|0|2932.0|0|44.0|0|0.0|100
0|2021-12-03|2927.0|0|2951.0|0|44.0|0|0.0|100
0|2021-12-04|2927.0|0|2951.0|0|44.0|0|0.0|100
0|2021-12-05|2927.0|0|2951.0|0|44.0|0|0.0|100
0|2021-12-06|2952.0|0|2976.0|0|44.0|0|0.0|100
0|2021-12-07|2958.0|0|2982.0|0|44.0|0|0.0|100
0|2021-12-08|2990.0|0|3014.0|0|44.0|0|0.0|100
0|2021-12-09|3011.0|0|3035.0|0|44.0|0|0.0|100
0|2021-12-10|3030.0|0|3054.0|0|44.0|0|0.0|100
0|2021-12-11|3030.0|0|3054.0|0|44.0|0|0.0|100
0|2021-12-12|3030.0|0|3054.0|0|44.0|0|0.0|100
0|2021-12-13|3059.0|0|3083.0|0|44.0|0|0.0|100
0|2021-12-14|3059.0|0|3096.0|0|44.0|0|0.0|100
0|2021-12-15|3094.0|0|3118.0|0|44.0|0|0.0|100
0|2021-12-16|3100.0|0|3124.0|0|45.0|0|0.0|100
0|2021-12-17|3129.0|0|3153.0|0|45.0|0|0.0|100
0|2021-12-18|3129.0|0|3153.0|0|45.0|0|0.0|100
0|2021-12-19|3129.0|0|3153.0|0|45.0|0|0.0|100
0|2021-12-20|3160.0|0|3184.0|0|45.0|0|0.0|100
0|2021-12-21|3170.0|0|3194.0|0|45.0|0|0.0|100
0|2021-12-22|3198.0|0|3222.0|0|45.0|0|0.0|100
0|2021-12-23|3198.0|0|3222.0|0|45.0|0|0.0|100
0|2021-12-24|3198.0|0|3222.0|0|45.0|0|0.0|100
0|2021-12-25|3198.0|0|3222.0|0|45.0|0|0.0|100
0|2021-12-26|3198.0|0|3222.0|0|45.0|0|0.0|100
0|2021-12-27|3224.0|0|3248.0|0|45.0|0|0.0|100
0|2021-12-28|3232.0|0|3256.0|0|47.0|0|0.0|100
0|2021-12-29|3257.0|0|3281.0|0|47.0|0|0.0|100
0|2021-12-30|3285.0|0|3309.0|0|47.0|0|0.0|100
0|2021-12-31|3285.0|0|3309.0|0|47.0|0|0.0|100
0|2022-01-01|3285.0|0|3309.0|0|47.0|0|0.0|100
0|2022-01-02|3285.0|0|3309.0|0|47.0|0|0.0|100
0|2022-01-03|3349.0|0|3373.0|0|48.0|0|0.0|100
0|2022-01-04|3360.0|0|3384.0|0|48.0|0|0.0|100
0|2022-01-05|3417.0|0|3441.0|0|48.0|0|0.0|100
0|2022-01-06|3430.0|0|3454.0|0|48.0|0|0.0|100
0|2022-01-07|3468.0|0|3492.0|0|48.0|0|0.0|100
0|2022-01-08|3468.0|0|3492.0|0|48.0|0|0.0|100
0|2022-01-09|3468.0|0|3492.0|0|48.0|0|0.0|100
0|2022-01-10|3526.0|0|3550.0|0|48.0|0|0.0|100
0|2022-01-11|3554.0|0|3578.0|0|49.0|0|0.0|100
0|2022-01-12|3591.0|0|3615.0|0|49.0|0|0.0|100
0|2022-01-13|3591.0|0|3644.0|0|49.0|0|0.0|100
0|2022-01-14|3642.0|0|3666.0|0|50.0|0|0.0|100
0|2022-01-15|3642.0|0|3666.0|0|50.0|0|0.0|100
0|2022-01-16|3642.0|0|3666.0|0|50.0|0|0.0|100
0|2022-01-17|3698.0|0|0.0|100|50.0|0|0.0|100
