|dates|Laurel_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Laurel_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Laurel_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Laurel_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Laurel_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Laurel_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Laurel_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Laurel_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|13705.0|0|13705.0|0|173.0|0|0.0|100
0|2021-12-19|13705.0|0|13705.0|0|173.0|0|0.0|100
0|2021-12-20|13755.0|0|13755.0|0|175.0|0|0.0|100
0|2021-12-21|13822.0|0|13822.0|0|175.0|0|0.0|100
0|2021-12-22|13872.0|0|13872.0|0|175.0|0|0.0|100
0|2021-12-23|13872.0|0|13872.0|0|175.0|0|0.0|100
0|2021-12-24|13872.0|0|13872.0|0|175.0|0|0.0|100
0|2021-12-25|13872.0|0|13872.0|0|175.0|0|0.0|100
0|2021-12-26|13872.0|0|13872.0|0|175.0|0|0.0|100
0|2021-12-27|13933.0|0|13933.0|0|177.0|0|0.0|100
0|2021-12-28|14011.0|0|14011.0|0|177.0|0|0.0|100
0|2021-12-29|14078.0|0|14078.0|0|177.0|0|0.0|100
0|2021-12-30|14078.0|0|14078.0|0|177.0|0|0.0|100
0|2021-12-31|14078.0|0|14078.0|0|177.0|0|0.0|100
0|2022-01-01|14078.0|0|14078.0|0|177.0|0|0.0|100
0|2022-01-02|14078.0|0|14078.0|0|177.0|0|0.0|100
0|2022-01-03|14201.0|0|14201.0|0|180.0|0|0.0|100
0|2022-01-04|14236.0|0|14236.0|0|181.0|0|0.0|100
0|2022-01-05|14291.0|0|14291.0|0|181.0|0|0.0|100
0|2022-01-06|14328.0|0|14328.0|0|183.0|0|0.0|100
0|2022-01-07|14383.0|0|14383.0|0|185.0|0|0.0|100
0|2022-01-08|14383.0|0|14383.0|0|185.0|0|0.0|100
0|2022-01-09|14383.0|0|14383.0|0|185.0|0|0.0|100
0|2022-01-10|14437.0|0|14437.0|0|185.0|0|0.0|100
0|2022-01-11|14511.0|0|14511.0|0|185.0|0|0.0|100
0|2022-01-12|14568.0|0|14568.0|0|185.0|0|0.0|100
0|2022-01-13|14568.0|0|14593.0|0|185.0|0|0.0|100
0|2022-01-14|14695.0|0|14695.0|0|185.0|0|0.0|100
0|2022-01-15|14695.0|0|14695.0|0|185.0|0|0.0|100
0|2022-01-16|14695.0|0|14695.0|0|185.0|0|0.0|100
0|2022-01-17|14695.0|0|0.0|100|185.0|0|0.0|100
