|dates|Bland_Virginia_UnitedStates.JHU_ConfirmedCases.data|Bland_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Bland_Virginia_UnitedStates.NYT_ConfirmedCases.data|Bland_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Bland_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Bland_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Bland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Bland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|1185.0|0|1185.0|0|18.0|0|0.0|100
0|2022-01-02|1185.0|0|1185.0|0|18.0|0|0.0|100
0|2022-01-03|1202.0|0|1202.0|0|18.0|0|0.0|100
0|2022-01-04|1204.0|0|1204.0|0|18.0|0|0.0|100
0|2022-01-05|1206.0|0|1206.0|0|18.0|0|0.0|100
0|2022-01-06|1212.0|0|1212.0|0|18.0|0|0.0|100
0|2022-01-07|1227.0|0|1227.0|0|18.0|0|0.0|100
0|2022-01-08|1227.0|0|1227.0|0|18.0|0|0.0|100
0|2022-01-09|1227.0|0|1227.0|0|18.0|0|0.0|100
0|2022-01-10|1256.0|0|1256.0|0|18.0|0|0.0|100
0|2022-01-11|1258.0|0|1258.0|0|18.0|0|0.0|100
0|2022-01-12|1264.0|0|1264.0|0|18.0|0|0.0|100
0|2022-01-13|1264.0|0|1287.0|0|18.0|0|0.0|100
0|2022-01-14|1299.0|0|1299.0|0|18.0|0|0.0|100
0|2022-01-15|1299.0|0|1299.0|0|18.0|0|0.0|100
0|2022-01-16|1299.0|0|1299.0|0|18.0|0|0.0|100
0|2022-01-17|1348.0|0|0.0|100|18.0|0|0.0|100
