|dates|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedCases.data|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Portsmouth_Virginia_UnitedStates.NYT_ConfirmedCases.data|Portsmouth_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Portsmouth_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|13068.0|0|13068.0|0|250.0|0|0.0|100
0|2021-12-06|13101.0|0|13101.0|0|250.0|0|0.0|100
0|2021-12-07|13117.0|0|13117.0|0|250.0|0|0.0|100
0|2021-12-08|13142.0|0|13142.0|0|251.0|0|0.0|100
0|2021-12-09|13169.0|0|13169.0|0|251.0|0|0.0|100
0|2021-12-10|13188.0|0|13188.0|0|252.0|0|0.0|100
0|2021-12-11|13188.0|0|13188.0|0|252.0|0|0.0|100
0|2021-12-12|13188.0|0|13188.0|0|252.0|0|0.0|100
0|2021-12-13|13247.0|0|13247.0|0|254.0|0|0.0|100
0|2021-12-14|13247.0|0|13260.0|0|254.0|0|0.0|100
0|2021-12-15|13287.0|0|13287.0|0|254.0|0|0.0|100
0|2021-12-16|13309.0|0|13309.0|0|254.0|0|0.0|100
0|2021-12-17|13359.0|0|13359.0|0|254.0|0|0.0|100
0|2021-12-18|13359.0|0|13359.0|0|254.0|0|0.0|100
0|2021-12-19|13359.0|0|13359.0|0|254.0|0|0.0|100
0|2021-12-20|13413.0|0|13413.0|0|254.0|0|0.0|100
0|2021-12-21|13433.0|0|13433.0|0|254.0|0|0.0|100
0|2021-12-22|13483.0|0|13483.0|0|254.0|0|0.0|100
0|2021-12-23|13537.0|0|13537.0|0|255.0|0|0.0|100
0|2021-12-24|13618.0|0|13618.0|0|255.0|0|0.0|100
0|2021-12-25|13618.0|0|13618.0|0|255.0|0|0.0|100
0|2021-12-26|13618.0|0|13618.0|0|255.0|0|0.0|100
0|2021-12-27|13814.0|0|13814.0|0|255.0|0|0.0|100
0|2021-12-28|13893.0|0|13893.0|0|256.0|0|0.0|100
0|2021-12-29|14089.0|0|14089.0|0|256.0|0|0.0|100
0|2021-12-30|14265.0|0|14265.0|0|256.0|0|0.0|100
0|2021-12-31|14523.0|0|14523.0|0|256.0|0|0.0|100
0|2022-01-01|14523.0|0|14523.0|0|256.0|0|0.0|100
0|2022-01-02|14523.0|0|14523.0|0|256.0|0|0.0|100
0|2022-01-03|15062.0|0|15062.0|0|256.0|0|0.0|100
0|2022-01-04|15339.0|0|15339.0|0|256.0|0|0.0|100
0|2022-01-05|15506.0|0|15506.0|0|256.0|0|0.0|100
0|2022-01-06|15814.0|0|15814.0|0|256.0|0|0.0|100
0|2022-01-07|16100.0|0|16100.0|0|256.0|0|0.0|100
0|2022-01-08|16100.0|0|16100.0|0|256.0|0|0.0|100
0|2022-01-09|16100.0|0|16100.0|0|256.0|0|0.0|100
0|2022-01-10|16881.0|0|16881.0|0|256.0|0|0.0|100
0|2022-01-11|17113.0|0|17113.0|0|256.0|0|0.0|100
0|2022-01-12|17331.0|0|17331.0|0|256.0|0|0.0|100
0|2022-01-13|17331.0|0|17624.0|0|256.0|0|0.0|100
0|2022-01-14|17830.0|0|17830.0|0|256.0|0|0.0|100
0|2022-01-15|17830.0|0|17830.0|0|256.0|0|0.0|100
0|2022-01-16|17830.0|0|17830.0|0|256.0|0|0.0|100
0|2022-01-17|18398.0|0|0.0|100|256.0|0|0.0|100
