|dates|Walker_Texas_UnitedStates.JHU_ConfirmedCases.data|Walker_Texas_UnitedStates.JHU_ConfirmedCases.missing|Walker_Texas_UnitedStates.NYT_ConfirmedCases.data|Walker_Texas_UnitedStates.NYT_ConfirmedCases.missing|Walker_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Walker_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Walker_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Walker_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|12929.0|0|12929.0|0|189.0|0|0.0|100
0|2022-01-04|13071.0|0|13071.0|0|189.0|0|0.0|100
0|2022-01-05|13071.0|0|13237.0|0|189.0|0|0.0|100
0|2022-01-06|13325.0|0|13325.0|0|189.0|0|0.0|100
0|2022-01-07|13598.0|0|13598.0|0|189.0|0|0.0|100
0|2022-01-08|13752.0|0|13752.0|0|189.0|0|0.0|100
0|2022-01-09|13850.0|0|13850.0|0|189.0|0|0.0|100
0|2022-01-10|13947.0|0|13947.0|0|189.0|0|0.0|100
0|2022-01-11|14041.0|0|14041.0|0|189.0|0|0.0|100
0|2022-01-12|14200.0|0|14200.0|0|189.0|0|0.0|100
0|2022-01-13|14200.0|0|14343.0|0|189.0|0|0.0|100
0|2022-01-14|14343.0|0|15366.0|0|189.0|0|0.0|100
0|2022-01-15|15534.0|0|15534.0|0|191.0|0|0.0|100
0|2022-01-16|15642.0|0|15642.0|0|191.0|0|0.0|100
0|2022-01-17|15725.0|0|0.0|100|191.0|0|0.0|100
