|dates|Graham_Kansas_UnitedStates.JHU_ConfirmedCases.data|Graham_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Graham_Kansas_UnitedStates.NYT_ConfirmedCases.data|Graham_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Graham_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Graham_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Graham_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Graham_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|337.0|0|337.0|0|12.0|0|0.0|100
0|2021-11-29|340.0|0|340.0|0|12.0|0|0.0|100
0|2021-11-30|340.0|0|340.0|0|12.0|0|0.0|100
0|2021-12-01|345.0|0|345.0|0|12.0|0|0.0|100
0|2021-12-02|345.0|0|345.0|0|12.0|0|0.0|100
0|2021-12-03|345.0|0|349.0|0|12.0|0|0.0|100
0|2021-12-04|349.0|0|349.0|0|12.0|0|0.0|100
0|2021-12-05|349.0|0|349.0|0|12.0|0|0.0|100
0|2021-12-06|351.0|0|351.0|0|12.0|0|0.0|100
0|2021-12-07|351.0|0|351.0|0|12.0|0|0.0|100
0|2021-12-08|359.0|0|359.0|0|12.0|0|0.0|100
0|2021-12-09|359.0|0|359.0|0|12.0|0|0.0|100
0|2021-12-10|365.0|0|365.0|0|12.0|0|0.0|100
0|2021-12-11|365.0|0|365.0|0|12.0|0|0.0|100
0|2021-12-12|365.0|0|365.0|0|12.0|0|0.0|100
0|2021-12-13|365.0|0|365.0|0|12.0|0|0.0|100
0|2021-12-14|365.0|0|365.0|0|12.0|0|0.0|100
0|2021-12-15|371.0|0|371.0|0|12.0|0|0.0|100
0|2021-12-16|371.0|0|371.0|0|12.0|0|0.0|100
0|2021-12-17|373.0|0|373.0|0|12.0|0|0.0|100
0|2021-12-18|373.0|0|373.0|0|12.0|0|0.0|100
0|2021-12-19|373.0|0|373.0|0|12.0|0|0.0|100
0|2021-12-20|375.0|0|375.0|0|12.0|0|0.0|100
0|2021-12-21|375.0|0|375.0|0|12.0|0|0.0|100
0|2021-12-22|378.0|0|378.0|0|12.0|0|0.0|100
0|2021-12-23|378.0|0|378.0|0|12.0|0|0.0|100
0|2021-12-24|378.0|0|378.0|0|12.0|0|0.0|100
0|2021-12-25|378.0|0|378.0|0|12.0|0|0.0|100
0|2021-12-26|378.0|0|378.0|0|12.0|0|0.0|100
0|2021-12-27|386.0|0|386.0|0|12.0|0|0.0|100
0|2021-12-28|386.0|0|386.0|0|12.0|0|0.0|100
0|2021-12-29|390.0|0|390.0|0|12.0|0|0.0|100
0|2021-12-30|390.0|0|390.0|0|12.0|0|0.0|100
0|2021-12-31|390.0|0|390.0|0|12.0|0|0.0|100
0|2022-01-01|390.0|0|390.0|0|12.0|0|0.0|100
0|2022-01-02|390.0|0|390.0|0|12.0|0|0.0|100
0|2022-01-03|398.0|0|398.0|0|12.0|0|0.0|100
0|2022-01-04|398.0|0|398.0|0|12.0|0|0.0|100
0|2022-01-05|407.0|0|407.0|0|12.0|0|0.0|100
0|2022-01-06|407.0|0|407.0|0|12.0|0|0.0|100
0|2022-01-07|409.0|0|409.0|0|13.0|0|0.0|100
0|2022-01-08|409.0|0|409.0|0|13.0|0|0.0|100
0|2022-01-09|409.0|0|409.0|0|13.0|0|0.0|100
0|2022-01-10|410.0|0|410.0|0|13.0|0|0.0|100
0|2022-01-11|410.0|0|410.0|0|13.0|0|0.0|100
0|2022-01-12|410.0|0|412.0|0|13.0|0|0.0|100
0|2022-01-13|410.0|0|414.0|0|13.0|0|0.0|100
0|2022-01-14|433.0|0|433.0|0|13.0|0|0.0|100
0|2022-01-15|433.0|0|433.0|0|13.0|0|0.0|100
0|2022-01-16|433.0|0|433.0|0|13.0|0|0.0|100
0|2022-01-17|433.0|0|0.0|100|13.0|0|0.0|100
