|dates|Coal_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Coal_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Coal_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Coal_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Coal_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Coal_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Coal_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Coal_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1027.0|0|1027.0|0|19.0|0|0.0|100
0|2021-10-18|1027.0|0|1027.0|0|19.0|0|0.0|100
0|2021-10-19|1027.0|0|1027.0|0|19.0|0|0.0|100
0|2021-10-20|1052.0|0|1052.0|0|20.0|0|0.0|100
0|2021-10-21|1052.0|0|1052.0|0|20.0|0|0.0|100
0|2021-10-22|1052.0|0|1052.0|0|20.0|0|0.0|100
0|2021-10-23|1052.0|0|1052.0|0|20.0|0|0.0|100
0|2021-10-24|1052.0|0|1052.0|0|20.0|0|0.0|100
0|2021-10-25|1052.0|0|1052.0|0|20.0|0|0.0|100
0|2021-10-26|1052.0|0|1052.0|0|20.0|0|0.0|100
0|2021-10-27|1060.0|0|1060.0|0|20.0|0|0.0|100
0|2021-10-28|1060.0|0|1060.0|0|20.0|0|0.0|100
0|2021-10-29|1060.0|0|1060.0|0|20.0|0|0.0|100
0|2021-10-30|1060.0|0|1060.0|0|20.0|0|0.0|100
0|2021-10-31|1060.0|0|1060.0|0|20.0|0|0.0|100
0|2021-11-01|1060.0|0|1060.0|0|20.0|0|0.0|100
0|2021-11-02|1060.0|0|1060.0|0|20.0|0|0.0|100
0|2021-11-03|1063.0|0|1063.0|0|20.0|0|0.0|100
0|2021-11-04|1063.0|0|1063.0|0|20.0|0|0.0|100
0|2021-11-05|1063.0|0|1063.0|0|20.0|0|0.0|100
0|2021-11-06|1063.0|0|1063.0|0|20.0|0|0.0|100
0|2021-11-07|1063.0|0|1063.0|0|20.0|0|0.0|100
0|2021-11-08|1063.0|0|1063.0|0|20.0|0|0.0|100
0|2021-11-09|1063.0|0|1063.0|0|20.0|0|0.0|100
0|2021-11-10|1063.0|0|1068.0|0|20.0|0|0.0|100
0|2021-11-11|1063.0|0|1068.0|0|20.0|0|0.0|100
0|2021-11-12|1068.0|0|1068.0|0|20.0|0|0.0|100
0|2021-11-13|1068.0|0|1068.0|0|20.0|0|0.0|100
0|2021-11-14|1068.0|0|1068.0|0|20.0|0|0.0|100
0|2021-11-15|1068.0|0|1068.0|0|20.0|0|0.0|100
0|2021-11-16|1068.0|0|1068.0|0|20.0|0|0.0|100
0|2021-11-17|1075.0|0|1075.0|0|20.0|0|0.0|100
0|2021-11-18|1075.0|0|1075.0|0|20.0|0|0.0|100
0|2021-11-19|1075.0|0|1075.0|0|20.0|0|0.0|100
0|2021-11-20|1075.0|0|1075.0|0|20.0|0|0.0|100
0|2021-11-21|1075.0|0|1075.0|0|20.0|0|0.0|100
0|2021-11-22|1075.0|0|1075.0|0|20.0|0|0.0|100
0|2021-11-23|1075.0|0|1075.0|0|20.0|0|0.0|100
0|2021-11-24|1081.0|0|1081.0|0|20.0|0|0.0|100
0|2021-11-25|1081.0|0|1081.0|0|20.0|0|0.0|100
0|2021-11-26|1081.0|0|1081.0|0|20.0|0|0.0|100
0|2021-11-27|1081.0|0|1081.0|0|20.0|0|0.0|100
0|2021-11-28|1081.0|0|1081.0|0|20.0|0|0.0|100
0|2021-11-29|1081.0|0|1081.0|0|20.0|0|0.0|100
0|2021-11-30|1081.0|0|1081.0|0|20.0|0|0.0|100
