|dates|Iosco_Michigan_UnitedStates.JHU_ConfirmedCases.data|Iosco_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Iosco_Michigan_UnitedStates.NYT_ConfirmedCases.data|Iosco_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Iosco_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Iosco_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Iosco_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Iosco_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2817.0|0|2817.0|0|92.0|0|0.0|100
0|2021-10-18|2884.0|0|2884.0|0|92.0|0|0.0|100
0|2021-10-19|2884.0|0|2884.0|0|92.0|0|0.0|100
0|2021-10-20|2907.0|0|2907.0|0|92.0|0|0.0|100
0|2021-10-21|2907.0|0|2907.0|0|92.0|0|0.0|100
0|2021-10-22|2938.0|0|2938.0|0|93.0|0|0.0|100
0|2021-10-23|2938.0|0|2938.0|0|93.0|0|0.0|100
0|2021-10-24|2938.0|0|2938.0|0|93.0|0|0.0|100
0|2021-10-25|2986.0|0|2986.0|0|94.0|0|0.0|100
0|2021-10-26|2986.0|0|2986.0|0|94.0|0|0.0|100
0|2021-10-27|3023.0|0|3023.0|0|96.0|0|0.0|100
0|2021-10-28|3023.0|0|3023.0|0|96.0|0|0.0|100
0|2021-10-29|3057.0|0|3057.0|0|96.0|0|0.0|100
0|2021-10-30|3057.0|0|3057.0|0|96.0|0|0.0|100
0|2021-10-31|3057.0|0|3057.0|0|96.0|0|0.0|100
0|2021-11-01|3119.0|0|3119.0|0|96.0|0|0.0|100
0|2021-11-02|3119.0|0|3119.0|0|96.0|0|0.0|100
0|2021-11-03|3151.0|0|3151.0|0|97.0|0|0.0|100
0|2021-11-04|3151.0|0|3151.0|0|97.0|0|0.0|100
0|2021-11-05|3179.0|0|3179.0|0|98.0|0|0.0|100
0|2021-11-06|3179.0|0|3179.0|0|98.0|0|0.0|100
0|2021-11-07|3179.0|0|3179.0|0|98.0|0|0.0|100
0|2021-11-08|3208.0|0|3208.0|0|98.0|0|0.0|100
0|2021-11-09|3208.0|0|3208.0|0|98.0|0|0.0|100
0|2021-11-10|3227.0|0|3227.0|0|98.0|0|0.0|100
0|2021-11-11|3227.0|0|3227.0|0|98.0|0|0.0|100
0|2021-11-12|3263.0|0|3263.0|0|98.0|0|0.0|100
0|2021-11-13|3263.0|0|3263.0|0|98.0|0|0.0|100
0|2021-11-14|3263.0|0|3263.0|0|98.0|0|0.0|100
0|2021-11-15|3327.0|0|3327.0|0|100.0|0|0.0|100
0|2021-11-16|3327.0|0|3327.0|0|100.0|0|0.0|100
0|2021-11-17|3349.0|0|3349.0|0|102.0|0|0.0|100
0|2021-11-18|3349.0|0|3349.0|0|102.0|0|0.0|100
0|2021-11-19|3385.0|0|3385.0|0|103.0|0|0.0|100
0|2021-11-20|3385.0|0|3385.0|0|103.0|0|0.0|100
0|2021-11-21|3385.0|0|3385.0|0|103.0|0|0.0|100
0|2021-11-22|3434.0|0|3434.0|0|103.0|0|0.0|100
0|2021-11-23|3434.0|0|3434.0|0|103.0|0|0.0|100
0|2021-11-24|3457.0|0|3457.0|0|103.0|0|0.0|100
0|2021-11-25|3457.0|0|3457.0|0|103.0|0|0.0|100
0|2021-11-26|3457.0|0|3457.0|0|103.0|0|0.0|100
0|2021-11-27|3457.0|0|3457.0|0|103.0|0|0.0|100
0|2021-11-28|3457.0|0|3457.0|0|103.0|0|0.0|100
0|2021-11-29|3500.0|0|3500.0|0|103.0|0|0.0|100
0|2021-11-30|3500.0|0|3500.0|0|103.0|0|0.0|100
0|2021-12-01|3530.0|0|3530.0|0|104.0|0|0.0|100
0|2021-12-02|3530.0|0|3530.0|0|104.0|0|0.0|100
0|2021-12-03|3574.0|0|3574.0|0|105.0|0|0.0|100
0|2021-12-04|3574.0|0|3574.0|0|105.0|0|0.0|100
0|2021-12-05|3574.0|0|3574.0|0|105.0|0|0.0|100
0|2021-12-06|3616.0|0|3616.0|0|105.0|0|0.0|100
0|2021-12-07|3616.0|0|3616.0|0|105.0|0|0.0|100
0|2021-12-08|3637.0|0|3637.0|0|106.0|0|0.0|100
0|2021-12-09|3637.0|0|3637.0|0|106.0|0|0.0|100
0|2021-12-10|3655.0|0|3655.0|0|106.0|0|0.0|100
0|2021-12-11|3655.0|0|3655.0|0|106.0|0|0.0|100
0|2021-12-12|3655.0|0|3655.0|0|106.0|0|0.0|100
0|2021-12-13|3697.0|0|3697.0|0|107.0|0|0.0|100
0|2021-12-14|3697.0|0|3697.0|0|107.0|0|0.0|100
0|2021-12-15|3712.0|0|3712.0|0|112.0|0|0.0|100
0|2021-12-16|3712.0|0|3712.0|0|112.0|0|0.0|100
0|2021-12-17|3731.0|0|3731.0|0|112.0|0|0.0|100
0|2021-12-18|3731.0|0|3731.0|0|112.0|0|0.0|100
0|2021-12-19|3731.0|0|3731.0|0|112.0|0|0.0|100
0|2021-12-20|3747.0|0|3747.0|0|112.0|0|0.0|100
0|2021-12-21|3747.0|0|3747.0|0|112.0|0|0.0|100
0|2021-12-22|3754.0|0|3754.0|0|112.0|0|0.0|100
0|2021-12-23|3754.0|0|3754.0|0|112.0|0|0.0|100
0|2021-12-24|3754.0|0|3754.0|0|112.0|0|0.0|100
0|2021-12-25|3754.0|0|3754.0|0|112.0|0|0.0|100
0|2021-12-26|3754.0|0|3754.0|0|112.0|0|0.0|100
0|2021-12-27|3779.0|0|3779.0|0|112.0|0|0.0|100
0|2021-12-28|3779.0|0|3779.0|0|112.0|0|0.0|100
0|2021-12-29|3801.0|0|3801.0|0|112.0|0|0.0|100
0|2021-12-30|3801.0|0|3801.0|0|112.0|0|0.0|100
0|2021-12-31|3801.0|0|3801.0|0|112.0|0|0.0|100
0|2022-01-01|3801.0|0|3801.0|0|112.0|0|0.0|100
0|2022-01-02|3801.0|0|3801.0|0|112.0|0|0.0|100
0|2022-01-03|3883.0|0|3883.0|0|113.0|0|0.0|100
0|2022-01-04|3883.0|0|3883.0|0|113.0|0|0.0|100
0|2022-01-05|3933.0|0|3933.0|0|114.0|0|0.0|100
0|2022-01-06|3933.0|0|3933.0|0|114.0|0|0.0|100
0|2022-01-07|3999.0|0|3999.0|0|117.0|0|0.0|100
0|2022-01-08|3999.0|0|3999.0|0|117.0|0|0.0|100
0|2022-01-09|3999.0|0|3999.0|0|117.0|0|0.0|100
0|2022-01-10|4062.0|0|4062.0|0|117.0|0|0.0|100
0|2022-01-11|4062.0|0|4062.0|0|117.0|0|0.0|100
0|2022-01-12|4090.0|0|4090.0|0|119.0|0|0.0|100
0|2022-01-13|4090.0|0|4090.0|0|119.0|0|0.0|100
0|2022-01-14|4122.0|0|4122.0|0|119.0|0|0.0|100
0|2022-01-15|4122.0|0|4122.0|0|119.0|0|0.0|100
0|2022-01-16|4122.0|0|4122.0|0|119.0|0|0.0|100
0|2022-01-17|4122.0|0|0.0|100|119.0|0|0.0|100
