|dates|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Shawano_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Shawano_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|8000.0|0|8000.0|0|97.0|0|0.0|100
0|2021-12-08|8108.0|0|8108.0|0|99.0|0|0.0|100
0|2021-12-09|8147.0|0|8147.0|0|99.0|0|0.0|100
0|2021-12-10|8204.0|0|8204.0|0|99.0|0|0.0|100
0|2021-12-11|8204.0|0|8204.0|0|99.0|0|0.0|100
0|2021-12-12|8204.0|0|8204.0|0|99.0|0|0.0|100
0|2021-12-13|8261.0|0|8261.0|0|99.0|0|0.0|100
0|2021-12-14|8261.0|0|8312.0|0|99.0|0|0.0|100
0|2021-12-15|8350.0|0|8350.0|0|100.0|0|0.0|100
0|2021-12-16|8389.0|0|8389.0|0|102.0|0|0.0|100
0|2021-12-17|8413.0|0|8413.0|0|102.0|0|0.0|100
0|2021-12-18|8413.0|0|8413.0|0|102.0|0|0.0|100
0|2021-12-19|8413.0|0|8413.0|0|102.0|0|0.0|100
0|2021-12-20|8438.0|0|8438.0|0|103.0|0|0.0|100
0|2021-12-21|8483.0|0|8483.0|0|104.0|0|0.0|100
0|2021-12-22|8512.0|0|8512.0|0|104.0|0|0.0|100
0|2021-12-23|8556.0|0|8556.0|0|106.0|0|0.0|100
0|2021-12-24|8578.0|0|8578.0|0|106.0|0|0.0|100
0|2021-12-25|8578.0|0|8578.0|0|106.0|0|0.0|100
0|2021-12-26|8578.0|0|8578.0|0|106.0|0|0.0|100
0|2021-12-27|8595.0|0|8595.0|0|106.0|0|0.0|100
0|2021-12-28|8622.0|0|8622.0|0|106.0|0|0.0|100
0|2021-12-29|8694.0|0|8694.0|0|109.0|0|0.0|100
0|2021-12-30|8750.0|0|8750.0|0|110.0|0|0.0|100
0|2021-12-31|8798.0|0|8798.0|0|110.0|0|0.0|100
0|2022-01-01|8798.0|0|8798.0|0|110.0|0|0.0|100
0|2022-01-02|8798.0|0|8798.0|0|110.0|0|0.0|100
0|2022-01-03|8851.0|0|8851.0|0|110.0|0|0.0|100
0|2022-01-04|8851.0|0|8950.0|0|110.0|0|0.0|100
0|2022-01-05|9071.0|0|9071.0|0|113.0|0|0.0|100
0|2022-01-06|9196.0|0|9196.0|0|115.0|0|0.0|100
0|2022-01-07|9288.0|0|9288.0|0|115.0|0|0.0|100
0|2022-01-08|9288.0|0|9288.0|0|115.0|0|0.0|100
0|2022-01-09|9288.0|0|9288.0|0|115.0|0|0.0|100
0|2022-01-10|9404.0|0|9404.0|0|117.0|0|0.0|100
0|2022-01-11|9534.0|0|9534.0|0|117.0|0|0.0|100
0|2022-01-12|9587.0|0|9587.0|0|117.0|0|0.0|100
0|2022-01-13|9587.0|0|9697.0|0|117.0|0|0.0|100
0|2022-01-14|9930.0|0|9930.0|0|117.0|0|0.0|100
0|2022-01-15|9930.0|0|9930.0|0|117.0|0|0.0|100
0|2022-01-16|9930.0|0|9930.0|0|117.0|0|0.0|100
0|2022-01-17|10300.0|0|0.0|100|117.0|0|0.0|100
