|dates|Hennepin_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Hennepin_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Hennepin_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Hennepin_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Hennepin_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Hennepin_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Hennepin_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Hennepin_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-18|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-19|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-20|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-21|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-22|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-23|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-24|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-25|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-26|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-27|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-28|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-29|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-30|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-10-31|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-11-01|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-11-02|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-11-03|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-11-04|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-11-05|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-11-06|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-11-07|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-11-08|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-11-09|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
0|2021-11-10|671830.0|0|27871.0|0|3.983272855119544|0|699701.0|0
