|dates|Sullivan_Indiana_UnitedStates.AveragePrecipitationTotal.data|Sullivan_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Sullivan_Indiana_UnitedStates.AveragePrecipitation.data|Sullivan_Indiana_UnitedStates.AveragePrecipitation.missing|Sullivan_Indiana_UnitedStates.AverageWindDirection.data|Sullivan_Indiana_UnitedStates.AverageWindDirection.missing|Sullivan_Indiana_UnitedStates.AverageWindSpeed.data|Sullivan_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|161.35416666666666|0|5.260416666666667|0
0|2021-10-18|0.0|0|0.0|0|85.83333333333333|0|2.5833333333333335|0
0|2021-10-19|0.0|0|0.0|0|78.75|0|2.9375|0
0|2021-10-20|0.0|0|0.0|0|119.16666666666667|0|5.604166666666667|0
0|2021-10-21|0.0|0|0.0|0|260.5208333333333|0|11.083333333333334|0
0|2021-10-22|0.0|0|0.0|0|120.0|0|2.3541666666666665|0
0|2021-10-23|0.0|0|0.0|0|47.604166666666664|0|1.7916666666666667|0
0|2021-10-24|0.01|0|0.028229166666666663|0|135.625|0|8.572916666666666|0
0|2021-10-25|0.015416666666666667|0|0.0090625|0|270.3125|0|14.041666666666666|0
0|2021-10-26|0.0|0|0.0|0|152.5|0|4.604166666666667|0
0|2021-10-27|0.0|0|0.0|0|72.08333333333333|0|5.270833333333333|0
0|2021-10-28|0.0016666666666666668|0|0.010833333333333334|0|101.14583333333333|0|8.947916666666666|0
0|2021-10-29|0.005625000000000001|0|0.0009375|0|186.14583333333334|0|5.46875|0
0|2021-10-30|0.0031249999999999997|0|0.0046875000000000016|0|215.3125|0|5.458333333333333|0
0|2021-10-31|0.0|0|0.0|0|283.4375|0|8.072916666666666|0
0|2021-11-01|0.0|0|0.0|0|253.85416666666666|0|4.364583333333333|0
0|2021-11-02|0.0|0|0.0|0|245.0|0|5.208333333333333|0
0|2021-11-03|0.0|0|0.0|0|17.708333333333332|0|0.9166666666666666|0
0|2021-11-04|0.0|0|0.0|0|16.666666666666668|0|0.9895833333333334|0
0|2021-11-05|0.0|0|0.0|0|36.666666666666664|0|1.6979166666666667|0
0|2021-11-06|0.0|0|0.0|0|40.3125|0|0.8958333333333334|0
0|2021-11-07|0.0|0|0.0|0|95.0|0|2.5208333333333335|0
0|2021-11-08|0.0|0|0.0|0|170.41666666666666|0|6.322916666666667|0
0|2021-11-09|0.0|0|0.0|0|121.875|0|3.0104166666666665|0
0|2021-11-10|0.0|0|0.0|0|91.5625|0|4.010416666666667|0
0|2021-11-11|0.0|0|0.005312500000000001|0|214.79166666666666|0|11.6875|0
0|2021-11-12|0.00375|0|0.0|0|248.75|0|14.84375|0
0|2021-11-13|0.0|0|0.0|0|265.0|0|11.145833333333334|0
0|2021-11-14|0.0|0|0.0033333333333333335|0|255.52083333333334|0|13.15625|0
0|2021-11-15|0.0020833333333333333|0|0.0|0|163.75|0|5.677083333333333|0
0|2021-11-16|0.0|0|0.0|0|100.20833333333333|0|4.822916666666667|0
0|2021-11-17|0.0|0|0.009895833333333335|0|223.90625|0|12.458333333333334|0
0|2021-11-18|0.0077083333333333335|0|0.0015624999999999999|0|291.3541666666667|0|10.604166666666666|0
0|2021-11-19|0.0|0|0.0|0|131.97916666666666|0|4.364583333333333|0
0|2021-11-20|0.0|0|0.0|0|137.29166666666666|0|5.927083333333333|0
0|2021-11-21|0.005208333333333333|0|0.006979166666666668|0|221.97916666666666|0|7.625|0
0|2021-11-22|0.0|0|0.0|0|257.6041666666667|0|6.645833333333333|0
0|2021-11-23|0.0|0|0.0|0|101.5625|0|4.885416666666667|0
0|2021-11-24|0.0|0|0.0|0|181.5625|0|12.875|0
0|2021-11-25|0.0031249999999999997|0|0.004583333333333333|0|273.90625|0|14.125|0
0|2021-11-26|0.0|0|0.0|0|212.8125|0|5.072916666666667|0
0|2021-11-27|0.0|0|0.0|0|190.0|0|5.875|0
0|2021-11-28|0.0|0|0.0|0|302.8020833333333|0|9.135416666666666|0
0|2021-11-29|0.0|0|0.0|0|132.08333333333334|0|6.583333333333333|0
0|2021-11-30|0.0|0|0.0|0|215.20833333333334|0|4.6875|0
0|2021-12-01|0.0|0|0.004270833333333333|0|103.4375|0|4.104166666666667|0
0|2021-12-02|0.0027083333333333334|0|0.0|0|237.5|0|9.645833333333334|0
0|2021-12-03|0.0|0|0.0|0|93.83333333333333|0|2.625|0
0|2021-12-04|0.0|0|0.0|0|78.125|0|8.8125|0
0|2021-12-05|0.0|0|0.0009375000000000001|0|144.375|0|9.15625|0
0|2021-12-06|0.003958333333333334|0|0.004166666666666667|0|287.2916666666667|0|13.90625|0
0|2021-12-07|0.0|0|0.0|0|132.91666666666666|0|4.666666666666667|0
