|dates|Sweetwater_Wyoming_UnitedStates.BLS_EmployedPopulation.data|Sweetwater_Wyoming_UnitedStates.BLS_EmployedPopulation.missing|Sweetwater_Wyoming_UnitedStates.BLS_UnemployedPopulation.data|Sweetwater_Wyoming_UnitedStates.BLS_UnemployedPopulation.missing|Sweetwater_Wyoming_UnitedStates.BLS_UnemploymentRate.data|Sweetwater_Wyoming_UnitedStates.BLS_UnemploymentRate.missing|Sweetwater_Wyoming_UnitedStates.BLS_LaborForcePopulation.data|Sweetwater_Wyoming_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-18|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-19|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-20|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-21|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-22|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-23|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-24|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-25|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-26|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-27|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-28|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-29|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-30|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-10-31|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-01|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-02|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-03|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-04|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-05|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-06|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-07|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-08|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-09|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-10|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-11|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-12|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-13|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-14|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-15|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-16|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
0|2021-11-17|18841.0|0|1349.0|0|6.681525507677068|0|20190.0|0
