|dates|Baldwin_Georgia_UnitedStates.JHU_ConfirmedCases.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Baldwin_Georgia_UnitedStates.NYT_ConfirmedCases.data|Baldwin_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Baldwin_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Baldwin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|6761.0|0|6788.0|0|197.0|0|0.0|100
0|2021-12-02|6761.0|0|6791.0|0|197.0|0|0.0|100
0|2021-12-03|6765.0|0|6792.0|0|198.0|0|0.0|100
0|2021-12-04|6765.0|0|6792.0|0|198.0|0|0.0|100
0|2021-12-05|6765.0|0|6792.0|0|198.0|0|0.0|100
0|2021-12-06|6770.0|0|6796.0|0|198.0|0|0.0|100
0|2021-12-07|6772.0|0|6798.0|0|199.0|0|0.0|100
0|2021-12-08|6772.0|0|6798.0|0|199.0|0|0.0|100
0|2021-12-09|6775.0|0|6801.0|0|199.0|0|0.0|100
0|2021-12-10|6789.0|0|6815.0|0|199.0|0|0.0|100
0|2021-12-11|6789.0|0|6815.0|0|199.0|0|0.0|100
0|2021-12-12|6789.0|0|6815.0|0|199.0|0|0.0|100
0|2021-12-13|6803.0|0|6824.0|0|199.0|0|0.0|100
0|2021-12-14|6803.0|0|6827.0|0|199.0|0|0.0|100
0|2021-12-15|6811.0|0|6832.0|0|199.0|0|0.0|100
0|2021-12-16|6815.0|0|6836.0|0|199.0|0|0.0|100
0|2021-12-17|6819.0|0|6840.0|0|199.0|0|0.0|100
0|2021-12-18|6819.0|0|6840.0|0|199.0|0|0.0|100
0|2021-12-19|6819.0|0|6840.0|0|199.0|0|0.0|100
0|2021-12-20|6834.0|0|6850.0|0|199.0|0|0.0|100
0|2021-12-21|6841.0|0|6857.0|0|199.0|0|0.0|100
0|2021-12-22|6851.0|0|6867.0|0|199.0|0|0.0|100
0|2021-12-23|6856.0|0|6872.0|0|199.0|0|0.0|100
0|2021-12-24|6865.0|0|6881.0|0|199.0|0|0.0|100
0|2021-12-25|6865.0|0|6881.0|0|199.0|0|0.0|100
0|2021-12-26|6865.0|0|6881.0|0|199.0|0|0.0|100
0|2021-12-27|6895.0|0|6911.0|0|200.0|0|0.0|100
0|2021-12-28|6908.0|0|6924.0|0|200.0|0|0.0|100
0|2021-12-29|6949.0|0|6965.0|0|201.0|0|0.0|100
0|2021-12-30|7033.0|0|7049.0|0|203.0|0|0.0|100
0|2021-12-31|7111.0|0|7127.0|0|203.0|0|0.0|100
0|2022-01-01|7111.0|0|7127.0|0|203.0|0|0.0|100
0|2022-01-02|7111.0|0|7127.0|0|203.0|0|0.0|100
0|2022-01-03|7111.0|0|7127.0|0|203.0|0|0.0|100
0|2022-01-04|7349.0|0|7365.0|0|203.0|0|0.0|100
0|2022-01-05|7508.0|0|7524.0|0|203.0|0|0.0|100
0|2022-01-06|7508.0|0|7524.0|0|203.0|0|0.0|100
0|2022-01-07|7508.0|0|7524.0|0|203.0|0|0.0|100
0|2022-01-08|7508.0|0|7524.0|0|203.0|0|0.0|100
0|2022-01-09|7508.0|0|7524.0|0|203.0|0|0.0|100
0|2022-01-10|7859.0|0|7875.0|0|204.0|0|0.0|100
0|2022-01-11|7964.0|0|7980.0|0|204.0|0|0.0|100
0|2022-01-12|8012.0|0|8028.0|0|204.0|0|0.0|100
0|2022-01-13|8012.0|0|8129.0|0|204.0|0|0.0|100
0|2022-01-14|8185.0|0|8201.0|0|205.0|0|0.0|100
0|2022-01-15|8185.0|0|8201.0|0|205.0|0|0.0|100
0|2022-01-16|8185.0|0|8201.0|0|205.0|0|0.0|100
0|2022-01-17|8291.0|0|0.0|100|205.0|0|0.0|100
