|dates|Gordon_Georgia_UnitedStates.JHU_ConfirmedCases.data|Gordon_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Gordon_Georgia_UnitedStates.NYT_ConfirmedCases.data|Gordon_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Gordon_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Gordon_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Gordon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Gordon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|11503.0|0|11595.0|0|202.0|0|0.0|100
0|2021-12-03|11537.0|0|11629.0|0|203.0|0|0.0|100
0|2021-12-04|11537.0|0|11629.0|0|203.0|0|0.0|100
0|2021-12-05|11537.0|0|11629.0|0|203.0|0|0.0|100
0|2021-12-06|11560.0|0|11661.0|0|203.0|0|0.0|100
0|2021-12-07|11581.0|0|11682.0|0|204.0|0|0.0|100
0|2021-12-08|11599.0|0|11700.0|0|206.0|0|0.0|100
0|2021-12-09|11627.0|0|11728.0|0|206.0|0|0.0|100
0|2021-12-10|11644.0|0|11745.0|0|206.0|0|0.0|100
0|2021-12-11|11644.0|0|11745.0|0|206.0|0|0.0|100
0|2021-12-12|11644.0|0|11745.0|0|206.0|0|0.0|100
0|2021-12-13|11664.0|0|11764.0|0|206.0|0|0.0|100
0|2021-12-14|11664.0|0|11775.0|0|206.0|0|0.0|100
0|2021-12-15|11689.0|0|11789.0|0|207.0|0|0.0|100
0|2021-12-16|11712.0|0|11812.0|0|207.0|0|0.0|100
0|2021-12-17|11734.0|0|11834.0|0|207.0|0|0.0|100
0|2021-12-18|11734.0|0|11834.0|0|207.0|0|0.0|100
0|2021-12-19|11734.0|0|11834.0|0|207.0|0|0.0|100
0|2021-12-20|11798.0|0|11898.0|0|208.0|0|0.0|100
0|2021-12-21|11831.0|0|11931.0|0|208.0|0|0.0|100
0|2021-12-22|11858.0|0|11958.0|0|208.0|0|0.0|100
0|2021-12-23|11881.0|0|11981.0|0|208.0|0|0.0|100
0|2021-12-24|11893.0|0|11993.0|0|208.0|0|0.0|100
0|2021-12-25|11893.0|0|11993.0|0|208.0|0|0.0|100
0|2021-12-26|11893.0|0|11993.0|0|208.0|0|0.0|100
0|2021-12-27|11957.0|0|12045.0|0|208.0|0|0.0|100
0|2021-12-28|11996.0|0|12084.0|0|208.0|0|0.0|100
0|2021-12-29|12026.0|0|12114.0|0|208.0|0|0.0|100
0|2021-12-30|12116.0|0|12204.0|0|208.0|0|0.0|100
0|2021-12-31|12208.0|0|12296.0|0|208.0|0|0.0|100
0|2022-01-01|12208.0|0|12296.0|0|208.0|0|0.0|100
0|2022-01-02|12208.0|0|12296.0|0|208.0|0|0.0|100
0|2022-01-03|12208.0|0|12296.0|0|208.0|0|0.0|100
0|2022-01-04|12430.0|0|12518.0|0|209.0|0|0.0|100
0|2022-01-05|12529.0|0|12617.0|0|209.0|0|0.0|100
0|2022-01-06|12529.0|0|12617.0|0|209.0|0|0.0|100
0|2022-01-07|12529.0|0|12617.0|0|209.0|0|0.0|100
0|2022-01-08|12529.0|0|12617.0|0|209.0|0|0.0|100
0|2022-01-09|12529.0|0|12617.0|0|209.0|0|0.0|100
0|2022-01-10|12900.0|0|12984.0|0|211.0|0|0.0|100
0|2022-01-11|13048.0|0|13132.0|0|213.0|0|0.0|100
0|2022-01-12|13139.0|0|13223.0|0|214.0|0|0.0|100
0|2022-01-13|13139.0|0|13315.0|0|214.0|0|0.0|100
0|2022-01-14|13330.0|0|13414.0|0|214.0|0|0.0|100
0|2022-01-15|13330.0|0|13414.0|0|214.0|0|0.0|100
0|2022-01-16|13330.0|0|13414.0|0|214.0|0|0.0|100
0|2022-01-17|13597.0|0|0.0|100|215.0|0|0.0|100
