|dates|Pulaski_Illinois_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Illinois_UnitedStates.NYT_ConfirmedCases.data|Pulaski_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Pulaski_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1037.0|0|1037.0|0|11.0|0|0.0|100
0|2021-10-18|1038.0|0|1038.0|0|11.0|0|0.0|100
0|2021-10-19|1039.0|0|1039.0|0|11.0|0|0.0|100
0|2021-10-20|1039.0|0|1039.0|0|11.0|0|0.0|100
0|2021-10-21|1042.0|0|1042.0|0|12.0|0|0.0|100
0|2021-10-22|1046.0|0|1046.0|0|12.0|0|0.0|100
0|2021-10-23|1046.0|0|1046.0|0|12.0|0|0.0|100
0|2021-10-24|1046.0|0|1046.0|0|12.0|0|0.0|100
0|2021-10-25|1049.0|0|1049.0|0|12.0|0|0.0|100
0|2021-10-26|1052.0|0|1052.0|0|12.0|0|0.0|100
0|2021-10-27|1058.0|0|1058.0|0|12.0|0|0.0|100
0|2021-10-28|1061.0|0|1061.0|0|12.0|0|0.0|100
0|2021-10-29|1063.0|0|1063.0|0|12.0|0|0.0|100
0|2021-10-30|1063.0|0|1063.0|0|12.0|0|0.0|100
0|2021-10-31|1063.0|0|1063.0|0|12.0|0|0.0|100
0|2021-11-01|1064.0|0|1064.0|0|12.0|0|0.0|100
0|2021-11-02|1064.0|0|1064.0|0|12.0|0|0.0|100
0|2021-11-03|1064.0|0|1064.0|0|12.0|0|0.0|100
0|2021-11-04|1067.0|0|1067.0|0|12.0|0|0.0|100
0|2021-11-05|1067.0|0|1067.0|0|12.0|0|0.0|100
0|2021-11-06|1067.0|0|1067.0|0|12.0|0|0.0|100
0|2021-11-07|1067.0|0|1067.0|0|12.0|0|0.0|100
0|2021-11-08|1068.0|0|1068.0|0|12.0|0|0.0|100
0|2021-11-09|1069.0|0|1069.0|0|12.0|0|0.0|100
0|2021-11-10|1069.0|0|1072.0|0|12.0|0|0.0|100
0|2021-11-11|1072.0|0|1072.0|0|12.0|0|0.0|100
0|2021-11-12|1073.0|0|1073.0|0|12.0|0|0.0|100
0|2021-11-13|1073.0|0|1073.0|0|12.0|0|0.0|100
0|2021-11-14|1073.0|0|1073.0|0|12.0|0|0.0|100
0|2021-11-15|1074.0|0|1074.0|0|12.0|0|0.0|100
0|2021-11-16|1074.0|0|1074.0|0|12.0|0|0.0|100
0|2021-11-17|1076.0|0|1076.0|0|12.0|0|0.0|100
0|2021-11-18|1079.0|0|1079.0|0|12.0|0|0.0|100
0|2021-11-19|1079.0|0|1079.0|0|12.0|0|0.0|100
0|2021-11-20|1079.0|0|1079.0|0|12.0|0|0.0|100
0|2021-11-21|1079.0|0|1079.0|0|12.0|0|0.0|100
0|2021-11-22|1079.0|0|1079.0|0|12.0|0|0.0|100
0|2021-11-23|1078.0|0|1078.0|0|12.0|0|0.0|100
0|2021-11-24|1078.0|0|1078.0|0|12.0|0|0.0|100
0|2021-11-25|1078.0|0|1078.0|0|12.0|0|0.0|100
0|2021-11-26|1078.0|0|1078.0|0|12.0|0|0.0|100
0|2021-11-27|1078.0|0|1078.0|0|12.0|0|0.0|100
0|2021-11-28|1078.0|0|1078.0|0|12.0|0|0.0|100
0|2021-11-29|1082.0|0|1082.0|0|12.0|0|0.0|100
0|2021-11-30|1088.0|0|1088.0|0|12.0|0|0.0|100
0|2021-12-01|1092.0|0|1092.0|0|12.0|0|0.0|100
0|2021-12-02|1092.0|0|1096.0|0|12.0|0|0.0|100
0|2021-12-03|1100.0|0|1100.0|0|13.0|0|0.0|100
0|2021-12-04|1100.0|0|1100.0|0|13.0|0|0.0|100
0|2021-12-05|1100.0|0|1100.0|0|13.0|0|0.0|100
0|2021-12-06|1105.0|0|1105.0|0|13.0|0|0.0|100
0|2021-12-07|1112.0|0|1112.0|0|13.0|0|0.0|100
0|2021-12-08|1114.0|0|1114.0|0|13.0|0|0.0|100
0|2021-12-09|1118.0|0|1118.0|0|13.0|0|0.0|100
0|2021-12-10|1120.0|0|1120.0|0|13.0|0|0.0|100
0|2021-12-11|1120.0|0|1120.0|0|13.0|0|0.0|100
0|2021-12-12|1120.0|0|1120.0|0|13.0|0|0.0|100
0|2021-12-13|1126.0|0|1126.0|0|14.0|0|0.0|100
0|2021-12-14|1126.0|0|1130.0|0|14.0|0|0.0|100
0|2021-12-15|1134.0|0|1134.0|0|14.0|0|0.0|100
0|2021-12-16|1137.0|0|1137.0|0|15.0|0|0.0|100
0|2021-12-17|1142.0|0|1142.0|0|15.0|0|0.0|100
0|2021-12-18|1142.0|0|1142.0|0|15.0|0|0.0|100
0|2021-12-19|1142.0|0|1142.0|0|15.0|0|0.0|100
0|2021-12-20|1163.0|0|1163.0|0|15.0|0|0.0|100
0|2021-12-21|1172.0|0|1172.0|0|15.0|0|0.0|100
0|2021-12-22|1175.0|0|1175.0|0|15.0|0|0.0|100
0|2021-12-23|1178.0|0|1178.0|0|15.0|0|0.0|100
0|2021-12-24|1178.0|0|1178.0|0|15.0|0|0.0|100
0|2021-12-25|1178.0|0|1178.0|0|15.0|0|0.0|100
0|2021-12-26|1178.0|0|1178.0|0|15.0|0|0.0|100
0|2021-12-27|1182.0|0|1182.0|0|15.0|0|0.0|100
0|2021-12-28|1190.0|0|1190.0|0|15.0|0|0.0|100
0|2021-12-29|1194.0|0|1194.0|0|15.0|0|0.0|100
0|2021-12-30|1197.0|0|1197.0|0|15.0|0|0.0|100
0|2021-12-31|1197.0|0|1197.0|0|15.0|0|0.0|100
0|2022-01-01|1197.0|0|1197.0|0|15.0|0|0.0|100
0|2022-01-02|1197.0|0|1197.0|0|15.0|0|0.0|100
0|2022-01-03|1211.0|0|1211.0|0|15.0|0|0.0|100
0|2022-01-04|1232.0|0|1232.0|0|15.0|0|0.0|100
0|2022-01-05|1240.0|0|1240.0|0|15.0|0|0.0|100
0|2022-01-06|1255.0|0|1255.0|0|15.0|0|0.0|100
0|2022-01-07|1265.0|0|1265.0|0|15.0|0|0.0|100
0|2022-01-08|1265.0|0|1265.0|0|15.0|0|0.0|100
0|2022-01-09|1265.0|0|1265.0|0|15.0|0|0.0|100
0|2022-01-10|1284.0|0|1284.0|0|15.0|0|0.0|100
0|2022-01-11|1305.0|0|1305.0|0|15.0|0|0.0|100
0|2022-01-12|1329.0|0|1329.0|0|15.0|0|0.0|100
0|2022-01-13|1329.0|0|1358.0|0|15.0|0|0.0|100
0|2022-01-14|1369.0|0|1369.0|0|15.0|0|0.0|100
0|2022-01-15|1369.0|0|1369.0|0|15.0|0|0.0|100
0|2022-01-16|1369.0|0|1369.0|0|15.0|0|0.0|100
0|2022-01-17|1369.0|0|0.0|100|15.0|0|0.0|100
