|dates|Weld_Colorado_UnitedStates.JHU_ConfirmedCases.data|Weld_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Weld_Colorado_UnitedStates.NYT_ConfirmedCases.data|Weld_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Weld_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Weld_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Weld_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Weld_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|52291.0|0|52291.0|0|527.0|0|0.0|100
0|2021-11-29|52611.0|0|52711.0|0|528.0|0|0.0|100
0|2021-11-30|52778.0|0|52884.0|0|533.0|0|0.0|100
0|2021-12-01|52778.0|0|53089.0|0|533.0|0|0.0|100
0|2021-12-02|53191.0|0|53273.0|0|540.0|0|0.0|100
0|2021-12-03|53361.0|0|53443.0|0|538.0|0|0.0|100
0|2021-12-04|53361.0|0|53443.0|0|538.0|0|0.0|100
0|2021-12-05|53361.0|0|53443.0|0|538.0|0|0.0|100
0|2021-12-06|53728.0|0|53941.0|0|541.0|0|0.0|100
0|2021-12-07|53998.0|0|54078.0|0|547.0|0|0.0|100
0|2021-12-08|54194.0|0|54259.0|0|549.0|0|0.0|100
0|2021-12-09|54313.0|0|54417.0|0|554.0|0|0.0|100
0|2021-12-10|54450.0|0|54527.0|0|558.0|0|0.0|100
0|2021-12-11|54450.0|0|54527.0|0|558.0|0|0.0|100
0|2021-12-12|54450.0|0|54527.0|0|558.0|0|0.0|100
0|2021-12-13|54800.0|0|54856.0|0|560.0|0|0.0|100
0|2021-12-14|54800.0|0|54967.0|0|560.0|0|0.0|100
0|2021-12-15|55007.0|0|55087.0|0|562.0|0|0.0|100
0|2021-12-16|55151.0|0|55205.0|0|565.0|0|0.0|100
0|2021-12-17|55316.0|0|55366.0|0|567.0|0|0.0|100
0|2021-12-18|55316.0|0|55366.0|0|567.0|0|0.0|100
0|2021-12-19|55316.0|0|55366.0|0|567.0|0|0.0|100
0|2021-12-20|55518.0|0|55599.0|0|569.0|0|0.0|100
0|2021-12-21|55658.0|0|55730.0|0|576.0|0|0.0|100
0|2021-12-22|55844.0|0|55935.0|0|579.0|0|0.0|100
0|2021-12-23|55994.0|0|55994.0|0|580.0|0|0.0|100
0|2021-12-24|56156.0|0|56156.0|0|580.0|0|0.0|100
0|2021-12-25|56156.0|0|56156.0|0|580.0|0|0.0|100
0|2021-12-26|56156.0|0|56156.0|0|580.0|0|0.0|100
0|2021-12-27|56539.0|0|56608.0|0|580.0|0|0.0|100
0|2021-12-28|56766.0|0|56891.0|0|580.0|0|0.0|100
0|2021-12-29|57068.0|0|57229.0|0|585.0|0|0.0|100
0|2021-12-30|57460.0|0|57648.0|0|587.0|0|0.0|100
0|2021-12-31|57839.0|0|57839.0|0|587.0|0|0.0|100
0|2022-01-01|57839.0|0|57839.0|0|587.0|0|0.0|100
0|2022-01-02|57839.0|0|57839.0|0|587.0|0|0.0|100
0|2022-01-03|58956.0|0|59125.0|0|588.0|0|0.0|100
0|2022-01-04|59285.0|0|59480.0|0|589.0|0|0.0|100
0|2022-01-05|59746.0|0|59825.0|0|590.0|0|0.0|100
0|2022-01-06|60064.0|0|60333.0|0|594.0|0|0.0|100
0|2022-01-07|60582.0|0|60879.0|0|596.0|0|0.0|100
0|2022-01-08|60582.0|0|60879.0|0|596.0|0|0.0|100
0|2022-01-09|60582.0|0|60879.0|0|596.0|0|0.0|100
0|2022-01-10|63056.0|0|63891.0|0|600.0|0|0.0|100
0|2022-01-11|64369.0|0|64643.0|0|603.0|0|0.0|100
0|2022-01-12|65055.0|0|65502.0|0|604.0|0|0.0|100
0|2022-01-13|65055.0|0|66308.0|0|604.0|0|0.0|100
0|2022-01-14|66797.0|0|67265.0|0|608.0|0|0.0|100
0|2022-01-15|66797.0|0|67265.0|0|608.0|0|0.0|100
0|2022-01-16|66797.0|0|67265.0|0|608.0|0|0.0|100
0|2022-01-17|68616.0|0|0.0|100|613.0|0|0.0|100
