|dates|Genesee_Michigan_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Genesee_Michigan_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Genesee_Michigan_UnitedStates.NYT_ConfirmedDeaths.data|Genesee_Michigan_UnitedStates.NYT_ConfirmedDeaths.missing|Genesee_Michigan_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Genesee_Michigan_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Genesee_Michigan_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Genesee_Michigan_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|1059.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|1062.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|1062.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|1074.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|1074.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|1078.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|1078.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|1078.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|1081.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|1081.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|1086.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|1086.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|1093.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|1093.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|1093.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|1093.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|1093.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|1103.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|1103.0|0|0.0|100|0.0|100
