|dates|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Spartanburg_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Spartanburg_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|60836.0|0|60836.0|0|1129.0|0|0.0|100
0|2021-10-18|61086.0|0|61086.0|0|1142.0|0|0.0|100
0|2021-10-19|61139.0|0|61139.0|0|1142.0|0|0.0|100
0|2021-10-20|61200.0|0|61200.0|0|1147.0|0|0.0|100
0|2021-10-21|61266.0|0|61266.0|0|1150.0|0|0.0|100
0|2021-10-22|61343.0|0|61343.0|0|1154.0|0|0.0|100
0|2021-10-23|61343.0|0|61343.0|0|1154.0|0|0.0|100
0|2021-10-24|61343.0|0|61343.0|0|1154.0|0|0.0|100
0|2021-10-25|61495.0|0|61495.0|0|1170.0|0|0.0|100
0|2021-10-26|61540.0|0|61540.0|0|1170.0|0|0.0|100
0|2021-10-27|61599.0|0|61599.0|0|1173.0|0|0.0|100
0|2021-10-28|61666.0|0|61666.0|0|1181.0|0|0.0|100
0|2021-10-29|61778.0|0|61778.0|0|1185.0|0|0.0|100
0|2021-10-30|61778.0|0|61778.0|0|1185.0|0|0.0|100
0|2021-10-31|61778.0|0|61778.0|0|1185.0|0|0.0|100
0|2021-11-01|61961.0|0|61961.0|0|1191.0|0|0.0|100
0|2021-11-02|61999.0|0|61999.0|0|1191.0|0|0.0|100
0|2021-11-03|62033.0|0|62033.0|0|1194.0|0|0.0|100
0|2021-11-04|62083.0|0|62083.0|0|1201.0|0|0.0|100
0|2021-11-05|62134.0|0|62134.0|0|1201.0|0|0.0|100
0|2021-11-06|62134.0|0|62134.0|0|1201.0|0|0.0|100
0|2021-11-07|62134.0|0|62134.0|0|1201.0|0|0.0|100
0|2021-11-08|62243.0|0|62243.0|0|1210.0|0|0.0|100
0|2021-11-09|62270.0|0|62270.0|0|1210.0|0|0.0|100
0|2021-11-10|62270.0|0|62309.0|0|1210.0|0|0.0|100
0|2021-11-11|62309.0|0|62309.0|0|1215.0|0|0.0|100
0|2021-11-12|62433.0|0|62433.0|0|1221.0|0|0.0|100
0|2021-11-13|62433.0|0|62433.0|0|1221.0|0|0.0|100
0|2021-11-14|62433.0|0|62433.0|0|1221.0|0|0.0|100
0|2021-11-15|62557.0|0|62557.0|0|1224.0|0|0.0|100
0|2021-11-16|62587.0|0|62587.0|0|1225.0|0|0.0|100
0|2021-11-17|62623.0|0|62623.0|0|1228.0|0|0.0|100
0|2021-11-18|62667.0|0|62667.0|0|1229.0|0|0.0|100
0|2021-11-19|62731.0|0|62731.0|0|1229.0|0|0.0|100
0|2021-11-20|62731.0|0|62731.0|0|1229.0|0|0.0|100
0|2021-11-21|62731.0|0|62731.0|0|1229.0|0|0.0|100
0|2021-11-22|62880.0|0|62880.0|0|1229.0|0|0.0|100
0|2021-11-23|62916.0|0|62916.0|0|1229.0|0|0.0|100
0|2021-11-24|62952.0|0|62952.0|0|1230.0|0|0.0|100
0|2021-11-25|62952.0|0|62952.0|0|1229.0|0|0.0|100
0|2021-11-26|63001.0|0|63001.0|0|1232.0|0|0.0|100
0|2021-11-27|63001.0|0|63001.0|0|1232.0|0|0.0|100
0|2021-11-28|63001.0|0|63001.0|0|1232.0|0|0.0|100
0|2021-11-29|63146.0|0|63146.0|0|1234.0|0|0.0|100
0|2021-11-30|63178.0|0|63178.0|0|1234.0|0|0.0|100
0|2021-12-01|63263.0|0|63263.0|0|1236.0|0|0.0|100
0|2021-12-02|63308.0|0|63308.0|0|1245.0|0|0.0|100
0|2021-12-03|63407.0|0|63407.0|0|1245.0|0|0.0|100
0|2021-12-04|63407.0|0|63407.0|0|1245.0|0|0.0|100
0|2021-12-05|63407.0|0|63407.0|0|1245.0|0|0.0|100
0|2021-12-06|63570.0|0|63570.0|0|1249.0|0|0.0|100
0|2021-12-07|63610.0|0|63610.0|0|1250.0|0|0.0|100
0|2021-12-08|63670.0|0|63670.0|0|1252.0|0|0.0|100
0|2021-12-09|63752.0|0|63752.0|0|1252.0|0|0.0|100
0|2021-12-10|63807.0|0|63807.0|0|1254.0|0|0.0|100
0|2021-12-11|63807.0|0|63807.0|0|1254.0|0|0.0|100
0|2021-12-12|63807.0|0|63807.0|0|1254.0|0|0.0|100
0|2021-12-13|63979.0|0|63979.0|0|1255.0|0|0.0|100
0|2021-12-14|63979.0|0|64012.0|0|1255.0|0|0.0|100
0|2021-12-15|64070.0|0|64070.0|0|1256.0|0|0.0|100
0|2021-12-16|64132.0|0|64132.0|0|1258.0|0|0.0|100
0|2021-12-17|64193.0|0|64193.0|0|1259.0|0|0.0|100
0|2021-12-18|64193.0|0|64193.0|0|1259.0|0|0.0|100
0|2021-12-19|64193.0|0|64193.0|0|1259.0|0|0.0|100
0|2021-12-20|64422.0|0|64422.0|0|1263.0|0|0.0|100
0|2021-12-21|64469.0|0|64469.0|0|1264.0|0|0.0|100
0|2021-12-22|64527.0|0|64527.0|0|1268.0|0|0.0|100
0|2021-12-23|64630.0|0|64630.0|0|1273.0|0|0.0|100
0|2021-12-24|64630.0|0|64630.0|0|1273.0|0|0.0|100
0|2021-12-25|64630.0|0|64630.0|0|1273.0|0|0.0|100
0|2021-12-26|64630.0|0|64630.0|0|1273.0|0|0.0|100
0|2021-12-27|64630.0|0|64630.0|0|1273.0|0|0.0|100
0|2021-12-28|64630.0|0|64630.0|0|1273.0|0|0.0|100
0|2021-12-29|65385.0|0|65385.0|0|1280.0|0|0.0|100
0|2021-12-30|65641.0|0|65641.0|0|1280.0|0|0.0|100
0|2021-12-31|65984.0|0|65984.0|0|1281.0|0|0.0|100
0|2022-01-01|65984.0|0|65984.0|0|1281.0|0|0.0|100
0|2022-01-02|65984.0|0|65984.0|0|1281.0|0|0.0|100
0|2022-01-03|65984.0|0|65984.0|0|1281.0|0|0.0|100
0|2022-01-04|67639.0|0|67639.0|0|1283.0|0|0.0|100
0|2022-01-05|67989.0|0|67989.0|0|1286.0|0|0.0|100
0|2022-01-06|68878.0|0|68878.0|0|1293.0|0|0.0|100
