|dates|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Horry_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Horry_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Horry_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|61259.0|0|61259.0|0|851.0|0|0.0|100
0|2021-10-18|61463.0|0|61463.0|0|857.0|0|0.0|100
0|2021-10-19|61510.0|0|61510.0|0|858.0|0|0.0|100
0|2021-10-20|61540.0|0|61540.0|0|862.0|0|0.0|100
0|2021-10-21|61611.0|0|61611.0|0|866.0|0|0.0|100
0|2021-10-22|61665.0|0|61665.0|0|867.0|0|0.0|100
0|2021-10-23|61665.0|0|61665.0|0|867.0|0|0.0|100
0|2021-10-24|61665.0|0|61665.0|0|867.0|0|0.0|100
0|2021-10-25|61806.0|0|61806.0|0|870.0|0|0.0|100
0|2021-10-26|61866.0|0|61866.0|0|871.0|0|0.0|100
0|2021-10-27|61914.0|0|61914.0|0|874.0|0|0.0|100
0|2021-10-28|61961.0|0|61961.0|0|878.0|0|0.0|100
0|2021-10-29|62087.0|0|62087.0|0|879.0|0|0.0|100
0|2021-10-30|62087.0|0|62087.0|0|879.0|0|0.0|100
0|2021-10-31|62087.0|0|62087.0|0|879.0|0|0.0|100
0|2021-11-01|62218.0|0|62218.0|0|880.0|0|0.0|100
0|2021-11-02|62256.0|0|62256.0|0|880.0|0|0.0|100
0|2021-11-03|62289.0|0|62289.0|0|882.0|0|0.0|100
0|2021-11-04|62335.0|0|62335.0|0|884.0|0|0.0|100
0|2021-11-05|62423.0|0|62423.0|0|886.0|0|0.0|100
0|2021-11-06|62423.0|0|62423.0|0|886.0|0|0.0|100
0|2021-11-07|62423.0|0|62423.0|0|886.0|0|0.0|100
0|2021-11-08|62568.0|0|62568.0|0|887.0|0|0.0|100
0|2021-11-09|62612.0|0|62612.0|0|887.0|0|0.0|100
0|2021-11-10|62612.0|0|62643.0|0|887.0|0|0.0|100
0|2021-11-11|62643.0|0|62643.0|0|893.0|0|0.0|100
0|2021-11-12|62795.0|0|62795.0|0|893.0|0|0.0|100
0|2021-11-13|62795.0|0|62795.0|0|893.0|0|0.0|100
0|2021-11-14|62795.0|0|62795.0|0|893.0|0|0.0|100
0|2021-11-15|62964.0|0|62964.0|0|897.0|0|0.0|100
0|2021-11-16|62995.0|0|62995.0|0|898.0|0|0.0|100
0|2021-11-17|63053.0|0|63053.0|0|898.0|0|0.0|100
0|2021-11-18|63103.0|0|63103.0|0|898.0|0|0.0|100
0|2021-11-19|63180.0|0|63180.0|0|900.0|0|0.0|100
0|2021-11-20|63180.0|0|63180.0|0|900.0|0|0.0|100
0|2021-11-21|63180.0|0|63180.0|0|900.0|0|0.0|100
0|2021-11-22|63341.0|0|63341.0|0|900.0|0|0.0|100
0|2021-11-23|63367.0|0|63367.0|0|900.0|0|0.0|100
0|2021-11-24|63402.0|0|63402.0|0|902.0|0|0.0|100
0|2021-11-25|63402.0|0|63402.0|0|902.0|0|0.0|100
0|2021-11-26|63450.0|0|63450.0|0|903.0|0|0.0|100
0|2021-11-27|63450.0|0|63450.0|0|903.0|0|0.0|100
0|2021-11-28|63450.0|0|63450.0|0|903.0|0|0.0|100
0|2021-11-29|63622.0|0|63622.0|0|908.0|0|0.0|100
0|2021-11-30|63665.0|0|63665.0|0|908.0|0|0.0|100
0|2021-12-01|63707.0|0|63707.0|0|908.0|0|0.0|100
0|2021-12-02|63791.0|0|63791.0|0|909.0|0|0.0|100
0|2021-12-03|63869.0|0|63869.0|0|909.0|0|0.0|100
0|2021-12-04|63869.0|0|63869.0|0|909.0|0|0.0|100
0|2021-12-05|63869.0|0|63869.0|0|909.0|0|0.0|100
0|2021-12-06|64073.0|0|64073.0|0|912.0|0|0.0|100
0|2021-12-07|64134.0|0|64134.0|0|912.0|0|0.0|100
0|2021-12-08|64194.0|0|64194.0|0|914.0|0|0.0|100
0|2021-12-09|64303.0|0|64303.0|0|917.0|0|0.0|100
0|2021-12-10|64420.0|0|64420.0|0|917.0|0|0.0|100
0|2021-12-11|64420.0|0|64420.0|0|917.0|0|0.0|100
0|2021-12-12|64420.0|0|64420.0|0|917.0|0|0.0|100
0|2021-12-13|64645.0|0|64645.0|0|918.0|0|0.0|100
0|2021-12-14|64645.0|0|64692.0|0|918.0|0|0.0|100
0|2021-12-15|64732.0|0|64732.0|0|920.0|0|0.0|100
0|2021-12-16|64803.0|0|64803.0|0|920.0|0|0.0|100
0|2021-12-17|64903.0|0|64903.0|0|921.0|0|0.0|100
0|2021-12-18|64903.0|0|64903.0|0|921.0|0|0.0|100
0|2021-12-19|64903.0|0|64903.0|0|921.0|0|0.0|100
0|2021-12-20|65130.0|0|65130.0|0|923.0|0|0.0|100
0|2021-12-21|65186.0|0|65186.0|0|926.0|0|0.0|100
0|2021-12-22|65291.0|0|65291.0|0|928.0|0|0.0|100
0|2021-12-23|65416.0|0|65416.0|0|928.0|0|0.0|100
0|2021-12-24|65416.0|0|65416.0|0|928.0|0|0.0|100
0|2021-12-25|65416.0|0|65416.0|0|928.0|0|0.0|100
0|2021-12-26|65416.0|0|65416.0|0|928.0|0|0.0|100
0|2021-12-27|65416.0|0|65416.0|0|928.0|0|0.0|100
0|2021-12-28|65416.0|0|65416.0|0|928.0|0|0.0|100
0|2021-12-29|66259.0|0|66259.0|0|930.0|0|0.0|100
0|2021-12-30|66648.0|0|66648.0|0|931.0|0|0.0|100
0|2021-12-31|67157.0|0|67157.0|0|932.0|0|0.0|100
0|2022-01-01|67157.0|0|67157.0|0|932.0|0|0.0|100
0|2022-01-02|67157.0|0|67157.0|0|932.0|0|0.0|100
0|2022-01-03|67157.0|0|67157.0|0|932.0|0|0.0|100
0|2022-01-04|68820.0|0|68820.0|0|935.0|0|0.0|100
0|2022-01-05|69163.0|0|69163.0|0|938.0|0|0.0|100
0|2022-01-06|70096.0|0|70096.0|0|940.0|0|0.0|100
0|2022-01-07|70827.0|0|70827.0|0|940.0|0|0.0|100
0|2022-01-08|70827.0|0|70827.0|0|940.0|0|0.0|100
0|2022-01-09|70827.0|0|70827.0|0|940.0|0|0.0|100
0|2022-01-10|73408.0|0|73408.0|0|943.0|0|0.0|100
0|2022-01-11|73779.0|0|73779.0|0|944.0|0|0.0|100
0|2022-01-12|74450.0|0|74450.0|0|945.0|0|0.0|100
0|2022-01-13|74450.0|0|75413.0|0|945.0|0|0.0|100
0|2022-01-14|76420.0|0|76420.0|0|945.0|0|0.0|100
0|2022-01-15|76420.0|0|76420.0|0|948.0|0|0.0|100
0|2022-01-16|76420.0|0|76420.0|0|948.0|0|0.0|100
0|2022-01-17|76420.0|0|0.0|100|948.0|0|0.0|100
