|dates|Sherman_Texas_UnitedStates.JHU_ConfirmedCases.data|Sherman_Texas_UnitedStates.JHU_ConfirmedCases.missing|Sherman_Texas_UnitedStates.NYT_ConfirmedCases.data|Sherman_Texas_UnitedStates.NYT_ConfirmedCases.missing|Sherman_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Sherman_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Sherman_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Sherman_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|302.0|0|302.0|0|15.0|0|0.0|100
0|2021-11-27|302.0|0|302.0|0|15.0|0|0.0|100
0|2021-11-28|302.0|0|302.0|0|15.0|0|0.0|100
0|2021-11-29|303.0|0|303.0|0|16.0|0|0.0|100
0|2021-11-30|304.0|0|304.0|0|16.0|0|0.0|100
0|2021-12-01|305.0|0|305.0|0|16.0|0|0.0|100
0|2021-12-02|307.0|0|307.0|0|16.0|0|0.0|100
0|2021-12-03|307.0|0|307.0|0|16.0|0|0.0|100
0|2021-12-04|307.0|0|307.0|0|16.0|0|0.0|100
0|2021-12-05|307.0|0|307.0|0|16.0|0|0.0|100
0|2021-12-06|307.0|0|307.0|0|16.0|0|0.0|100
0|2021-12-07|307.0|0|307.0|0|16.0|0|0.0|100
0|2021-12-08|307.0|0|307.0|0|16.0|0|0.0|100
0|2021-12-09|307.0|0|307.0|0|16.0|0|0.0|100
0|2021-12-10|308.0|0|308.0|0|16.0|0|0.0|100
0|2021-12-11|309.0|0|309.0|0|16.0|0|0.0|100
0|2021-12-12|309.0|0|309.0|0|16.0|0|0.0|100
0|2021-12-13|309.0|0|309.0|0|16.0|0|0.0|100
0|2021-12-14|309.0|0|309.0|0|16.0|0|0.0|100
0|2021-12-15|311.0|0|311.0|0|16.0|0|0.0|100
0|2021-12-16|311.0|0|311.0|0|16.0|0|0.0|100
0|2021-12-17|311.0|0|311.0|0|16.0|0|0.0|100
0|2021-12-18|311.0|0|311.0|0|16.0|0|0.0|100
0|2021-12-19|311.0|0|311.0|0|16.0|0|0.0|100
0|2021-12-20|311.0|0|311.0|0|16.0|0|0.0|100
0|2021-12-21|311.0|0|311.0|0|16.0|0|0.0|100
0|2021-12-22|313.0|0|313.0|0|16.0|0|0.0|100
0|2021-12-23|314.0|0|314.0|0|16.0|0|0.0|100
0|2021-12-24|314.0|0|314.0|0|16.0|0|0.0|100
0|2021-12-25|314.0|0|314.0|0|16.0|0|0.0|100
0|2021-12-26|314.0|0|314.0|0|16.0|0|0.0|100
0|2021-12-27|316.0|0|316.0|0|16.0|0|0.0|100
0|2021-12-28|316.0|0|316.0|0|16.0|0|0.0|100
0|2021-12-29|317.0|0|317.0|0|16.0|0|0.0|100
0|2021-12-30|318.0|0|318.0|0|16.0|0|0.0|100
0|2021-12-31|318.0|0|318.0|0|16.0|0|0.0|100
0|2022-01-01|318.0|0|318.0|0|16.0|0|0.0|100
0|2022-01-02|318.0|0|318.0|0|16.0|0|0.0|100
0|2022-01-03|318.0|0|318.0|0|16.0|0|0.0|100
0|2022-01-04|318.0|0|318.0|0|16.0|0|0.0|100
0|2022-01-05|318.0|0|318.0|0|16.0|0|0.0|100
0|2022-01-06|319.0|0|319.0|0|16.0|0|0.0|100
0|2022-01-07|319.0|0|319.0|0|16.0|0|0.0|100
0|2022-01-08|319.0|0|319.0|0|16.0|0|0.0|100
0|2022-01-09|320.0|0|320.0|0|16.0|0|0.0|100
0|2022-01-10|320.0|0|320.0|0|16.0|0|0.0|100
0|2022-01-11|322.0|0|322.0|0|16.0|0|0.0|100
0|2022-01-12|324.0|0|324.0|0|16.0|0|0.0|100
0|2022-01-13|324.0|0|326.0|0|16.0|0|0.0|100
0|2022-01-14|326.0|0|438.0|0|16.0|0|0.0|100
0|2022-01-15|440.0|0|440.0|0|16.0|0|0.0|100
0|2022-01-16|441.0|0|441.0|0|16.0|0|0.0|100
0|2022-01-17|441.0|0|0.0|100|16.0|0|0.0|100
