|dates|Labette_Kansas_UnitedStates.JHU_ConfirmedCases.data|Labette_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Labette_Kansas_UnitedStates.NYT_ConfirmedCases.data|Labette_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Labette_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Labette_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Labette_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Labette_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3467.0|0|3467.0|0|59.0|0|0.0|100
0|2021-10-18|3470.0|0|3470.0|0|59.0|0|0.0|100
0|2021-10-19|3470.0|0|3470.0|0|59.0|0|0.0|100
0|2021-10-20|3480.0|0|3480.0|0|59.0|0|0.0|100
0|2021-10-21|3480.0|0|3480.0|0|59.0|0|0.0|100
0|2021-10-22|3495.0|0|3495.0|0|60.0|0|0.0|100
0|2021-10-23|3495.0|0|3495.0|0|60.0|0|0.0|100
0|2021-10-24|3495.0|0|3495.0|0|60.0|0|0.0|100
0|2021-10-25|3503.0|0|3503.0|0|60.0|0|0.0|100
0|2021-10-26|3503.0|0|3503.0|0|60.0|0|0.0|100
0|2021-10-27|3518.0|0|3518.0|0|60.0|0|0.0|100
0|2021-10-28|3518.0|0|3518.0|0|60.0|0|0.0|100
0|2021-10-29|3529.0|0|3529.0|0|60.0|0|0.0|100
0|2021-10-30|3529.0|0|3529.0|0|60.0|0|0.0|100
0|2021-10-31|3529.0|0|3529.0|0|60.0|0|0.0|100
0|2021-11-01|3538.0|0|3538.0|0|60.0|0|0.0|100
0|2021-11-02|3538.0|0|3538.0|0|60.0|0|0.0|100
0|2021-11-03|3567.0|0|3567.0|0|61.0|0|0.0|100
0|2021-11-04|3567.0|0|3567.0|0|61.0|0|0.0|100
0|2021-11-05|3601.0|0|3601.0|0|61.0|0|0.0|100
0|2021-11-06|3601.0|0|3601.0|0|61.0|0|0.0|100
0|2021-11-07|3601.0|0|3601.0|0|61.0|0|0.0|100
0|2021-11-08|3622.0|0|3622.0|0|61.0|0|0.0|100
0|2021-11-09|3622.0|0|3622.0|0|61.0|0|0.0|100
0|2021-11-10|3622.0|0|3701.0|0|61.0|0|0.0|100
0|2021-11-11|3701.0|0|3701.0|0|62.0|0|0.0|100
0|2021-11-12|3755.0|0|3755.0|0|62.0|0|0.0|100
0|2021-11-13|3755.0|0|3755.0|0|62.0|0|0.0|100
0|2021-11-14|3755.0|0|3755.0|0|62.0|0|0.0|100
0|2021-11-15|3785.0|0|3785.0|0|62.0|0|0.0|100
0|2021-11-16|3785.0|0|3785.0|0|62.0|0|0.0|100
0|2021-11-17|3830.0|0|3830.0|0|62.0|0|0.0|100
0|2021-11-18|3830.0|0|3830.0|0|62.0|0|0.0|100
0|2021-11-19|3870.0|0|3870.0|0|62.0|0|0.0|100
0|2021-11-20|3870.0|0|3870.0|0|62.0|0|0.0|100
0|2021-11-21|3870.0|0|3870.0|0|62.0|0|0.0|100
0|2021-11-22|3881.0|0|3881.0|0|62.0|0|0.0|100
0|2021-11-23|3881.0|0|3881.0|0|62.0|0|0.0|100
0|2021-11-24|3881.0|0|3911.0|0|62.0|0|0.0|100
0|2021-11-25|3911.0|0|3911.0|0|62.0|0|0.0|100
0|2021-11-26|3911.0|0|3911.0|0|62.0|0|0.0|100
0|2021-11-27|3911.0|0|3911.0|0|62.0|0|0.0|100
0|2021-11-28|3911.0|0|3911.0|0|62.0|0|0.0|100
0|2021-11-29|3943.0|0|3943.0|0|63.0|0|0.0|100
0|2021-11-30|3943.0|0|3943.0|0|63.0|0|0.0|100
0|2021-12-01|3994.0|0|3994.0|0|63.0|0|0.0|100
0|2021-12-02|3994.0|0|3994.0|0|63.0|0|0.0|100
0|2021-12-03|3994.0|0|4032.0|0|63.0|0|0.0|100
0|2021-12-04|4032.0|0|4032.0|0|63.0|0|0.0|100
0|2021-12-05|4032.0|0|4032.0|0|63.0|0|0.0|100
0|2021-12-06|4057.0|0|4057.0|0|63.0|0|0.0|100
0|2021-12-07|4057.0|0|4057.0|0|63.0|0|0.0|100
0|2021-12-08|4103.0|0|4103.0|0|63.0|0|0.0|100
0|2021-12-09|4103.0|0|4103.0|0|63.0|0|0.0|100
0|2021-12-10|4142.0|0|4142.0|0|63.0|0|0.0|100
0|2021-12-11|4142.0|0|4142.0|0|63.0|0|0.0|100
0|2021-12-12|4142.0|0|4142.0|0|63.0|0|0.0|100
0|2021-12-13|4170.0|0|4170.0|0|63.0|0|0.0|100
0|2021-12-14|4170.0|0|4170.0|0|63.0|0|0.0|100
0|2021-12-15|4220.0|0|4220.0|0|63.0|0|0.0|100
0|2021-12-16|4220.0|0|4220.0|0|63.0|0|0.0|100
0|2021-12-17|4253.0|0|4253.0|0|63.0|0|0.0|100
0|2021-12-18|4253.0|0|4253.0|0|63.0|0|0.0|100
0|2021-12-19|4253.0|0|4253.0|0|63.0|0|0.0|100
0|2021-12-20|4266.0|0|4266.0|0|63.0|0|0.0|100
0|2021-12-21|4266.0|0|4266.0|0|63.0|0|0.0|100
0|2021-12-22|4303.0|0|4303.0|0|63.0|0|0.0|100
0|2021-12-23|4303.0|0|4303.0|0|63.0|0|0.0|100
0|2021-12-24|4303.0|0|4303.0|0|63.0|0|0.0|100
0|2021-12-25|4303.0|0|4303.0|0|63.0|0|0.0|100
0|2021-12-26|4303.0|0|4303.0|0|63.0|0|0.0|100
0|2021-12-27|4331.0|0|4331.0|0|63.0|0|0.0|100
0|2021-12-28|4331.0|0|4331.0|0|63.0|0|0.0|100
0|2021-12-29|4390.0|0|4390.0|0|63.0|0|0.0|100
0|2021-12-30|4390.0|0|4390.0|0|63.0|0|0.0|100
0|2021-12-31|4390.0|0|4390.0|0|63.0|0|0.0|100
0|2022-01-01|4390.0|0|4390.0|0|63.0|0|0.0|100
0|2022-01-02|4390.0|0|4390.0|0|63.0|0|0.0|100
0|2022-01-03|4453.0|0|4453.0|0|63.0|0|0.0|100
0|2022-01-04|4453.0|0|4453.0|0|63.0|0|0.0|100
0|2022-01-05|4575.0|0|4575.0|0|63.0|0|0.0|100
0|2022-01-06|4575.0|0|4575.0|0|63.0|0|0.0|100
0|2022-01-07|4644.0|0|4644.0|0|67.0|0|0.0|100
0|2022-01-08|4644.0|0|4644.0|0|67.0|0|0.0|100
0|2022-01-09|4644.0|0|4644.0|0|67.0|0|0.0|100
0|2022-01-10|4713.0|0|4713.0|0|67.0|0|0.0|100
0|2022-01-11|4713.0|0|4713.0|0|67.0|0|0.0|100
0|2022-01-12|4713.0|0|4806.0|0|67.0|0|0.0|100
0|2022-01-13|4713.0|0|4899.0|0|67.0|0|0.0|100
0|2022-01-14|5049.0|0|5049.0|0|67.0|0|0.0|100
0|2022-01-15|5049.0|0|5049.0|0|67.0|0|0.0|100
0|2022-01-16|5049.0|0|5049.0|0|67.0|0|0.0|100
0|2022-01-17|5049.0|0|0.0|100|67.0|0|0.0|100
