|dates|Quay_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Quay_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Quay_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Quay_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Quay_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Quay_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Quay_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Quay_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|1311.0|0|1311.0|0|25.0|0|0.0|100
0|2021-12-01|1333.0|0|1333.0|0|25.0|0|0.0|100
0|2021-12-02|1353.0|0|1353.0|0|25.0|0|0.0|100
0|2021-12-03|1353.0|0|1362.0|0|25.0|0|0.0|100
0|2021-12-04|1371.0|0|1371.0|0|25.0|0|0.0|100
0|2021-12-05|1371.0|0|1371.0|0|25.0|0|0.0|100
0|2021-12-06|1400.0|0|1400.0|0|25.0|0|0.0|100
0|2021-12-07|1410.0|0|1410.0|0|25.0|0|0.0|100
0|2021-12-08|1421.0|0|1421.0|0|25.0|0|0.0|100
0|2021-12-09|1437.0|0|1437.0|0|25.0|0|0.0|100
0|2021-12-10|1462.0|0|1450.0|0|25.0|0|0.0|100
0|2021-12-11|1462.0|0|1462.0|0|25.0|0|0.0|100
0|2021-12-12|1462.0|0|1462.0|0|25.0|0|0.0|100
0|2021-12-13|1482.0|0|1482.0|0|26.0|0|0.0|100
0|2021-12-14|1482.0|0|1491.0|0|26.0|0|0.0|100
0|2021-12-15|1502.0|0|1502.0|0|26.0|0|0.0|100
0|2021-12-16|1502.0|0|1507.0|0|26.0|0|0.0|100
0|2021-12-17|1521.0|0|1511.0|0|26.0|0|0.0|100
0|2021-12-18|1521.0|0|1521.0|0|26.0|0|0.0|100
0|2021-12-19|1521.0|0|1521.0|0|26.0|0|0.0|100
0|2021-12-20|1533.0|0|1533.0|0|28.0|0|0.0|100
0|2021-12-21|1536.0|0|1536.0|0|28.0|0|0.0|100
0|2021-12-22|1540.0|0|1540.0|0|28.0|0|0.0|100
0|2021-12-23|1551.0|0|1551.0|0|28.0|0|0.0|100
0|2021-12-24|1551.0|0|1551.0|0|28.0|0|0.0|100
0|2021-12-25|1551.0|0|1551.0|0|28.0|0|0.0|100
0|2021-12-26|1551.0|0|1551.0|0|28.0|0|0.0|100
0|2021-12-27|1566.0|0|1566.0|0|28.0|0|0.0|100
0|2021-12-28|1570.0|0|1570.0|0|28.0|0|0.0|100
0|2021-12-29|1574.0|0|1574.0|0|29.0|0|0.0|100
0|2021-12-30|1577.0|0|1577.0|0|31.0|0|0.0|100
0|2021-12-31|1577.0|0|1577.0|0|31.0|0|0.0|100
0|2022-01-01|1577.0|0|1577.0|0|31.0|0|0.0|100
0|2022-01-02|1577.0|0|1577.0|0|31.0|0|0.0|100
0|2022-01-03|1590.0|0|1590.0|0|31.0|0|0.0|100
0|2022-01-04|1599.0|0|1599.0|0|31.0|0|0.0|100
0|2022-01-05|1605.0|0|1605.0|0|31.0|0|0.0|100
0|2022-01-06|1614.0|0|1614.0|0|31.0|0|0.0|100
0|2022-01-07|1622.0|0|1622.0|0|31.0|0|0.0|100
0|2022-01-08|1622.0|0|1622.0|0|31.0|0|0.0|100
0|2022-01-09|1622.0|0|1622.0|0|31.0|0|0.0|100
0|2022-01-10|1629.0|0|1629.0|0|33.0|0|0.0|100
0|2022-01-11|1648.0|0|1648.0|0|34.0|0|0.0|100
0|2022-01-12|1678.0|0|1678.0|0|34.0|0|0.0|100
0|2022-01-13|1678.0|0|1704.0|0|34.0|0|0.0|100
0|2022-01-14|1726.0|0|1726.0|0|35.0|0|0.0|100
0|2022-01-15|1726.0|0|1726.0|0|35.0|0|0.0|100
0|2022-01-16|1726.0|0|1726.0|0|35.0|0|0.0|100
0|2022-01-17|1726.0|0|0.0|100|35.0|0|0.0|100
