|dates|Upton_Texas_UnitedStates.JHU_ConfirmedCases.data|Upton_Texas_UnitedStates.JHU_ConfirmedCases.missing|Upton_Texas_UnitedStates.NYT_ConfirmedCases.data|Upton_Texas_UnitedStates.NYT_ConfirmedCases.missing|Upton_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Upton_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Upton_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Upton_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|617.0|0|617.0|0|15.0|0|0.0|100
0|2021-11-14|618.0|0|618.0|0|15.0|0|0.0|100
0|2021-11-15|618.0|0|618.0|0|15.0|0|0.0|100
0|2021-11-16|618.0|0|618.0|0|15.0|0|0.0|100
0|2021-11-17|618.0|0|618.0|0|15.0|0|0.0|100
0|2021-11-18|620.0|0|620.0|0|15.0|0|0.0|100
0|2021-11-19|620.0|0|620.0|0|15.0|0|0.0|100
0|2021-11-20|620.0|0|620.0|0|15.0|0|0.0|100
0|2021-11-21|620.0|0|620.0|0|15.0|0|0.0|100
0|2021-11-22|620.0|0|620.0|0|15.0|0|0.0|100
0|2021-11-23|620.0|0|620.0|0|15.0|0|0.0|100
0|2021-11-24|621.0|0|621.0|0|15.0|0|0.0|100
0|2021-11-25|621.0|0|621.0|0|15.0|0|0.0|100
0|2021-11-26|621.0|0|621.0|0|15.0|0|0.0|100
0|2021-11-27|621.0|0|621.0|0|15.0|0|0.0|100
0|2021-11-28|621.0|0|621.0|0|15.0|0|0.0|100
0|2021-11-29|621.0|0|621.0|0|15.0|0|0.0|100
0|2021-11-30|623.0|0|623.0|0|15.0|0|0.0|100
0|2021-12-01|625.0|0|625.0|0|15.0|0|0.0|100
0|2021-12-02|625.0|0|625.0|0|15.0|0|0.0|100
0|2021-12-03|625.0|0|625.0|0|15.0|0|0.0|100
0|2021-12-04|625.0|0|628.0|0|15.0|0|0.0|100
0|2021-12-05|628.0|0|628.0|0|15.0|0|0.0|100
0|2021-12-06|628.0|0|628.0|0|15.0|0|0.0|100
0|2021-12-07|629.0|0|629.0|0|15.0|0|0.0|100
0|2021-12-08|630.0|0|630.0|0|15.0|0|0.0|100
0|2021-12-09|631.0|0|631.0|0|15.0|0|0.0|100
0|2021-12-10|641.0|0|641.0|0|15.0|0|0.0|100
0|2021-12-11|641.0|0|641.0|0|15.0|0|0.0|100
0|2021-12-12|641.0|0|641.0|0|15.0|0|0.0|100
0|2021-12-13|641.0|0|641.0|0|15.0|0|0.0|100
0|2021-12-14|641.0|0|643.0|0|15.0|0|0.0|100
0|2021-12-15|647.0|0|647.0|0|15.0|0|0.0|100
0|2021-12-16|647.0|0|647.0|0|15.0|0|0.0|100
0|2021-12-17|647.0|0|647.0|0|15.0|0|0.0|100
0|2021-12-18|649.0|0|649.0|0|15.0|0|0.0|100
0|2021-12-19|649.0|0|649.0|0|15.0|0|0.0|100
0|2021-12-20|650.0|0|650.0|0|15.0|0|0.0|100
0|2021-12-21|650.0|0|650.0|0|15.0|0|0.0|100
0|2021-12-22|652.0|0|652.0|0|15.0|0|0.0|100
0|2021-12-23|654.0|0|654.0|0|15.0|0|0.0|100
0|2021-12-24|654.0|0|654.0|0|15.0|0|0.0|100
0|2021-12-25|654.0|0|654.0|0|15.0|0|0.0|100
0|2021-12-26|654.0|0|654.0|0|15.0|0|0.0|100
0|2021-12-27|662.0|0|662.0|0|15.0|0|0.0|100
0|2021-12-28|663.0|0|663.0|0|15.0|0|0.0|100
0|2021-12-29|665.0|0|665.0|0|15.0|0|0.0|100
0|2021-12-30|666.0|0|666.0|0|15.0|0|0.0|100
0|2021-12-31|666.0|0|666.0|0|15.0|0|0.0|100
0|2022-01-01|666.0|0|666.0|0|15.0|0|0.0|100
0|2022-01-02|666.0|0|666.0|0|15.0|0|0.0|100
0|2022-01-03|692.0|0|692.0|0|15.0|0|0.0|100
0|2022-01-04|699.0|0|699.0|0|15.0|0|0.0|100
0|2022-01-05|711.0|0|711.0|0|15.0|0|0.0|100
0|2022-01-06|714.0|0|714.0|0|15.0|0|0.0|100
0|2022-01-07|715.0|0|715.0|0|15.0|0|0.0|100
0|2022-01-08|717.0|0|717.0|0|15.0|0|0.0|100
0|2022-01-09|717.0|0|717.0|0|15.0|0|0.0|100
0|2022-01-10|717.0|0|717.0|0|15.0|0|0.0|100
0|2022-01-11|718.0|0|718.0|0|15.0|0|0.0|100
0|2022-01-12|723.0|0|723.0|0|15.0|0|0.0|100
0|2022-01-13|723.0|0|726.0|0|15.0|0|0.0|100
0|2022-01-14|726.0|0|692.0|0|15.0|0|0.0|100
0|2022-01-15|696.0|0|696.0|0|15.0|0|0.0|100
0|2022-01-16|696.0|0|696.0|0|15.0|0|0.0|100
0|2022-01-17|698.0|0|0.0|100|15.0|0|0.0|100
