|dates|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|OglalaLakota_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|OglalaLakota_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2368.0|0|2368.0|0|52.0|0|0.0|100
0|2021-10-18|2368.0|0|2378.0|0|52.0|0|0.0|100
0|2021-10-19|2368.0|0|2390.0|0|52.0|0|0.0|100
0|2021-10-20|2395.0|0|2395.0|0|53.0|0|0.0|100
0|2021-10-21|2399.0|0|2399.0|0|53.0|0|0.0|100
0|2021-10-22|2400.0|0|2400.0|0|53.0|0|0.0|100
0|2021-10-23|2400.0|0|2400.0|0|53.0|0|0.0|100
0|2021-10-24|2400.0|0|2400.0|0|53.0|0|0.0|100
0|2021-10-25|2404.0|0|2404.0|0|53.0|0|0.0|100
0|2021-10-26|2413.0|0|2413.0|0|53.0|0|0.0|100
0|2021-10-27|2418.0|0|2418.0|0|53.0|0|0.0|100
0|2021-10-28|2420.0|0|2420.0|0|53.0|0|0.0|100
0|2021-10-29|2423.0|0|2423.0|0|53.0|0|0.0|100
0|2021-10-30|2423.0|0|2423.0|0|53.0|0|0.0|100
0|2021-10-31|2423.0|0|2423.0|0|53.0|0|0.0|100
0|2021-11-01|2426.0|0|2426.0|0|53.0|0|0.0|100
0|2021-11-02|2436.0|0|2436.0|0|53.0|0|0.0|100
0|2021-11-03|2448.0|0|2448.0|0|53.0|0|0.0|100
0|2021-11-04|2455.0|0|2455.0|0|53.0|0|0.0|100
0|2021-11-05|2458.0|0|2458.0|0|53.0|0|0.0|100
0|2021-11-06|2458.0|0|2458.0|0|53.0|0|0.0|100
0|2021-11-07|2458.0|0|2458.0|0|53.0|0|0.0|100
0|2021-11-08|2461.0|0|2461.0|0|53.0|0|0.0|100
0|2021-11-09|2472.0|0|2472.0|0|53.0|0|0.0|100
0|2021-11-10|2476.0|0|2476.0|0|53.0|0|0.0|100
0|2021-11-11|2476.0|0|2476.0|0|53.0|0|0.0|100
0|2021-11-12|2482.0|0|2482.0|0|53.0|0|0.0|100
0|2021-11-13|2482.0|0|2482.0|0|53.0|0|0.0|100
0|2021-11-14|2482.0|0|2482.0|0|53.0|0|0.0|100
0|2021-11-15|2486.0|0|2486.0|0|53.0|0|0.0|100
0|2021-11-16|2492.0|0|2492.0|0|53.0|0|0.0|100
0|2021-11-17|2492.0|0|2492.0|0|54.0|0|0.0|100
0|2021-11-18|2494.0|0|2494.0|0|54.0|0|0.0|100
0|2021-11-19|2493.0|0|2493.0|0|54.0|0|0.0|100
0|2021-11-20|2493.0|0|2493.0|0|54.0|0|0.0|100
0|2021-11-21|2493.0|0|2493.0|0|54.0|0|0.0|100
0|2021-11-22|2500.0|0|2500.0|0|54.0|0|0.0|100
0|2021-11-23|2500.0|0|2500.0|0|54.0|0|0.0|100
0|2021-11-24|2501.0|0|2501.0|0|54.0|0|0.0|100
0|2021-11-25|2501.0|0|2501.0|0|54.0|0|0.0|100
0|2021-11-26|2501.0|0|2501.0|0|54.0|0|0.0|100
0|2021-11-27|2501.0|0|2501.0|0|54.0|0|0.0|100
0|2021-11-28|2501.0|0|2501.0|0|54.0|0|0.0|100
0|2021-11-29|2501.0|0|2501.0|0|54.0|0|0.0|100
0|2021-11-30|2504.0|0|2504.0|0|54.0|0|0.0|100
0|2021-12-01|2575.0|0|2575.0|0|54.0|0|0.0|100
0|2021-12-02|2576.0|0|2576.0|0|54.0|0|0.0|100
0|2021-12-03|2590.0|0|2590.0|0|54.0|0|0.0|100
0|2021-12-04|2590.0|0|2590.0|0|54.0|0|0.0|100
0|2021-12-05|2590.0|0|2590.0|0|54.0|0|0.0|100
0|2021-12-06|2593.0|0|2593.0|0|54.0|0|0.0|100
0|2021-12-07|2595.0|0|2595.0|0|54.0|0|0.0|100
0|2021-12-08|2616.0|0|2616.0|0|54.0|0|0.0|100
0|2021-12-09|2617.0|0|2617.0|0|54.0|0|0.0|100
0|2021-12-10|2619.0|0|2619.0|0|54.0|0|0.0|100
0|2021-12-11|2619.0|0|2619.0|0|54.0|0|0.0|100
0|2021-12-12|2619.0|0|2619.0|0|54.0|0|0.0|100
0|2021-12-13|2619.0|0|2619.0|0|55.0|0|0.0|100
0|2021-12-14|2619.0|0|2621.0|0|55.0|0|0.0|100
0|2021-12-15|2621.0|0|2621.0|0|55.0|0|0.0|100
0|2021-12-16|2623.0|0|2623.0|0|55.0|0|0.0|100
0|2021-12-17|2633.0|0|2633.0|0|55.0|0|0.0|100
0|2021-12-18|2633.0|0|2633.0|0|55.0|0|0.0|100
0|2021-12-19|2633.0|0|2633.0|0|55.0|0|0.0|100
0|2021-12-20|2633.0|0|2633.0|0|55.0|0|0.0|100
0|2021-12-21|2635.0|0|2635.0|0|55.0|0|0.0|100
0|2021-12-22|2636.0|0|2636.0|0|55.0|0|0.0|100
0|2021-12-23|2653.0|0|2653.0|0|55.0|0|0.0|100
0|2021-12-24|2653.0|0|2653.0|0|55.0|0|0.0|100
0|2021-12-25|2653.0|0|2653.0|0|55.0|0|0.0|100
0|2021-12-26|2653.0|0|2653.0|0|55.0|0|0.0|100
0|2021-12-27|2660.0|0|2660.0|0|55.0|0|0.0|100
0|2021-12-28|2665.0|0|2665.0|0|55.0|0|0.0|100
0|2021-12-29|2671.0|0|2671.0|0|55.0|0|0.0|100
0|2021-12-30|2671.0|0|2671.0|0|55.0|0|0.0|100
0|2021-12-31|2671.0|0|2671.0|0|55.0|0|0.0|100
0|2022-01-01|2671.0|0|2671.0|0|55.0|0|0.0|100
0|2022-01-02|2671.0|0|2671.0|0|55.0|0|0.0|100
0|2022-01-03|2673.0|0|2673.0|0|55.0|0|0.0|100
0|2022-01-04|2733.0|0|2733.0|0|55.0|0|0.0|100
0|2022-01-05|2907.0|0|2907.0|0|55.0|0|0.0|100
0|2022-01-06|2937.0|0|2937.0|0|55.0|0|0.0|100
0|2022-01-07|2947.0|0|2947.0|0|55.0|0|0.0|100
0|2022-01-08|2947.0|0|2947.0|0|55.0|0|0.0|100
0|2022-01-09|2947.0|0|2947.0|0|55.0|0|0.0|100
0|2022-01-10|2957.0|0|2957.0|0|55.0|0|0.0|100
0|2022-01-11|3005.0|0|3005.0|0|55.0|0|0.0|100
0|2022-01-12|3048.0|0|3048.0|0|55.0|0|0.0|100
0|2022-01-13|3048.0|0|3098.0|0|55.0|0|0.0|100
0|2022-01-14|3098.0|0|3111.0|0|55.0|0|0.0|100
0|2022-01-15|3111.0|0|3111.0|0|55.0|0|0.0|100
0|2022-01-16|3111.0|0|3111.0|0|55.0|0|0.0|100
0|2022-01-17|3111.0|0|0.0|100|55.0|0|0.0|100
