|dates|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Fredericksburg_Virginia_UnitedStates.NYT_ConfirmedCases.data|Fredericksburg_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|3114.0|0|3114.0|0|26.0|0|0.0|100
0|2021-11-11|3115.0|0|3115.0|0|26.0|0|0.0|100
0|2021-11-12|3117.0|0|3117.0|0|26.0|0|0.0|100
0|2021-11-13|3117.0|0|3117.0|0|26.0|0|0.0|100
0|2021-11-14|3117.0|0|3117.0|0|26.0|0|0.0|100
0|2021-11-15|3120.0|0|3120.0|0|26.0|0|0.0|100
0|2021-11-16|3120.0|0|3120.0|0|26.0|0|0.0|100
0|2021-11-17|3130.0|0|3130.0|0|26.0|0|0.0|100
0|2021-11-18|3134.0|0|3134.0|0|26.0|0|0.0|100
0|2021-11-19|3136.0|0|3136.0|0|26.0|0|0.0|100
0|2021-11-20|3136.0|0|3136.0|0|26.0|0|0.0|100
0|2021-11-21|3136.0|0|3136.0|0|26.0|0|0.0|100
0|2021-11-22|3153.0|0|3153.0|0|26.0|0|0.0|100
0|2021-11-23|3155.0|0|3155.0|0|26.0|0|0.0|100
0|2021-11-24|3161.0|0|3161.0|0|26.0|0|0.0|100
0|2021-11-25|3168.0|0|3168.0|0|26.0|0|0.0|100
0|2021-11-26|3171.0|0|3171.0|0|26.0|0|0.0|100
0|2021-11-27|3171.0|0|3171.0|0|26.0|0|0.0|100
0|2021-11-28|3171.0|0|3171.0|0|26.0|0|0.0|100
0|2021-11-29|3184.0|0|3184.0|0|26.0|0|0.0|100
0|2021-11-30|3188.0|0|3188.0|0|26.0|0|0.0|100
0|2021-12-01|3195.0|0|3195.0|0|26.0|0|0.0|100
0|2021-12-02|3201.0|0|3201.0|0|26.0|0|0.0|100
0|2021-12-03|3208.0|0|3208.0|0|26.0|0|0.0|100
0|2021-12-04|3208.0|0|3208.0|0|26.0|0|0.0|100
0|2021-12-05|3208.0|0|3208.0|0|26.0|0|0.0|100
0|2021-12-06|3216.0|0|3216.0|0|26.0|0|0.0|100
0|2021-12-07|3222.0|0|3222.0|0|26.0|0|0.0|100
0|2021-12-08|3233.0|0|3233.0|0|26.0|0|0.0|100
0|2021-12-09|3251.0|0|3251.0|0|26.0|0|0.0|100
0|2021-12-10|3260.0|0|3260.0|0|26.0|0|0.0|100
0|2021-12-11|3260.0|0|3260.0|0|26.0|0|0.0|100
0|2021-12-12|3260.0|0|3260.0|0|26.0|0|0.0|100
0|2021-12-13|3288.0|0|3288.0|0|26.0|0|0.0|100
0|2021-12-14|3288.0|0|3285.0|0|26.0|0|0.0|100
0|2021-12-15|3290.0|0|3290.0|0|26.0|0|0.0|100
0|2021-12-16|3290.0|0|3307.0|0|26.0|0|0.0|100
0|2021-12-17|3314.0|0|3314.0|0|26.0|0|0.0|100
0|2021-12-18|3314.0|0|3314.0|0|26.0|0|0.0|100
0|2021-12-19|3314.0|0|3314.0|0|26.0|0|0.0|100
0|2021-12-20|3340.0|0|3340.0|0|26.0|0|0.0|100
0|2021-12-21|3349.0|0|3349.0|0|26.0|0|0.0|100
0|2021-12-22|3361.0|0|3361.0|0|27.0|0|0.0|100
0|2021-12-23|3380.0|0|3380.0|0|27.0|0|0.0|100
0|2021-12-24|3424.0|0|3424.0|0|27.0|0|0.0|100
0|2021-12-25|3424.0|0|3424.0|0|27.0|0|0.0|100
0|2021-12-26|3424.0|0|3424.0|0|27.0|0|0.0|100
0|2021-12-27|3521.0|0|3521.0|0|27.0|0|0.0|100
0|2021-12-28|3532.0|0|3532.0|0|27.0|0|0.0|100
0|2021-12-29|3563.0|0|3563.0|0|27.0|0|0.0|100
0|2021-12-30|3625.0|0|3625.0|0|27.0|0|0.0|100
0|2021-12-31|3691.0|0|3691.0|0|27.0|0|0.0|100
0|2022-01-01|3691.0|0|3691.0|0|27.0|0|0.0|100
0|2022-01-02|3691.0|0|3691.0|0|27.0|0|0.0|100
0|2022-01-03|3866.0|0|3866.0|0|27.0|0|0.0|100
0|2022-01-04|3987.0|0|3987.0|0|27.0|0|0.0|100
0|2022-01-05|4012.0|0|4012.0|0|27.0|0|0.0|100
0|2022-01-06|4043.0|0|4043.0|0|27.0|0|0.0|100
0|2022-01-07|4087.0|0|4087.0|0|27.0|0|0.0|100
0|2022-01-08|4087.0|0|4087.0|0|27.0|0|0.0|100
0|2022-01-09|4087.0|0|4087.0|0|27.0|0|0.0|100
0|2022-01-10|4241.0|0|4241.0|0|27.0|0|0.0|100
0|2022-01-11|4279.0|0|4279.0|0|27.0|0|0.0|100
0|2022-01-12|4369.0|0|4369.0|0|27.0|0|0.0|100
0|2022-01-13|4369.0|0|4416.0|0|27.0|0|0.0|100
0|2022-01-14|4487.0|0|4487.0|0|28.0|0|0.0|100
0|2022-01-15|4487.0|0|4487.0|0|28.0|0|0.0|100
0|2022-01-16|4487.0|0|4487.0|0|28.0|0|0.0|100
0|2022-01-17|4594.0|0|0.0|100|28.0|0|0.0|100
