|dates|Clackamas_Oregon_UnitedStates.BLS_EmployedPopulation.data|Clackamas_Oregon_UnitedStates.BLS_EmployedPopulation.missing|Clackamas_Oregon_UnitedStates.BLS_UnemployedPopulation.data|Clackamas_Oregon_UnitedStates.BLS_UnemployedPopulation.missing|Clackamas_Oregon_UnitedStates.BLS_UnemploymentRate.data|Clackamas_Oregon_UnitedStates.BLS_UnemploymentRate.missing|Clackamas_Oregon_UnitedStates.BLS_LaborForcePopulation.data|Clackamas_Oregon_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-18|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-19|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-20|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-21|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-22|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-23|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-24|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-25|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-26|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-27|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-28|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-29|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-30|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-10-31|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-01|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-02|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-03|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-04|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-05|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-06|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-07|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-08|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-09|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-10|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-11|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-12|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-13|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-14|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-15|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-16|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-17|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-18|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-19|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-20|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-21|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-22|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-23|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-24|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-25|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-26|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-27|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-28|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-29|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-11-30|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-01|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-02|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-03|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-04|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-05|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-06|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-07|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-08|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-09|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-10|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-11|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-12|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-13|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
0|2021-12-14|212420.0|0|11586.0|0|5.172182887958359|0|224006.0|0
