|dates|Stonewall_Texas_UnitedStates.JHU_ConfirmedCases.data|Stonewall_Texas_UnitedStates.JHU_ConfirmedCases.missing|Stonewall_Texas_UnitedStates.NYT_ConfirmedCases.data|Stonewall_Texas_UnitedStates.NYT_ConfirmedCases.missing|Stonewall_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Stonewall_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Stonewall_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Stonewall_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|233.0|0|233.0|0|6.0|0|0.0|100
0|2021-11-30|233.0|0|233.0|0|6.0|0|0.0|100
0|2021-12-01|233.0|0|233.0|0|6.0|0|0.0|100
0|2021-12-02|236.0|0|236.0|0|6.0|0|0.0|100
0|2021-12-03|237.0|0|237.0|0|6.0|0|0.0|100
0|2021-12-04|238.0|0|238.0|0|6.0|0|0.0|100
0|2021-12-05|238.0|0|238.0|0|6.0|0|0.0|100
0|2021-12-06|238.0|0|238.0|0|6.0|0|0.0|100
0|2021-12-07|239.0|0|239.0|0|6.0|0|0.0|100
0|2021-12-08|239.0|0|239.0|0|6.0|0|0.0|100
0|2021-12-09|239.0|0|239.0|0|6.0|0|0.0|100
0|2021-12-10|240.0|0|240.0|0|6.0|0|0.0|100
0|2021-12-11|242.0|0|242.0|0|6.0|0|0.0|100
0|2021-12-12|242.0|0|242.0|0|6.0|0|0.0|100
0|2021-12-13|243.0|0|243.0|0|6.0|0|0.0|100
0|2021-12-14|243.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-15|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-16|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-17|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-18|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-19|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-20|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-21|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-22|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-23|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-24|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-25|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-26|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-27|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-28|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-29|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-30|245.0|0|245.0|0|6.0|0|0.0|100
0|2021-12-31|245.0|0|245.0|0|6.0|0|0.0|100
0|2022-01-01|245.0|0|245.0|0|6.0|0|0.0|100
0|2022-01-02|245.0|0|245.0|0|6.0|0|0.0|100
0|2022-01-03|247.0|0|247.0|0|6.0|0|0.0|100
0|2022-01-04|247.0|0|247.0|0|6.0|0|0.0|100
0|2022-01-05|247.0|0|247.0|0|6.0|0|0.0|100
0|2022-01-06|248.0|0|248.0|0|6.0|0|0.0|100
0|2022-01-07|250.0|0|250.0|0|6.0|0|0.0|100
0|2022-01-08|250.0|0|250.0|0|6.0|0|0.0|100
0|2022-01-09|250.0|0|250.0|0|6.0|0|0.0|100
0|2022-01-10|250.0|0|250.0|0|6.0|0|0.0|100
0|2022-01-11|255.0|0|255.0|0|6.0|0|0.0|100
0|2022-01-12|264.0|0|264.0|0|6.0|0|0.0|100
0|2022-01-13|264.0|0|265.0|0|6.0|0|0.0|100
0|2022-01-14|265.0|0|267.0|0|6.0|0|0.0|100
0|2022-01-15|271.0|0|271.0|0|6.0|0|0.0|100
0|2022-01-16|271.0|0|271.0|0|6.0|0|0.0|100
0|2022-01-17|275.0|0|0.0|100|6.0|0|0.0|100
