|dates|SanPatricio_Texas_UnitedStates.JHU_ConfirmedCases.data|SanPatricio_Texas_UnitedStates.JHU_ConfirmedCases.missing|SanPatricio_Texas_UnitedStates.NYT_ConfirmedCases.data|SanPatricio_Texas_UnitedStates.NYT_ConfirmedCases.missing|SanPatricio_Texas_UnitedStates.JHU_ConfirmedDeaths.data|SanPatricio_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|SanPatricio_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|SanPatricio_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6906.0|0|6906.0|0|275.0|0|0.0|100
0|2021-10-18|6906.0|0|6906.0|0|275.0|0|0.0|100
0|2021-10-19|6936.0|0|6936.0|0|277.0|0|0.0|100
0|2021-10-20|6936.0|0|6936.0|0|279.0|0|0.0|100
0|2021-10-21|6936.0|0|6936.0|0|280.0|0|0.0|100
0|2021-10-22|6959.0|0|6959.0|0|283.0|0|0.0|100
0|2021-10-23|6959.0|0|6959.0|0|284.0|0|0.0|100
0|2021-10-24|6959.0|0|6959.0|0|284.0|0|0.0|100
0|2021-10-25|6959.0|0|6959.0|0|284.0|0|0.0|100
0|2021-10-26|6973.0|0|6973.0|0|283.0|0|0.0|100
0|2021-10-27|6973.0|0|6973.0|0|285.0|0|0.0|100
0|2021-10-28|6973.0|0|6973.0|0|286.0|0|0.0|100
0|2021-10-29|6984.0|0|6984.0|0|288.0|0|0.0|100
0|2021-10-30|6984.0|0|6984.0|0|288.0|0|0.0|100
0|2021-10-31|6984.0|0|6984.0|0|288.0|0|0.0|100
0|2021-11-01|6984.0|0|6984.0|0|288.0|0|0.0|100
0|2021-11-02|7010.0|0|7010.0|0|289.0|0|0.0|100
0|2021-11-03|7010.0|0|7010.0|0|289.0|0|0.0|100
0|2021-11-04|7010.0|0|7010.0|0|292.0|0|0.0|100
0|2021-11-05|7055.0|0|7055.0|0|293.0|0|0.0|100
0|2021-11-06|7055.0|0|7055.0|0|293.0|0|0.0|100
0|2021-11-07|7055.0|0|7055.0|0|293.0|0|0.0|100
0|2021-11-08|7055.0|0|7055.0|0|293.0|0|0.0|100
0|2021-11-09|7078.0|0|7078.0|0|294.0|0|0.0|100
0|2021-11-10|7078.0|0|7078.0|0|294.0|0|0.0|100
0|2021-11-11|7078.0|0|7078.0|0|294.0|0|0.0|100
0|2021-11-12|7078.0|0|7078.0|0|294.0|0|0.0|100
0|2021-11-13|7092.0|0|7092.0|0|295.0|0|0.0|100
0|2021-11-14|7092.0|0|7092.0|0|295.0|0|0.0|100
0|2021-11-15|7092.0|0|7092.0|0|295.0|0|0.0|100
0|2021-11-16|7092.0|0|7092.0|0|295.0|0|0.0|100
0|2021-11-17|7118.0|0|7118.0|0|295.0|0|0.0|100
0|2021-11-18|7118.0|0|7118.0|0|295.0|0|0.0|100
0|2021-11-19|7118.0|0|7118.0|0|295.0|0|0.0|100
0|2021-11-20|7157.0|0|7157.0|0|296.0|0|0.0|100
0|2021-11-21|7157.0|0|7157.0|0|296.0|0|0.0|100
0|2021-11-22|7157.0|0|7157.0|0|296.0|0|0.0|100
0|2021-11-23|7167.0|0|7167.0|0|296.0|0|0.0|100
0|2021-11-24|7167.0|0|7167.0|0|296.0|0|0.0|100
0|2021-11-25|7167.0|0|7167.0|0|296.0|0|0.0|100
0|2021-11-26|7167.0|0|7167.0|0|296.0|0|0.0|100
0|2021-11-27|7167.0|0|7167.0|0|296.0|0|0.0|100
0|2021-11-28|7167.0|0|7167.0|0|296.0|0|0.0|100
0|2021-11-29|7167.0|0|7167.0|0|298.0|0|0.0|100
0|2021-11-30|7179.0|0|7179.0|0|298.0|0|0.0|100
0|2021-12-01|7180.0|0|7180.0|0|298.0|0|0.0|100
0|2021-12-02|7182.0|0|7182.0|0|298.0|0|0.0|100
0|2021-12-03|7183.0|0|7183.0|0|298.0|0|0.0|100
0|2021-12-04|7186.0|0|7186.0|0|298.0|0|0.0|100
0|2021-12-05|7186.0|0|7186.0|0|298.0|0|0.0|100
0|2021-12-06|7188.0|0|7188.0|0|298.0|0|0.0|100
0|2021-12-07|7194.0|0|7194.0|0|298.0|0|0.0|100
0|2021-12-08|7194.0|0|7194.0|0|298.0|0|0.0|100
0|2021-12-09|7197.0|0|7197.0|0|298.0|0|0.0|100
0|2021-12-10|7218.0|0|7218.0|0|298.0|0|0.0|100
0|2021-12-11|7223.0|0|7223.0|0|298.0|0|0.0|100
0|2021-12-12|7223.0|0|7223.0|0|298.0|0|0.0|100
0|2021-12-13|7223.0|0|7223.0|0|298.0|0|0.0|100
0|2021-12-14|7223.0|0|7223.0|0|298.0|0|0.0|100
0|2021-12-15|7229.0|0|7229.0|0|298.0|0|0.0|100
0|2021-12-16|7231.0|0|7231.0|0|298.0|0|0.0|100
0|2021-12-17|7232.0|0|7232.0|0|298.0|0|0.0|100
0|2021-12-18|7237.0|0|7237.0|0|298.0|0|0.0|100
0|2021-12-19|7243.0|0|7243.0|0|298.0|0|0.0|100
0|2021-12-20|7245.0|0|7245.0|0|298.0|0|0.0|100
0|2021-12-21|7250.0|0|7250.0|0|300.0|0|0.0|100
0|2021-12-22|7254.0|0|7254.0|0|300.0|0|0.0|100
0|2021-12-23|7257.0|0|7257.0|0|300.0|0|0.0|100
0|2021-12-24|7257.0|0|7257.0|0|300.0|0|0.0|100
0|2021-12-25|7257.0|0|7257.0|0|300.0|0|0.0|100
0|2021-12-26|7257.0|0|7257.0|0|300.0|0|0.0|100
0|2021-12-27|7304.0|0|7304.0|0|300.0|0|0.0|100
0|2021-12-28|7312.0|0|7312.0|0|301.0|0|0.0|100
0|2021-12-29|7321.0|0|7321.0|0|301.0|0|0.0|100
0|2021-12-30|7323.0|0|7323.0|0|301.0|0|0.0|100
0|2021-12-31|7323.0|0|7323.0|0|301.0|0|0.0|100
0|2022-01-01|7323.0|0|7323.0|0|301.0|0|0.0|100
0|2022-01-02|7323.0|0|7323.0|0|301.0|0|0.0|100
0|2022-01-03|7533.0|0|7533.0|0|302.0|0|0.0|100
0|2022-01-04|7568.0|0|7568.0|0|302.0|0|0.0|100
0|2022-01-05|7630.0|0|7630.0|0|302.0|0|0.0|100
0|2022-01-06|7700.0|0|7700.0|0|302.0|0|0.0|100
0|2022-01-07|7756.0|0|7756.0|0|302.0|0|0.0|100
0|2022-01-08|7853.0|0|7853.0|0|302.0|0|0.0|100
0|2022-01-09|7933.0|0|7933.0|0|303.0|0|0.0|100
0|2022-01-10|8066.0|0|8066.0|0|303.0|0|0.0|100
0|2022-01-11|8132.0|0|8132.0|0|303.0|0|0.0|100
0|2022-01-12|8253.0|0|8253.0|0|303.0|0|0.0|100
0|2022-01-13|8253.0|0|8449.0|0|303.0|0|0.0|100
0|2022-01-14|8449.0|0|8312.0|0|303.0|0|0.0|100
