|dates|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Haskell_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Haskell_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Haskell_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1829.0|0|1829.0|0|26.0|0|0.0|100
0|2021-10-18|1829.0|0|1829.0|0|26.0|0|0.0|100
0|2021-10-19|1829.0|0|1829.0|0|26.0|0|0.0|100
0|2021-10-20|1837.0|0|1837.0|0|27.0|0|0.0|100
0|2021-10-21|1837.0|0|1837.0|0|27.0|0|0.0|100
0|2021-10-22|1837.0|0|1837.0|0|27.0|0|0.0|100
0|2021-10-23|1837.0|0|1837.0|0|27.0|0|0.0|100
0|2021-10-24|1837.0|0|1837.0|0|27.0|0|0.0|100
0|2021-10-25|1837.0|0|1837.0|0|27.0|0|0.0|100
0|2021-10-26|1837.0|0|1837.0|0|27.0|0|0.0|100
0|2021-10-27|1850.0|0|1850.0|0|28.0|0|0.0|100
0|2021-10-28|1850.0|0|1850.0|0|28.0|0|0.0|100
0|2021-10-29|1850.0|0|1850.0|0|28.0|0|0.0|100
0|2021-10-30|1850.0|0|1850.0|0|28.0|0|0.0|100
0|2021-10-31|1850.0|0|1850.0|0|28.0|0|0.0|100
0|2021-11-01|1850.0|0|1850.0|0|28.0|0|0.0|100
0|2021-11-02|1850.0|0|1850.0|0|28.0|0|0.0|100
0|2021-11-03|1859.0|0|1859.0|0|29.0|0|0.0|100
0|2021-11-04|1859.0|0|1859.0|0|29.0|0|0.0|100
0|2021-11-05|1859.0|0|1859.0|0|29.0|0|0.0|100
0|2021-11-06|1859.0|0|1859.0|0|29.0|0|0.0|100
0|2021-11-07|1859.0|0|1859.0|0|29.0|0|0.0|100
0|2021-11-08|1859.0|0|1859.0|0|29.0|0|0.0|100
0|2021-11-09|1859.0|0|1859.0|0|29.0|0|0.0|100
0|2021-11-10|1859.0|0|1873.0|0|29.0|0|0.0|100
0|2021-11-11|1859.0|0|1873.0|0|29.0|0|0.0|100
0|2021-11-12|1873.0|0|1873.0|0|29.0|0|0.0|100
0|2021-11-13|1873.0|0|1873.0|0|29.0|0|0.0|100
0|2021-11-14|1873.0|0|1873.0|0|29.0|0|0.0|100
0|2021-11-15|1873.0|0|1873.0|0|29.0|0|0.0|100
0|2021-11-16|1873.0|0|1873.0|0|29.0|0|0.0|100
0|2021-11-17|1880.0|0|1880.0|0|29.0|0|0.0|100
0|2021-11-18|1880.0|0|1880.0|0|29.0|0|0.0|100
0|2021-11-19|1880.0|0|1880.0|0|29.0|0|0.0|100
0|2021-11-20|1880.0|0|1880.0|0|29.0|0|0.0|100
0|2021-11-21|1880.0|0|1880.0|0|29.0|0|0.0|100
0|2021-11-22|1880.0|0|1880.0|0|29.0|0|0.0|100
0|2021-11-23|1880.0|0|1880.0|0|29.0|0|0.0|100
0|2021-11-24|1889.0|0|1889.0|0|29.0|0|0.0|100
0|2021-11-25|1889.0|0|1889.0|0|29.0|0|0.0|100
0|2021-11-26|1889.0|0|1889.0|0|29.0|0|0.0|100
0|2021-11-27|1889.0|0|1889.0|0|29.0|0|0.0|100
0|2021-11-28|1889.0|0|1889.0|0|29.0|0|0.0|100
0|2021-11-29|1889.0|0|1889.0|0|29.0|0|0.0|100
0|2021-11-30|1889.0|0|1889.0|0|29.0|0|0.0|100
0|2021-12-01|1892.0|0|1892.0|0|29.0|0|0.0|100
0|2021-12-02|1892.0|0|1892.0|0|29.0|0|0.0|100
0|2021-12-03|1892.0|0|1892.0|0|29.0|0|0.0|100
0|2021-12-04|1892.0|0|1892.0|0|29.0|0|0.0|100
0|2021-12-05|1892.0|0|1892.0|0|29.0|0|0.0|100
0|2021-12-06|1892.0|0|1892.0|0|29.0|0|0.0|100
0|2021-12-07|1892.0|0|1892.0|0|29.0|0|0.0|100
0|2021-12-08|1905.0|0|1905.0|0|29.0|0|0.0|100
0|2021-12-09|1905.0|0|1905.0|0|29.0|0|0.0|100
0|2021-12-10|1905.0|0|1905.0|0|29.0|0|0.0|100
0|2021-12-11|1905.0|0|1905.0|0|29.0|0|0.0|100
0|2021-12-12|1905.0|0|1905.0|0|29.0|0|0.0|100
0|2021-12-13|1905.0|0|1905.0|0|29.0|0|0.0|100
0|2021-12-14|1905.0|0|1905.0|0|29.0|0|0.0|100
0|2021-12-15|1916.0|0|1916.0|0|29.0|0|0.0|100
0|2021-12-16|1916.0|0|1916.0|0|29.0|0|0.0|100
0|2021-12-17|1916.0|0|1916.0|0|29.0|0|0.0|100
0|2021-12-18|1916.0|0|1916.0|0|29.0|0|0.0|100
0|2021-12-19|1916.0|0|1916.0|0|29.0|0|0.0|100
0|2021-12-20|1916.0|0|1916.0|0|29.0|0|0.0|100
0|2021-12-21|1916.0|0|1916.0|0|29.0|0|0.0|100
0|2021-12-22|1924.0|0|1924.0|0|29.0|0|0.0|100
0|2021-12-23|1924.0|0|1924.0|0|31.0|0|0.0|100
0|2021-12-24|1924.0|0|1924.0|0|31.0|0|0.0|100
0|2021-12-25|1924.0|0|1924.0|0|31.0|0|0.0|100
0|2021-12-26|1924.0|0|1924.0|0|31.0|0|0.0|100
0|2021-12-27|1924.0|0|1924.0|0|31.0|0|0.0|100
0|2021-12-28|1924.0|0|1924.0|0|31.0|0|0.0|100
0|2021-12-29|1934.0|0|1934.0|0|32.0|0|0.0|100
0|2021-12-30|1934.0|0|1934.0|0|32.0|0|0.0|100
0|2021-12-31|1934.0|0|1934.0|0|32.0|0|0.0|100
0|2022-01-01|1934.0|0|1934.0|0|32.0|0|0.0|100
0|2022-01-02|1934.0|0|1934.0|0|32.0|0|0.0|100
0|2022-01-03|1934.0|0|1934.0|0|32.0|0|0.0|100
0|2022-01-04|1934.0|0|1934.0|0|32.0|0|0.0|100
0|2022-01-05|1960.0|0|1960.0|0|33.0|0|0.0|100
0|2022-01-06|1960.0|0|1960.0|0|33.0|0|0.0|100
0|2022-01-07|1960.0|0|1960.0|0|33.0|0|0.0|100
0|2022-01-08|1960.0|0|1960.0|0|33.0|0|0.0|100
0|2022-01-09|1960.0|0|1960.0|0|33.0|0|0.0|100
0|2022-01-10|1960.0|0|1960.0|0|33.0|0|0.0|100
0|2022-01-11|1960.0|0|1960.0|0|33.0|0|0.0|100
0|2022-01-12|1991.0|0|1991.0|0|32.0|0|0.0|100
0|2022-01-13|1991.0|0|1991.0|0|32.0|0|0.0|100
0|2022-01-14|1991.0|0|1991.0|0|32.0|0|0.0|100
0|2022-01-15|1991.0|0|1991.0|0|32.0|0|0.0|100
0|2022-01-16|1991.0|0|1991.0|0|32.0|0|0.0|100
0|2022-01-17|1991.0|0|0.0|100|32.0|0|0.0|100
